repo,skill_id,name,description,version,path,classification,category,has_frontmatter,body_length,keep,notes
CCPI,plugin-validator,plugin-validator,"Automatically validates Claude Code plugin structure, schemas, and compliance when user mentions validate plugin, check plugin, or plugin errors. Runs comprehensive validation specific to claude-code-",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/examples/skills-powerkit/skills/plugin-validator/SKILL.md,BACKUP,examples,Yes,5751,,
CCPI,version-bumper,version-bumper,"Automatically handles semantic version updates across plugin.json and marketplace catalog when user mentions version bump, update version, or release. Ensures version consistency in claude-code-plugin",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/examples/skills-powerkit/skills/version-bumper/SKILL.md,BACKUP,examples,Yes,7010,,
CCPI,optimizing-prompts,optimizing-prompts,"This skill optimizes prompts for Large Language Models (LLMs) to reduce token usage, lower costs, and improve performance. It analyzes the prompt, identifies areas for simplification and redundancy re",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/packages/ai-ml-engineering-pack/skills/ai-ml-engineering-pack/SKILL.md,BACKUP,,Yes,2741,,
CCPI,generating-conventional-commits,generating-conventional-commits,Generates conventional commit messages using AI. It analyzes code changes and suggests a commit message adhering to the conventional commits specification. Use this skill when you need help writing cl,1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/packages/devops-automation-pack/skills/devops-automation-pack/SKILL.md,BACKUP,,Yes,1937,,
CCPI,performing-security-audits,performing-security-audits,"This skill allows Claude to conduct comprehensive security audits of code, infrastructure, and configurations. It leverages various tools within the security-pro-pack plugin, including vulnerability s",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/packages/security-pro-pack/skills/security-pro-pack/SKILL.md,BACKUP,,Yes,2729,,
CCPI,creating-alerting-rules,creating-alerting-rules,"This skill enables Claude to create intelligent alerting rules for proactive performance monitoring. It is triggered when the user requests to ""create alerts"", ""define monitoring rules"", or ""set up al",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/performance/alerting-rule-creator/skills/alerting-rule-creator/SKILL.md,BACKUP,performance,Yes,2369,,
CCPI,creating-apm-dashboards,creating-apm-dashboards,"This skill enables Claude to create Application Performance Monitoring (APM) dashboards. It is triggered when the user requests the creation of a new APM dashboard, monitoring dashboard, or a dashboar",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/performance/apm-dashboard-creator/skills/apm-dashboard-creator/SKILL.md,BACKUP,performance,Yes,2832,,
CCPI,profiling-application-performance,profiling-application-performance,"This skill enables Claude to profile application performance, analyzing CPU usage, memory consumption, and execution time. It is triggered when the user requests performance analysis, bottleneck ident",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/performance/application-profiler/skills/application-profiler/SKILL.md,BACKUP,performance,Yes,2134,,
CCPI,detecting-performance-bottlenecks,detecting-performance-bottlenecks,"This skill enables Claude to detect and resolve performance bottlenecks in applications. It analyzes CPU, memory, I/O, and database performance to identify areas of concern. Use this skill when you ne",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/performance/bottleneck-detector/skills/bottleneck-detector/SKILL.md,BACKUP,performance,Yes,2167,,
CCPI,optimizing-cache-performance,optimizing-cache-performance,"This skill enables Claude to analyze and improve application caching strategies. It optimizes cache hit rates, TTL configurations, cache key design, and invalidation strategies. Use this skill when th",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/performance/cache-performance-optimizer/skills/cache-performance-optimizer/SKILL.md,BACKUP,performance,Yes,1936,,
CCPI,analyzing-capacity-planning,analyzing-capacity-planning,"This skill enables Claude to analyze capacity requirements and plan for future growth. It uses the capacity-planning-analyzer plugin to assess current utilization, forecast growth trends, and recommen",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/performance/capacity-planning-analyzer/skills/capacity-planning-analyzer/SKILL.md,BACKUP,performance,Yes,2348,,
CCPI,monitoring-cpu-usage,monitoring-cpu-usage,"This skill enables Claude to monitor and analyze CPU usage patterns within applications. It helps identify CPU hotspots, analyze algorithmic complexity, and detect blocking operations. Use this skill ",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/performance/cpu-usage-monitor/skills/cpu-usage-monitor/SKILL.md,BACKUP,performance,Yes,2410,,
CCPI,setting-up-distributed-tracing,setting-up-distributed-tracing,"This skill automates the setup of distributed tracing for microservices. It helps developers implement end-to-end request visibility by configuring context propagation, span creation, trace collection",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/performance/distributed-tracing-setup/skills/distributed-tracing-setup/SKILL.md,BACKUP,performance,Yes,2166,,
CCPI,monitoring-error-rates,monitoring-error-rates,"This skill enables Claude to monitor and analyze application error rates to improve reliability. It is used when the user needs to track and understand errors occurring in their application, including",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/performance/error-rate-monitor/skills/error-rate-monitor/SKILL.md,BACKUP,performance,Yes,2699,,
CCPI,collecting-infrastructure-metrics,collecting-infrastructure-metrics,"This skill enables Claude to collect comprehensive infrastructure performance metrics across compute, storage, network, containers, load balancers, and databases. It is triggered when the user request",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/performance/infrastructure-metrics-collector/skills/infrastructure-metrics-collector/SKILL.md,BACKUP,performance,Yes,2533,,
CCPI,running-load-tests,running-load-tests,"This skill enables Claude to create and execute load tests for performance validation. It is designed to generate load test scripts using tools like k6, JMeter, and Artillery, based on specified test ",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/performance/load-test-runner/skills/load-test-runner/SKILL.md,BACKUP,performance,Yes,2522,,
CCPI,analyzing-logs,analyzing-logs,"This skill enables Claude to analyze logs for performance insights and issue detection. It is triggered when the user requests log analysis, performance troubleshooting, or debugging assistance. The s",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/performance/log-analysis-tool/skills/log-analysis-tool/SKILL.md,BACKUP,performance,Yes,2324,,
CCPI,detecting-memory-leaks,detecting-memory-leaks,"This skill enables Claude to detect potential memory leaks and analyze memory usage patterns in code. It is triggered when the user requests ""detect memory leaks"", ""analyze memory usage"", or similar p",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/performance/memory-leak-detector/skills/memory-leak-detector/SKILL.md,BACKUP,performance,Yes,1814,,
CCPI,aggregating-performance-metrics,aggregating-performance-metrics,"This skill enables Claude to aggregate and centralize performance metrics from various sources. It is used when the user needs to consolidate metrics from applications, systems, databases, caches, que",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/performance/metrics-aggregator/skills/metrics-aggregator/SKILL.md,BACKUP,performance,Yes,2827,,
CCPI,analyzing-network-latency,analyzing-network-latency,This skill enables Claude to analyze network latency and optimize request patterns within an application. It helps identify bottlenecks and suggest improvements for faster and more efficient network c,1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/performance/network-latency-analyzer/skills/network-latency-analyzer/SKILL.md,BACKUP,performance,Yes,2230,,
CCPI,validating-performance-budgets,validating-performance-budgets,This skill enables Claude to validate application performance against defined budgets. It's useful for identifying performance regressions early in the development lifecycle. The skill is triggered wh,1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/performance/performance-budget-validator/skills/performance-budget-validator/SKILL.md,BACKUP,performance,Yes,2290,,
CCPI,providing-performance-optimization-advice,providing-performance-optimization-advice,"This skill enables Claude to provide comprehensive, prioritized performance optimization recommendations for software projects. It is triggered when the user requests performance improvements, optimiz",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/performance/performance-optimization-advisor/skills/performance-optimization-advisor/SKILL.md,BACKUP,performance,Yes,2858,,
CCPI,detecting-performance-regressions,detecting-performance-regressions,"This skill enables Claude to automatically detect performance regressions in a CI/CD pipeline. It analyzes performance metrics, such as response time and throughput, and compares them against baseline",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/performance/performance-regression-detector/skills/performance-regression-detector/SKILL.md,BACKUP,performance,Yes,2438,,
CCPI,implementing-real-user-monitoring,implementing-real-user-monitoring,"This skill assists in implementing Real User Monitoring (RUM) to capture and analyze actual user performance data. It helps set up tracking for key metrics like Core Web Vitals, page load times, and c",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/performance/real-user-monitoring/skills/real-user-monitoring/SKILL.md,BACKUP,performance,Yes,1943,,
CCPI,tracking-resource-usage,tracking-resource-usage,"This skill enables Claude to track and optimize resource usage across an application stack. It is activated when the user requests insights into resource consumption, performance bottlenecks, or cost ",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/performance/resource-usage-tracker/skills/resource-usage-tracker/SKILL.md,BACKUP,performance,Yes,2811,,
CCPI,tracking-application-response-times,tracking-application-response-times,"This skill enables Claude to track and optimize application response times. It uses the response-time-tracker plugin to monitor API endpoints, database queries, external service calls, frontend render",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/performance/response-time-tracker/skills/response-time-tracker/SKILL.md,BACKUP,performance,Yes,2164,,
CCPI,tracking-service-reliability,tracking-service-reliability,"This skill enables Claude to define and track Service Level Agreements (SLAs), Service Level Indicators (SLIs), and Service Level Objectives (SLOs) for improved service reliability. It is triggered wh",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/performance/sla-sli-tracker/skills/sla-sli-tracker/SKILL.md,BACKUP,performance,Yes,2059,,
CCPI,setting-up-synthetic-monitoring,setting-up-synthetic-monitoring,"This skill automates the setup of synthetic monitoring for applications. It allows Claude to proactively track performance and availability by configuring uptime, transaction, and API monitoring. Use ",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/performance/synthetic-monitoring-setup/skills/synthetic-monitoring-setup/SKILL.md,BACKUP,performance,Yes,2373,,
CCPI,analyzing-system-throughput,analyzing-system-throughput,"This skill enables Claude to analyze and optimize system throughput. It is triggered when the user requests throughput analysis, performance improvements, or bottleneck identification. The skill uses ",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/performance/throughput-analyzer/skills/throughput-analyzer/SKILL.md,BACKUP,performance,Yes,2322,,
CCPI,000-jeremy-content-consistency-validator,000-jeremy-content-consistency-validator,"Validates messaging consistency across website, GitHub repositories, and local documentation. Generates comprehensive read-only discrepancy reports showing where messaging conflicts or inconsistencies",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/productivity/000-jeremy-content-consistency-validator/skills/000-jeremy-content-consistency-validator/SKILL.md,BACKUP,productivity,Yes,10851,,
CCPI,001-jeremy-taskwarrior-integration,001-jeremy-taskwarrior-integration,"Enforces complete Taskwarrior integration protocol for ALL coding tasks. Activates automatically when user mentions ""taskwarrior"", ""task warrior"", ""tw"", or discusses task management. Decomposes all co",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/productivity/001-jeremy-taskwarrior-integration/skills/001-jeremy-taskwarrior-integration/SKILL.md,BACKUP,productivity,Yes,16062,,
CCPI,yaml-master,yaml-master,"PROACTIVE YAML INTELLIGENCE: Automatically activates when working with YAML files, configuration management,
CI/CD pipelines, Kubernetes manifests, Docker Compose, or any YAML-based workflows. Provide",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/productivity/002-jeremy-yaml-master-agent/skills/yaml-master/SKILL.md,BACKUP,productivity,Yes,15049,,
CCPI,vertex-ai-media-master,Vertex AI Media Master,"Automatic activation for ALL Google Vertex AI multimodal operations - video processing, audio generation, image creation, and marketing campaigns.
**TRIGGER PHRASES:**
- ""vertex ai"", ""gemini multimoda",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/productivity/003-jeremy-vertex-ai-media-master/skills/vertex-media-master/SKILL.md,BACKUP,productivity,Yes,9019,,
CCPI,google-cloud-agent-sdk-master,Google Cloud Agent SDK Master,"Automatic activation for ALL Google Cloud Agent Development Kit (ADK) and Agent Starter Pack operations - multi-agent systems, containerized deployment, RAG agents, and production orchestration.
**TRI",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/productivity/004-jeremy-google-cloud-agent-sdk/skills/agent-sdk-master/SKILL.md,BACKUP,productivity,Yes,12542,,
CCPI,agent-context-loader,agent-context-loader,PROACTIVE AUTO-LOADING: Automatically detects and loads AGENTS.md files from the current working directory when starting a session or changing directories. This skill ensures agent-specific instructio,1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/productivity/agent-context-manager/skills/agent-context-loader/SKILL.md,BACKUP,productivity,Yes,4760,,
CCPI,overnight-dev,,,,backups/skill-structure-cleanup-20251108-073936/plugins/productivity/overnight-dev/skills/overnight-dev/SKILL.md,BACKUP,productivity,No,8394,,
CCPI,auditing-access-control,auditing-access-control,This skill enables Claude to audit access control implementations in various systems. It uses the access-control-auditor plugin to identify potential vulnerabilities and misconfigurations related to a,1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/security/access-control-auditor/skills/access-control-auditor/SKILL.md,BACKUP,security,Yes,2577,,
CCPI,validating-authentication-implementations,validating-authentication-implementations,"This skill enables Claude to validate authentication implementations against security best practices and industry standards. It analyzes various authentication methods, including JWT, OAuth, session-b",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/security/authentication-validator/skills/authentication-validator/SKILL.md,BACKUP,security,Yes,2610,,
CCPI,generating-compliance-reports,generating-compliance-reports,This skill enables Claude to generate compliance reports based on various security standards and frameworks. It leverages the compliance-report-generator plugin to automate the report creation process,1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/security/compliance-report-generator/skills/compliance-report-generator/SKILL.md,BACKUP,security,Yes,2467,,
CCPI,validating-cors-policies,validating-cors-policies,This skill enables Claude to validate Cross-Origin Resource Sharing (CORS) policies. It uses the cors-policy-validator plugin to analyze CORS configurations and identify potential security vulnerabili,1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/security/cors-policy-validator/skills/cors-policy-validator/SKILL.md,BACKUP,security,Yes,2371,,
CCPI,validating-csrf-protection,validating-csrf-protection,"This skill helps to identify Cross-Site Request Forgery (CSRF) vulnerabilities in web applications. It validates the implementation of CSRF protection mechanisms, such as synchronizer tokens, double-s",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/security/csrf-protection-validator/skills/csrf-protection-validator/SKILL.md,BACKUP,security,Yes,2383,,
CCPI,scanning-for-data-privacy-issues,scanning-for-data-privacy-issues,"This skill enables Claude to automatically scan code and configuration files for potential data privacy vulnerabilities using the data-privacy-scanner plugin. It identifies sensitive data exposure, co",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/security/data-privacy-scanner/skills/data-privacy-scanner/SKILL.md,BACKUP,security,Yes,2412,,
CCPI,analyzing-dependencies,analyzing-dependencies,"This skill analyzes project dependencies for security vulnerabilities, outdated packages, and license compliance issues. It helps identify potential risks in your project's dependencies using the depe",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/security/dependency-checker/skills/dependency-checker/SKILL.md,BACKUP,security,Yes,2818,,
CCPI,encrypting-and-decrypting-data,encrypting-and-decrypting-data,"This skill enables Claude to encrypt and decrypt data using various algorithms provided by the encryption-tool plugin. It should be used when the user requests to ""encrypt data"", ""decrypt a file"", ""ge",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/security/encryption-tool/skills/encryption-tool/SKILL.md,BACKUP,security,Yes,2507,,
CCPI,scanning-for-gdpr-compliance,scanning-for-gdpr-compliance,"This skill enables Claude to scan applications and data systems for GDPR compliance issues. It identifies potential violations related to data protection, privacy rights, consent management, and other",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/security/gdpr-compliance-scanner/skills/gdpr-compliance-scanner/SKILL.md,BACKUP,security,Yes,2713,,
CCPI,checking-hipaa-compliance,checking-hipaa-compliance,"This skill enables Claude to automatically check for HIPAA (Health Insurance Portability and Accountability Act) compliance issues in codebases, infrastructure configurations, and documentation. It le",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/security/hipaa-compliance-checker/skills/hipaa-compliance-checker/SKILL.md,BACKUP,security,Yes,2644,,
CCPI,scanning-input-validation-practices,scanning-input-validation-practices,This skill enables Claude to automatically scan source code for potential input validation vulnerabilities. It identifies areas where user-supplied data is not properly sanitized or validated before b,1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/security/input-validation-scanner/skills/input-validation-scanner/SKILL.md,BACKUP,security,Yes,2653,,
CCPI,checking-owasp-compliance,checking-owasp-compliance,This skill uses the owasp-compliance-checker plugin to automatically identify potential security vulnerabilities based on the OWASP Top 10 (2021) list. It helps ensure your application adheres to indu,1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/security/owasp-compliance-checker/skills/owasp-compliance-checker/SKILL.md,BACKUP,security,Yes,2513,,
CCPI,validating-pci-dss-compliance,validating-pci-dss-compliance,This skill uses the pci-dss-validator plugin to assess codebases and infrastructure configurations for compliance with the Payment Card Industry Data Security Standard (PCI DSS). It identifies potenti,1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/security/pci-dss-validator/skills/pci-dss-validator/SKILL.md,BACKUP,security,Yes,2481,,
CCPI,performing-penetration-testing,performing-penetration-testing,"This skill enables automated penetration testing of web applications. It uses the penetration-tester plugin to identify vulnerabilities, including OWASP Top 10 threats, and suggests exploitation techn",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/security/penetration-tester/skills/penetration-tester/SKILL.md,BACKUP,security,Yes,2177,,
CCPI,scanning-for-secrets,scanning-for-secrets,"This skill helps you scan your codebase for exposed secrets and credentials. It uses pattern matching and entropy analysis to identify potential security vulnerabilities such as API keys, passwords, a",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/security/secret-scanner/skills/secret-scanner/SKILL.md,BACKUP,security,Yes,2251,,
CCPI,generating-security-audit-reports,generating-security-audit-reports,"This skill enables Claude to generate comprehensive security audit reports. It is designed to provide insights into an application or system's security posture, compliance status, and recommended reme",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/security/security-audit-reporter/skills/security-audit-reporter/SKILL.md,BACKUP,security,Yes,2069,,
CCPI,analyzing-security-headers,analyzing-security-headers,"This skill analyzes HTTP security headers of a given domain to identify potential vulnerabilities and misconfigurations. It provides a detailed report with a grade, score, and recommendations for impr",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/security/security-headers-analyzer/skills/security-headers-analyzer/SKILL.md,BACKUP,security,Yes,2148,,
CCPI,responding-to-security-incidents,responding-to-security-incidents,"Assists with security incident response, investigation, and remediation. This skill is triggered when the user requests help with incident response, mentions specific incident types (e.g., data breach",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/security/security-incident-responder/skills/security-incident-responder/SKILL.md,BACKUP,security,Yes,2685,,
CCPI,finding-security-misconfigurations,finding-security-misconfigurations,This skill enables Claude to identify potential security misconfigurations in various systems and configurations. It leverages the security-misconfiguration-finder plugin to analyze infrastructure-as-,1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/security/security-misconfiguration-finder/skills/security-misconfiguration-finder/SKILL.md,BACKUP,security,Yes,2817,,
CCPI,checking-session-security,checking-session-security,This skill enables Claude to check session security implementations within a codebase. It analyzes session management practices to identify potential vulnerabilities. Use this skill when a user reques,1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/security/session-security-checker/skills/session-security-checker/SKILL.md,BACKUP,security,Yes,2007,,
CCPI,assisting-with-soc2-audit-preparation,assisting-with-soc2-audit-preparation,"This skill assists with SOC2 audit preparation by automating tasks related to evidence gathering and documentation. It leverages the soc2-audit-helper plugin to generate reports, identify potential co",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/security/soc2-audit-helper/skills/soc2-audit-helper/SKILL.md,BACKUP,security,Yes,2163,,
CCPI,detecting-sql-injection-vulnerabilities,detecting-sql-injection-vulnerabilities,"This skill enables Claude to detect SQL injection vulnerabilities in code. It uses the sql-injection-detector plugin to analyze codebases, identify potential SQL injection flaws, and provide remediati",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/security/sql-injection-detector/skills/sql-injection-detector/SKILL.md,BACKUP,security,Yes,2616,,
CCPI,managing-ssltls-certificates,managing-ssltls-certificates,"This skill enables Claude to manage and monitor SSL/TLS certificates using the ssl-certificate-manager plugin. It is activated when the user requests actions related to SSL certificates, such as check",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/security/ssl-certificate-manager/skills/ssl-certificate-manager/SKILL.md,BACKUP,security,Yes,2304,,
CCPI,scanning-for-vulnerabilities,scanning-for-vulnerabilities,"This skill enables comprehensive vulnerability scanning using the vulnerability-scanner plugin. It identifies security vulnerabilities in code, dependencies, and configurations, including CVE detectio",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/security/vulnerability-scanner/skills/vulnerability-scanner/SKILL.md,BACKUP,security,Yes,2270,,
CCPI,scanning-for-xss-vulnerabilities,scanning-for-xss-vulnerabilities,"This skill enables Claude to automatically scan for XSS (Cross-Site Scripting) vulnerabilities in code. It is triggered when the user requests to ""scan for XSS vulnerabilities"", ""check for XSS"", or us",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/security/xss-vulnerability-scanner/skills/xss-vulnerability-scanner/SKILL.md,BACKUP,security,Yes,2986,,
CCPI,creating-github-issues-from-web-research,creating-github-issues-from-web-research,This skill enhances Claude's ability to conduct web research and translate findings into actionable GitHub issues. It automates the process of extracting key information from web search results and fo,1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/skill-enhancers/web-to-github-issue/skills/web-to-github-issue/SKILL.md,BACKUP,,Yes,2552,,
CCPI,scanning-for-accessibility-issues,scanning-for-accessibility-issues,"This skill enables Claude to perform comprehensive accessibility audits. It uses the accessibility-test-scanner plugin to identify WCAG 2.1/2.2 compliance issues, validate ARIA attributes, check keybo",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/testing/accessibility-test-scanner/skills/accessibility-test-scanner/SKILL.md,BACKUP,testing,Yes,2110,,
CCPI,fuzzing-apis,fuzzing-apis,"This skill enables Claude to perform automated fuzz testing on APIs to discover vulnerabilities, crashes, and unexpected behavior. It leverages malformed inputs, boundary values, and random payloads t",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/testing/api-fuzzer/skills/api-fuzzer/SKILL.md,BACKUP,testing,Yes,2216,,
CCPI,automating-api-testing,automating-api-testing,"This skill automates API endpoint testing, including request generation, validation, and comprehensive test coverage for REST and GraphQL APIs. It is used when the user requests API testing, contract ",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/testing/api-test-automation/skills/api-test-automation/SKILL.md,BACKUP,testing,Yes,2372,,
CCPI,conducting-browser-compatibility-tests,conducting-browser-compatibility-tests,"This skill enables cross-browser compatibility testing for web applications using BrowserStack, Selenium Grid, or Playwright. It tests across Chrome, Firefox, Safari, and Edge, identifying browser-spe",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/testing/browser-compatibility-tester/skills/browser-compatibility-tester/SKILL.md,BACKUP,testing,Yes,2668,,
CCPI,conducting-chaos-engineering,conducting-chaos-engineering,"This skill enables Claude to design and execute chaos engineering experiments to test system resilience. It is used when the user requests help with failure injection, latency simulation, resource exh",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/testing/chaos-engineering-toolkit/skills/chaos-engineering-toolkit/SKILL.md,BACKUP,testing,Yes,2839,,
CCPI,validating-api-contracts,validating-api-contracts,"This skill validates API contracts using consumer-driven testing and OpenAPI validation. It leverages Pact for consumer-driven contract testing, ensuring that API providers adhere to the expectations ",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/testing/contract-test-validator/skills/contract-test-validator/SKILL.md,BACKUP,testing,Yes,1845,,
CCPI,managing-database-testing,managing-database-testing,"This skill manages database testing by generating test data, wrapping tests in transactions, and validating database schemas. It is used to create robust and reliable database interactions. Claude use",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/testing/database-test-manager/skills/database-test-manager/SKILL.md,BACKUP,testing,Yes,2431,,
CCPI,generating-end-to-end-tests,generating-end-to-end-tests,"This skill enables Claude to generate end-to-end (E2E) tests for web applications. It leverages Playwright, Cypress, or Selenium to automate browser interactions and validate user workflows. Use this ",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/testing/e2e-test-framework/skills/e2e-test-framework/SKILL.md,BACKUP,testing,Yes,2745,,
CCPI,running-integration-tests,running-integration-tests,"This skill enables Claude to run and manage integration test suites. It automates environment setup, database seeding, service orchestration, and cleanup. Use this skill when the user asks to ""run int",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/testing/integration-test-runner/skills/integration-test-runner/SKILL.md,BACKUP,testing,Yes,2095,,
CCPI,testing-load-balancers,testing-load-balancers,"This skill enables Claude to test load balancing strategies. It validates traffic distribution across backend servers, tests failover scenarios when servers become unavailable, verifies sticky session",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/testing/load-balancer-tester/skills/load-balancer-tester/SKILL.md,BACKUP,testing,Yes,2233,,
CCPI,automating-mobile-app-testing,automating-mobile-app-testing,"This skill enables automated testing of mobile applications on iOS and Android platforms using frameworks like Appium, Detox, XCUITest, and Espresso. It generates end-to-end tests, sets up page object",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/testing/mobile-app-tester/skills/mobile-app-tester/SKILL.md,BACKUP,testing,Yes,2053,,
CCPI,running-mutation-tests,running-mutation-tests,"This skill enables Claude to validate test suite quality by performing mutation testing. It is triggered when the user asks to run mutation tests, analyze test effectiveness, or improve test coverage.",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/testing/mutation-test-runner/skills/mutation-test-runner/SKILL.md,BACKUP,testing,Yes,2447,,
CCPI,performance-testing,performance-testing,"This skill enables Claude to design, execute, and analyze performance tests using the performance-test-suite plugin. It is activated when the user requests load testing, stress testing, spike testing,",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/testing/performance-test-suite/skills/performance-test-suite/SKILL.md,BACKUP,testing,Yes,2781,,
CCPI,tracking-regression-tests,tracking-regression-tests,"This skill enables Claude to track and run regression tests, ensuring new changes don't break existing functionality. It is triggered when the user asks to ""track regression"", ""run regression tests"", ",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/testing/regression-test-tracker/skills/regression-test-tracker/SKILL.md,BACKUP,testing,Yes,1840,,
CCPI,performing-security-testing,performing-security-testing,"This skill automates security vulnerability testing. It is triggered when the user requests security assessments, penetration tests, or vulnerability scans. The skill covers OWASP Top 10 vulnerabiliti",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/testing/security-test-scanner/skills/security-test-scanner/SKILL.md,BACKUP,testing,Yes,2126,,
CCPI,running-smoke-tests,running-smoke-tests,"This skill runs smoke tests to verify critical application functionality. It executes pre-defined test suites that check system health, authentication, core features, and external integrations. Use th",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/testing/smoke-test-runner/skills/smoke-test-runner/SKILL.md,BACKUP,testing,Yes,2054,,
CCPI,managing-snapshot-tests,managing-snapshot-tests,"This skill enables Claude to manage and update snapshot tests using intelligent diff analysis and selective updates. It is triggered when the user asks to analyze snapshot failures, update snapshots, ",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/testing/snapshot-test-manager/skills/snapshot-test-manager/SKILL.md,BACKUP,testing,Yes,2192,,
CCPI,analyzing-test-coverage,analyzing-test-coverage,"This skill analyzes code coverage metrics to identify untested code and generate comprehensive coverage reports. It is triggered when the user requests analysis of code coverage, identification of cov",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/testing/test-coverage-analyzer/skills/test-coverage-analyzer/SKILL.md,BACKUP,testing,Yes,2067,,
CCPI,generating-test-data,generating-test-data,"This skill enables Claude to generate realistic test data for software development. It uses the test-data-generator plugin to create users, products, orders, and custom schemas for comprehensive testi",1.0.0,backups/skill-structure-cleanup-20251108-073936/plugins/testing/test-data-generator/skills/test-data-generator/SKILL.md,BACKUP,testing,Yes,2702,,
