id,source_path,target_path_or_entity,linkage_type,direct_or_inferred,confidence,evidence
186,plugins/saas-packs/documenso-pack/skills/documenso-debug-bundle/SKILL.md,documenso-rate-limits,skill_references_skill,inferred,medium,"skill name ""documenso-rate-limits"" appears in SKILL.md body"
187,plugins/saas-packs/documenso-pack/skills/documenso-performance-tuning/SKILL.md,documenso-cost-tuning,skill_references_skill,inferred,medium,"skill name ""documenso-cost-tuning"" appears in SKILL.md body"
188,plugins/saas-packs/documenso-pack/skills/documenso-core-workflow-a/SKILL.md,documenso-sdk-patterns,skill_references_skill,inferred,medium,"skill name ""documenso-sdk-patterns"" appears in SKILL.md body"
189,plugins/saas-packs/documenso-pack/skills/documenso-core-workflow-a/SKILL.md,documenso-core-workflow-b,skill_references_skill,inferred,medium,"skill name ""documenso-core-workflow-b"" appears in SKILL.md body"
190,plugins/saas-packs/documenso-pack/skills/documenso-core-workflow-a/SKILL.md,documenso-install-auth,skill_references_skill,inferred,medium,"skill name ""documenso-install-auth"" appears in SKILL.md body"
191,plugins/saas-packs/documenso-pack/skills/documenso-enterprise-rbac/SKILL.md,documenso-migration-deep-dive,skill_references_skill,inferred,medium,"skill name ""documenso-migration-deep-dive"" appears in SKILL.md body"
192,plugins/saas-packs/documenso-pack/skills/documenso-install-auth/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
193,plugins/saas-packs/documenso-pack/skills/documenso-install-auth/SKILL.md,documenso-hello-world,skill_references_skill,inferred,medium,"skill name ""documenso-hello-world"" appears in SKILL.md body"
194,plugins/saas-packs/documenso-pack/skills/documenso-multi-env-setup/SKILL.md,documenso-observability,skill_references_skill,inferred,medium,"skill name ""documenso-observability"" appears in SKILL.md body"
195,plugins/saas-packs/documenso-pack/skills/documenso-webhooks-events/SKILL.md,documenso-performance-tuning,skill_references_skill,inferred,medium,"skill name ""documenso-performance-tuning"" appears in SKILL.md body"
196,plugins/saas-packs/documenso-pack/skills/documenso-migration-deep-dive/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
197,plugins/saas-packs/documenso-pack/skills/documenso-hello-world/SKILL.md,documenso-local-dev-loop,skill_references_skill,inferred,medium,"skill name ""documenso-local-dev-loop"" appears in SKILL.md body"
198,plugins/saas-packs/documenso-pack/skills/documenso-hello-world/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
199,plugins/saas-packs/documenso-pack/skills/documenso-hello-world/SKILL.md,documenso-install-auth,skill_references_skill,inferred,medium,"skill name ""documenso-install-auth"" appears in SKILL.md body"
200,plugins/saas-packs/documenso-pack/skills/documenso-deploy-integration/SKILL.md,documenso-webhooks-events,skill_references_skill,inferred,medium,"skill name ""documenso-webhooks-events"" appears in SKILL.md body"
201,plugins/saas-packs/documenso-pack/skills/documenso-ci-integration/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
202,plugins/saas-packs/documenso-pack/skills/documenso-ci-integration/SKILL.md,documenso-deploy-integration,skill_references_skill,inferred,medium,"skill name ""documenso-deploy-integration"" appears in SKILL.md body"
203,plugins/saas-packs/documenso-pack/skills/documenso-local-dev-loop/SKILL.md,documenso-sdk-patterns,skill_references_skill,inferred,medium,"skill name ""documenso-sdk-patterns"" appears in SKILL.md body"
204,plugins/saas-packs/documenso-pack/skills/documenso-local-dev-loop/SKILL.md,documenso-install-auth,skill_references_skill,inferred,medium,"skill name ""documenso-install-auth"" appears in SKILL.md body"
205,plugins/saas-packs/documenso-pack/skills/documenso-upgrade-migration/SKILL.md,documenso-ci-integration,skill_references_skill,inferred,medium,"skill name ""documenso-ci-integration"" appears in SKILL.md body"
206,plugins/saas-packs/documenso-pack/skills/documenso-core-workflow-b/SKILL.md,documenso-core-workflow-a,skill_references_skill,inferred,medium,"skill name ""documenso-core-workflow-a"" appears in SKILL.md body"
207,plugins/saas-packs/documenso-pack/skills/documenso-core-workflow-b/SKILL.md,documenso-common-errors,skill_references_skill,inferred,medium,"skill name ""documenso-common-errors"" appears in SKILL.md body"
208,plugins/saas-packs/documenso-pack/skills/documenso-common-errors/SKILL.md,documenso-debug-bundle,skill_references_skill,inferred,medium,"skill name ""documenso-debug-bundle"" appears in SKILL.md body"
209,plugins/saas-packs/documenso-pack/skills/documenso-prod-checklist/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
210,plugins/saas-packs/documenso-pack/skills/documenso-prod-checklist/SKILL.md,documenso-upgrade-migration,skill_references_skill,inferred,medium,"skill name ""documenso-upgrade-migration"" appears in SKILL.md body"
211,plugins/saas-packs/documenso-pack/skills/documenso-incident-runbook/SKILL.md,documenso-data-handling,skill_references_skill,inferred,medium,"skill name ""documenso-data-handling"" appears in SKILL.md body"
212,plugins/saas-packs/documenso-pack/skills/documenso-cost-tuning/SKILL.md,documenso-reference-architecture,skill_references_skill,inferred,medium,"skill name ""documenso-reference-architecture"" appears in SKILL.md body"
213,plugins/saas-packs/documenso-pack/skills/documenso-sdk-patterns/SKILL.md,documenso-core-workflow-a,skill_references_skill,inferred,medium,"skill name ""documenso-core-workflow-a"" appears in SKILL.md body"
214,plugins/saas-packs/documenso-pack/skills/documenso-sdk-patterns/SKILL.md,documenso-install-auth,skill_references_skill,inferred,medium,"skill name ""documenso-install-auth"" appears in SKILL.md body"
215,plugins/saas-packs/documenso-pack/skills/documenso-reference-architecture/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
216,plugins/saas-packs/documenso-pack/skills/documenso-reference-architecture/SKILL.md,documenso-multi-env-setup,skill_references_skill,inferred,medium,"skill name ""documenso-multi-env-setup"" appears in SKILL.md body"
217,plugins/saas-packs/documenso-pack/skills/documenso-security-basics/SKILL.md,documenso-prod-checklist,skill_references_skill,inferred,medium,"skill name ""documenso-prod-checklist"" appears in SKILL.md body"
218,plugins/saas-packs/documenso-pack/skills/documenso-rate-limits/SKILL.md,documenso-security-basics,skill_references_skill,inferred,medium,"skill name ""documenso-security-basics"" appears in SKILL.md body"
219,plugins/saas-packs/documenso-pack/skills/documenso-data-handling/SKILL.md,documenso-enterprise-rbac,skill_references_skill,inferred,medium,"skill name ""documenso-enterprise-rbac"" appears in SKILL.md body"
220,plugins/saas-packs/documenso-pack/skills/documenso-observability/SKILL.md,documenso-incident-runbook,skill_references_skill,inferred,medium,"skill name ""documenso-incident-runbook"" appears in SKILL.md body"
221,plugins/saas-packs/guidewire-pack/skills/guidewire-performance-tuning/SKILL.md,guidewire-cost-tuning,skill_references_skill,inferred,medium,"skill name ""guidewire-cost-tuning"" appears in SKILL.md body"
222,plugins/saas-packs/guidewire-pack/skills/guidewire-deploy-integration/SKILL.md,guidewire-webhooks-events,skill_references_skill,inferred,medium,"skill name ""guidewire-webhooks-events"" appears in SKILL.md body"
223,plugins/saas-packs/guidewire-pack/skills/guidewire-observability/SKILL.md,guidewire-incident-runbook,skill_references_skill,inferred,medium,"skill name ""guidewire-incident-runbook"" appears in SKILL.md body"
224,plugins/saas-packs/guidewire-pack/skills/guidewire-hello-world/SKILL.md,guidewire-local-dev-loop,skill_references_skill,inferred,medium,"skill name ""guidewire-local-dev-loop"" appears in SKILL.md body"
225,plugins/saas-packs/guidewire-pack/skills/guidewire-hello-world/SKILL.md,guidewire-install-auth,skill_references_skill,inferred,medium,"skill name ""guidewire-install-auth"" appears in SKILL.md body"
226,plugins/saas-packs/guidewire-pack/skills/guidewire-security-basics/SKILL.md,guidewire-prod-checklist,skill_references_skill,inferred,medium,"skill name ""guidewire-prod-checklist"" appears in SKILL.md body"
227,plugins/saas-packs/guidewire-pack/skills/guidewire-upgrade-migration/SKILL.md,guidewire-ci-integration,skill_references_skill,inferred,medium,"skill name ""guidewire-ci-integration"" appears in SKILL.md body"
228,plugins/saas-packs/guidewire-pack/skills/guidewire-webhooks-events/SKILL.md,guidewire-performance-tuning,skill_references_skill,inferred,medium,"skill name ""guidewire-performance-tuning"" appears in SKILL.md body"
229,plugins/saas-packs/guidewire-pack/skills/guidewire-data-handling/SKILL.md,guidewire-enterprise-rbac,skill_references_skill,inferred,medium,"skill name ""guidewire-enterprise-rbac"" appears in SKILL.md body"
230,plugins/saas-packs/guidewire-pack/skills/guidewire-incident-runbook/SKILL.md,guidewire-data-handling,skill_references_skill,inferred,medium,"skill name ""guidewire-data-handling"" appears in SKILL.md body"
231,plugins/saas-packs/guidewire-pack/skills/guidewire-incident-runbook/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
232,plugins/saas-packs/guidewire-pack/skills/guidewire-cost-tuning/SKILL.md,guidewire-reference-architecture,skill_references_skill,inferred,medium,"skill name ""guidewire-reference-architecture"" appears in SKILL.md body"
233,plugins/saas-packs/guidewire-pack/skills/guidewire-prod-checklist/SKILL.md,guidewire-upgrade-migration,skill_references_skill,inferred,medium,"skill name ""guidewire-upgrade-migration"" appears in SKILL.md body"
234,plugins/saas-packs/guidewire-pack/skills/guidewire-enterprise-rbac/SKILL.md,guidewire-migration-deep-dive,skill_references_skill,inferred,medium,"skill name ""guidewire-migration-deep-dive"" appears in SKILL.md body"
235,plugins/saas-packs/guidewire-pack/skills/guidewire-install-auth/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
236,plugins/saas-packs/guidewire-pack/skills/guidewire-install-auth/SKILL.md,guidewire-hello-world,skill_references_skill,inferred,medium,"skill name ""guidewire-hello-world"" appears in SKILL.md body"
237,plugins/saas-packs/guidewire-pack/skills/guidewire-rate-limits/SKILL.md,guidewire-security-basics,skill_references_skill,inferred,medium,"skill name ""guidewire-security-basics"" appears in SKILL.md body"
238,plugins/saas-packs/guidewire-pack/skills/guidewire-local-dev-loop/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
239,plugins/saas-packs/guidewire-pack/skills/guidewire-local-dev-loop/SKILL.md,guidewire-sdk-patterns,skill_references_skill,inferred,medium,"skill name ""guidewire-sdk-patterns"" appears in SKILL.md body"
240,plugins/saas-packs/guidewire-pack/skills/guidewire-debug-bundle/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
241,plugins/saas-packs/guidewire-pack/skills/guidewire-debug-bundle/SKILL.md,guidewire-rate-limits,skill_references_skill,inferred,medium,"skill name ""guidewire-rate-limits"" appears in SKILL.md body"
242,plugins/saas-packs/guidewire-pack/skills/guidewire-common-errors/SKILL.md,guidewire-debug-bundle,skill_references_skill,inferred,medium,"skill name ""guidewire-debug-bundle"" appears in SKILL.md body"
243,plugins/saas-packs/guidewire-pack/skills/guidewire-multi-env-setup/SKILL.md,guidewire-observability,skill_references_skill,inferred,medium,"skill name ""guidewire-observability"" appears in SKILL.md body"
244,plugins/saas-packs/guidewire-pack/skills/guidewire-sdk-patterns/SKILL.md,guidewire-core-workflow-b,skill_references_skill,inferred,medium,"skill name ""guidewire-core-workflow-b"" appears in SKILL.md body"
245,plugins/saas-packs/guidewire-pack/skills/guidewire-sdk-patterns/SKILL.md,guidewire-hello-world,skill_references_skill,inferred,medium,"skill name ""guidewire-hello-world"" appears in SKILL.md body"
246,plugins/saas-packs/guidewire-pack/skills/guidewire-sdk-patterns/SKILL.md,guidewire-core-workflow-a,skill_references_skill,inferred,medium,"skill name ""guidewire-core-workflow-a"" appears in SKILL.md body"
247,plugins/saas-packs/guidewire-pack/skills/guidewire-sdk-patterns/SKILL.md,guidewire-install-auth,skill_references_skill,inferred,medium,"skill name ""guidewire-install-auth"" appears in SKILL.md body"
248,plugins/saas-packs/guidewire-pack/skills/guidewire-ci-integration/SKILL.md,guidewire-deploy-integration,skill_references_skill,inferred,medium,"skill name ""guidewire-deploy-integration"" appears in SKILL.md body"
249,plugins/saas-packs/guidewire-pack/skills/guidewire-reference-architecture/SKILL.md,guidewire-multi-env-setup,skill_references_skill,inferred,medium,"skill name ""guidewire-multi-env-setup"" appears in SKILL.md body"
250,plugins/saas-packs/guidewire-pack/skills/guidewire-core-workflow-b/SKILL.md,guidewire-core-workflow-a,skill_references_skill,inferred,medium,"skill name ""guidewire-core-workflow-a"" appears in SKILL.md body"
251,plugins/saas-packs/guidewire-pack/skills/guidewire-core-workflow-b/SKILL.md,guidewire-install-auth,skill_references_skill,inferred,medium,"skill name ""guidewire-install-auth"" appears in SKILL.md body"
252,plugins/saas-packs/guidewire-pack/skills/guidewire-core-workflow-b/SKILL.md,guidewire-common-errors,skill_references_skill,inferred,medium,"skill name ""guidewire-common-errors"" appears in SKILL.md body"
253,plugins/saas-packs/guidewire-pack/skills/guidewire-core-workflow-a/SKILL.md,guidewire-core-workflow-b,skill_references_skill,inferred,medium,"skill name ""guidewire-core-workflow-b"" appears in SKILL.md body"
254,plugins/saas-packs/guidewire-pack/skills/guidewire-core-workflow-a/SKILL.md,guidewire-sdk-patterns,skill_references_skill,inferred,medium,"skill name ""guidewire-sdk-patterns"" appears in SKILL.md body"
255,plugins/saas-packs/guidewire-pack/skills/guidewire-core-workflow-a/SKILL.md,guidewire-install-auth,skill_references_skill,inferred,medium,"skill name ""guidewire-install-auth"" appears in SKILL.md body"
256,plugins/saas-packs/supabase-pack/skills/supabase-local-dev-loop/SKILL.md,supabase-install-auth,skill_references_skill,inferred,medium,"skill name ""supabase-install-auth"" appears in SKILL.md body"
257,plugins/saas-packs/supabase-pack/skills/supabase-auth-storage-realtime-core/SKILL.md,supabase-common-errors,skill_references_skill,inferred,medium,"skill name ""supabase-common-errors"" appears in SKILL.md body"
258,plugins/saas-packs/supabase-pack/skills/supabase-auth-storage-realtime-core/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
259,plugins/saas-packs/supabase-pack/skills/supabase-auth-storage-realtime-core/SKILL.md,supabase-schema-from-requirements,skill_references_skill,inferred,medium,"skill name ""supabase-schema-from-requirements"" appears in SKILL.md body"
260,plugins/saas-packs/supabase-pack/skills/supabase-auth-storage-realtime-core/SKILL.md,supabase-install-auth,skill_references_skill,inferred,medium,"skill name ""supabase-install-auth"" appears in SKILL.md body"
261,plugins/saas-packs/supabase-pack/skills/supabase-enterprise-rbac/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
262,plugins/saas-packs/supabase-pack/skills/supabase-sdk-patterns/SKILL.md,supabase-install-auth,skill_references_skill,inferred,medium,"skill name ""supabase-install-auth"" appears in SKILL.md body"
263,plugins/saas-packs/supabase-pack/skills/supabase-policy-guardrails/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
264,plugins/saas-packs/supabase-pack/skills/supabase-reliability-patterns/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
265,plugins/saas-packs/supabase-pack/skills/supabase-load-scale/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
266,plugins/saas-packs/supabase-pack/skills/supabase-observability/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
267,plugins/saas-packs/supabase-pack/skills/supabase-install-auth/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
268,plugins/saas-packs/supabase-pack/skills/supabase-install-auth/SKILL.md,supabase-hello-world,skill_references_skill,inferred,medium,"skill name ""supabase-hello-world"" appears in SKILL.md body"
269,plugins/saas-packs/supabase-pack/skills/supabase-reference-architecture/SKILL.md,configure,skill_references_skill,inferred,medium,"skill name ""configure"" appears in SKILL.md body"
270,sources.yaml,numman-ali/n-skills,external_source_repo,direct,high,repo reference in sources.yaml
271,sources.yaml,numman-ali/n-skills,external_source_repo,direct,high,repo reference in sources.yaml
272,sources.yaml,roboticforce/sugar,external_source_repo,direct,high,repo reference in sources.yaml
273,sources.yaml,wondelai/skills,external_source_repo,direct,high,repo reference in sources.yaml
274,sources.yaml,wondelai/skills,external_source_repo,direct,high,repo reference in sources.yaml
275,sources.yaml,wondelai/skills,external_source_repo,direct,high,repo reference in sources.yaml
276,sources.yaml,wondelai/skills,external_source_repo,direct,high,repo reference in sources.yaml
277,sources.yaml,wondelai/skills,external_source_repo,direct,high,repo reference in sources.yaml
278,sources.yaml,wondelai/skills,external_source_repo,direct,high,repo reference in sources.yaml
279,sources.yaml,wondelai/skills,external_source_repo,direct,high,repo reference in sources.yaml
280,sources.yaml,wondelai/skills,external_source_repo,direct,high,repo reference in sources.yaml
281,sources.yaml,wondelai/skills,external_source_repo,direct,high,repo reference in sources.yaml
282,sources.yaml,wondelai/skills,external_source_repo,direct,high,repo reference in sources.yaml
283,sources.yaml,wondelai/skills,external_source_repo,direct,high,repo reference in sources.yaml
284,sources.yaml,wondelai/skills,external_source_repo,direct,high,repo reference in sources.yaml
285,sources.yaml,wondelai/skills,external_source_repo,direct,high,repo reference in sources.yaml
286,sources.yaml,wondelai/skills,external_source_repo,direct,high,repo reference in sources.yaml
287,sources.yaml,wondelai/skills,external_source_repo,direct,high,repo reference in sources.yaml
288,sources.yaml,wondelai/skills,external_source_repo,direct,high,repo reference in sources.yaml
289,sources.yaml,wondelai/skills,external_source_repo,direct,high,repo reference in sources.yaml
290,sources.yaml,wondelai/skills,external_source_repo,direct,high,repo reference in sources.yaml
291,sources.yaml,wondelai/skills,external_source_repo,direct,high,repo reference in sources.yaml
292,sources.yaml,wondelai/skills,external_source_repo,direct,high,repo reference in sources.yaml
293,sources.yaml,wondelai/skills,external_source_repo,direct,high,repo reference in sources.yaml
294,sources.yaml,wondelai/skills,external_source_repo,direct,high,repo reference in sources.yaml
295,sources.yaml,wondelai/skills,external_source_repo,direct,high,repo reference in sources.yaml
296,sources.yaml,wondelai/skills,external_source_repo,direct,high,repo reference in sources.yaml
297,sources.yaml,wondelai/skills,external_source_repo,direct,high,repo reference in sources.yaml
298,sources.yaml,jeremylongshore/box-cloud-filesystem,external_source_repo,direct,high,repo reference in sources.yaml
299,sources.yaml,jeremylongshore/pr-to-prompt,external_source_repo,direct,high,repo reference in sources.yaml
300,sources.yaml,jeremylongshore/claude-code-slack-channel,external_source_repo,direct,high,repo reference in sources.yaml
301,sources.yaml,SawyerHood/dev-browser,external_source_repo,direct,high,repo reference in sources.yaml
