id,plugin_path,plugin_json_path,pack_name,has_readme,has_package_json,has_mcp_json,has_src_dir,has_commands_dir,has_agents_dir,has_skills_dir,file_count
194,plugins/mcp/conversational-api-debugger,plugins/mcp/conversational-api-debugger/.claude-plugin/plugin.json,mcp,1,1,1,0,1,1,0,12
195,plugins/mcp/design-to-code,plugins/mcp/design-to-code/.claude-plugin/plugin.json,mcp,1,1,1,0,0,0,1,18
196,plugins/mcp/domain-memory-agent,plugins/mcp/domain-memory-agent/.claude-plugin/plugin.json,mcp,1,1,1,0,0,0,1,23
197,plugins/mcp/lumera-agent-memory,plugins/mcp/lumera-agent-memory/.claude-plugin/plugin.json,mcp,1,1,0,1,0,0,0,28
198,plugins/mcp/pr-to-spec,plugins/mcp/pr-to-spec/.claude-plugin/plugin.json,mcp,1,1,1,1,0,0,0,116
199,plugins/mcp/project-health-auditor,plugins/mcp/project-health-auditor/.claude-plugin/plugin.json,mcp,1,1,1,0,1,1,1,31
200,plugins/mcp/slack-channel,plugins/mcp/slack-channel/.claude-plugin/plugin.json,mcp,1,1,1,0,0,0,1,12
201,plugins/mcp/workflow-orchestrator,plugins/mcp/workflow-orchestrator/.claude-plugin/plugin.json,mcp,1,1,1,0,0,0,1,19
202,plugins/packages/ai-ml-engineering-pack,plugins/packages/ai-ml-engineering-pack/.claude-plugin/plugin.json,packages,1,0,0,0,0,0,1,26
203,plugins/packages/creator-studio-pack,plugins/packages/creator-studio-pack/.claude-plugin/plugin.json,packages,1,0,0,0,0,0,1,48
204,plugins/packages/devops-automation-pack,plugins/packages/devops-automation-pack/.claude-plugin/plugin.json,packages,1,0,0,0,0,0,1,41
205,plugins/packages/fullstack-starter-pack,plugins/packages/fullstack-starter-pack/.claude-plugin/plugin.json,packages,1,0,0,0,1,1,1,48
206,plugins/packages/security-pro-pack,plugins/packages/security-pro-pack/.claude-plugin/plugin.json,packages,1,0,0,0,0,0,1,25
207,plugins/performance/alerting-rule-creator,plugins/performance/alerting-rule-creator/.claude-plugin/plugin.json,performance,1,0,0,0,1,0,1,11
208,plugins/performance/apm-dashboard-creator,plugins/performance/apm-dashboard-creator/.claude-plugin/plugin.json,performance,1,0,0,0,1,0,1,10
209,plugins/performance/application-profiler,plugins/performance/application-profiler/.claude-plugin/plugin.json,performance,1,0,0,0,1,0,1,10
210,plugins/performance/bottleneck-detector,plugins/performance/bottleneck-detector/.claude-plugin/plugin.json,performance,1,0,0,0,1,0,1,12
211,plugins/performance/cache-performance-optimizer,plugins/performance/cache-performance-optimizer/.claude-plugin/plugin.json,performance,1,0,0,0,1,0,1,8
212,plugins/performance/capacity-planning-analyzer,plugins/performance/capacity-planning-analyzer/.claude-plugin/plugin.json,performance,1,0,0,0,1,0,1,9
213,plugins/performance/cpu-usage-monitor,plugins/performance/cpu-usage-monitor/.claude-plugin/plugin.json,performance,1,0,0,0,1,0,1,10
214,plugins/performance/database-query-profiler,plugins/performance/database-query-profiler/.claude-plugin/plugin.json,performance,1,0,0,0,1,0,1,14
215,plugins/performance/distributed-tracing-setup,plugins/performance/distributed-tracing-setup/.claude-plugin/plugin.json,performance,1,0,0,0,1,0,1,9
216,plugins/performance/error-rate-monitor,plugins/performance/error-rate-monitor/.claude-plugin/plugin.json,performance,1,0,0,0,1,0,1,10
217,plugins/performance/infrastructure-metrics-collector,plugins/performance/infrastructure-metrics-collector/.claude-plugin/plugin.json,performance,1,0,0,0,1,0,1,8
218,plugins/performance/load-test-runner,plugins/performance/load-test-runner/.claude-plugin/plugin.json,performance,1,0,0,0,1,0,1,8
219,plugins/performance/log-analysis-tool,plugins/performance/log-analysis-tool/.claude-plugin/plugin.json,performance,1,0,0,0,1,0,1,10
220,plugins/performance/memory-leak-detector,plugins/performance/memory-leak-detector/.claude-plugin/plugin.json,performance,1,0,0,0,1,0,1,11
221,plugins/performance/metrics-aggregator,plugins/performance/metrics-aggregator/.claude-plugin/plugin.json,performance,1,0,0,0,1,0,1,8
222,plugins/performance/network-latency-analyzer,plugins/performance/network-latency-analyzer/.claude-plugin/plugin.json,performance,1,0,0,0,1,0,1,9
223,plugins/performance/performance-budget-validator,plugins/performance/performance-budget-validator/.claude-plugin/plugin.json,performance,1,0,0,0,1,0,1,11
224,plugins/performance/performance-optimization-advisor,plugins/performance/performance-optimization-advisor/.claude-plugin/plugin.json,performance,1,0,0,0,1,0,1,8
225,plugins/performance/performance-regression-detector,plugins/performance/performance-regression-detector/.claude-plugin/plugin.json,performance,1,0,0,0,1,0,1,11
226,plugins/performance/real-user-monitoring,plugins/performance/real-user-monitoring/.claude-plugin/plugin.json,performance,1,0,0,0,1,0,1,9
227,plugins/performance/resource-usage-tracker,plugins/performance/resource-usage-tracker/.claude-plugin/plugin.json,performance,1,0,0,0,1,0,1,9
228,plugins/performance/response-time-tracker,plugins/performance/response-time-tracker/.claude-plugin/plugin.json,performance,1,0,0,0,1,0,1,9
229,plugins/performance/sla-sli-tracker,plugins/performance/sla-sli-tracker/.claude-plugin/plugin.json,performance,1,0,0,0,1,0,1,9
230,plugins/performance/synthetic-monitoring-setup,plugins/performance/synthetic-monitoring-setup/.claude-plugin/plugin.json,performance,1,0,0,0,1,0,1,9
231,plugins/performance/throughput-analyzer,plugins/performance/throughput-analyzer/.claude-plugin/plugin.json,performance,1,0,0,0,1,0,1,10
232,plugins/productivity/000-jeremy-content-consistency-validator,plugins/productivity/000-jeremy-content-consistency-validator/.claude-plugin/plugin.json,productivity,1,0,0,0,1,0,1,14
233,plugins/productivity/002-jeremy-yaml-master-agent,plugins/productivity/002-jeremy-yaml-master-agent/.claude-plugin/plugin.json,productivity,1,0,0,0,0,0,1,8
234,plugins/productivity/003-jeremy-vertex-ai-media-master,plugins/productivity/003-jeremy-vertex-ai-media-master/.claude-plugin/plugin.json,productivity,1,0,0,0,1,0,1,12
235,plugins/productivity/004-jeremy-google-cloud-agent-sdk,plugins/productivity/004-jeremy-google-cloud-agent-sdk/.claude-plugin/plugin.json,productivity,1,0,0,0,1,0,1,9
236,plugins/productivity/agent-context-manager,plugins/productivity/agent-context-manager/.claude-plugin/plugin.json,productivity,1,0,0,0,1,0,1,11
237,plugins/productivity/ai-commit-gen,plugins/productivity/ai-commit-gen/.claude-plugin/plugin.json,productivity,1,0,0,0,1,0,1,14
238,plugins/productivity/box-cloud-filesystem,plugins/productivity/box-cloud-filesystem/.claude-plugin/plugin.json,productivity,1,0,0,0,0,0,1,9
239,plugins/productivity/claude-memory-kit,plugins/productivity/claude-memory-kit/.claude-plugin/plugin.json,productivity,1,0,0,0,1,0,1,11
240,plugins/productivity/navigating-github,plugins/productivity/navigating-github/.claude-plugin/plugin.json,productivity,1,0,0,0,1,0,1,12
241,plugins/productivity/neurodivergent-visual-org,plugins/productivity/neurodivergent-visual-org/.claude-plugin/plugin.json,productivity,1,0,0,0,0,0,1,4
242,plugins/productivity/overnight-dev,plugins/productivity/overnight-dev/.claude-plugin/plugin.json,productivity,1,0,0,0,1,1,1,19
243,plugins/productivity/pm-ai-partner,plugins/productivity/pm-ai-partner/.claude-plugin/plugin.json,productivity,1,0,0,0,1,0,1,25
244,plugins/productivity/prettier-markdown-hook,plugins/productivity/prettier-markdown-hook/.claude-plugin/plugin.json,productivity,1,0,0,0,0,0,0,6
245,plugins/productivity/travel-assistant,plugins/productivity/travel-assistant/.claude-plugin/plugin.json,productivity,1,0,0,0,1,1,1,27
246,plugins/productivity/vibe-guide,plugins/productivity/vibe-guide/.claude-plugin/plugin.json,productivity,1,0,0,0,1,1,0,15
247,plugins/productivity/wondelai-design-sprint,plugins/productivity/wondelai-design-sprint/.claude-plugin/plugin.json,productivity,1,0,0,0,0,0,1,13
248,plugins/productivity/wondelai-lean-startup,plugins/productivity/wondelai-lean-startup/.claude-plugin/plugin.json,productivity,1,0,0,0,0,0,1,15
249,plugins/productivity/youtube-strategy,plugins/productivity/youtube-strategy/.claude-plugin/plugin.json,productivity,1,0,0,0,1,1,1,17
250,plugins/saas-packs/apollo-pack,plugins/saas-packs/apollo-pack/.claude-plugin/plugin.json,saas-packs,1,1,0,0,0,0,1,51
251,plugins/saas-packs/clay-pack,plugins/saas-packs/clay-pack/.claude-plugin/plugin.json,saas-packs,1,1,0,0,0,0,1,50
252,plugins/saas-packs/clerk-pack,plugins/saas-packs/clerk-pack/.claude-plugin/plugin.json,saas-packs,1,1,0,0,0,0,1,50
253,plugins/saas-packs/coderabbit-pack,plugins/saas-packs/coderabbit-pack/.claude-plugin/plugin.json,saas-packs,1,1,0,0,0,0,1,28
254,plugins/saas-packs/cursor-pack,plugins/saas-packs/cursor-pack/.claude-plugin/plugin.json,saas-packs,1,1,0,0,0,0,1,218
255,plugins/saas-packs/customerio-pack,plugins/saas-packs/customerio-pack/.claude-plugin/plugin.json,saas-packs,1,1,0,0,0,0,1,63
256,plugins/saas-packs/databricks-pack,plugins/saas-packs/databricks-pack/.claude-plugin/plugin.json,saas-packs,1,0,0,0,0,0,1,35
257,plugins/saas-packs/deepgram-pack,plugins/saas-packs/deepgram-pack/.claude-plugin/plugin.json,saas-packs,1,1,0,0,0,0,1,51
258,plugins/saas-packs/documenso-pack,plugins/saas-packs/documenso-pack/.claude-plugin/plugin.json,saas-packs,1,1,0,0,0,0,1,53
259,plugins/saas-packs/evernote-pack,plugins/saas-packs/evernote-pack/.claude-plugin/plugin.json,saas-packs,1,1,0,0,0,0,1,51
260,plugins/saas-packs/exa-pack,plugins/saas-packs/exa-pack/.claude-plugin/plugin.json,saas-packs,1,1,0,0,0,0,1,34
261,plugins/saas-packs/firecrawl-pack,plugins/saas-packs/firecrawl-pack/.claude-plugin/plugin.json,saas-packs,1,1,0,0,0,0,1,34
262,plugins/saas-packs/fireflies-pack,plugins/saas-packs/fireflies-pack/.claude-plugin/plugin.json,saas-packs,1,1,0,0,0,0,1,28
263,plugins/saas-packs/gamma-pack,plugins/saas-packs/gamma-pack/.claude-plugin/plugin.json,saas-packs,1,1,0,0,0,0,1,37
264,plugins/saas-packs/granola-pack,plugins/saas-packs/granola-pack/.claude-plugin/plugin.json,saas-packs,1,1,0,0,0,0,1,45
265,plugins/saas-packs/groq-pack,plugins/saas-packs/groq-pack/.claude-plugin/plugin.json,saas-packs,1,1,0,0,0,0,1,28
266,plugins/saas-packs/guidewire-pack,plugins/saas-packs/guidewire-pack/.claude-plugin/plugin.json,saas-packs,1,1,0,0,0,0,1,52
267,plugins/saas-packs/ideogram-pack,plugins/saas-packs/ideogram-pack/.claude-plugin/plugin.json,saas-packs,1,1,0,0,0,0,1,28
268,plugins/saas-packs/instantly-pack,plugins/saas-packs/instantly-pack/.claude-plugin/plugin.json,saas-packs,1,1,0,0,0,0,1,28
269,plugins/saas-packs/juicebox-pack,plugins/saas-packs/juicebox-pack/.claude-plugin/plugin.json,saas-packs,1,1,0,0,0,0,1,48
270,plugins/saas-packs/klingai-pack,plugins/saas-packs/klingai-pack/.claude-plugin/plugin.json,saas-packs,1,1,0,0,0,0,1,178
271,plugins/saas-packs/langchain-pack,plugins/saas-packs/langchain-pack/.claude-plugin/plugin.json,saas-packs,1,1,0,0,0,0,1,36
272,plugins/saas-packs/langfuse-pack,plugins/saas-packs/langfuse-pack/.claude-plugin/plugin.json,saas-packs,1,0,0,0,0,0,1,37
273,plugins/saas-packs/lindy-pack,plugins/saas-packs/lindy-pack/.claude-plugin/plugin.json,saas-packs,1,1,0,0,0,0,1,62
274,plugins/saas-packs/linear-pack,plugins/saas-packs/linear-pack/.claude-plugin/plugin.json,saas-packs,1,1,0,0,0,0,1,49
275,plugins/saas-packs/lokalise-pack,plugins/saas-packs/lokalise-pack/.claude-plugin/plugin.json,saas-packs,1,1,0,0,0,0,1,49
276,plugins/saas-packs/maintainx-pack,plugins/saas-packs/maintainx-pack/.claude-plugin/plugin.json,saas-packs,1,1,0,0,0,0,1,51
277,plugins/saas-packs/mistral-pack,plugins/saas-packs/mistral-pack/.claude-plugin/plugin.json,saas-packs,1,1,0,0,0,0,1,31
278,plugins/saas-packs/obsidian-pack,plugins/saas-packs/obsidian-pack/.claude-plugin/plugin.json,saas-packs,1,0,0,0,0,0,1,50
279,plugins/saas-packs/openevidence-pack,plugins/saas-packs/openevidence-pack/.claude-plugin/plugin.json,saas-packs,1,1,0,0,0,0,1,42
280,plugins/saas-packs/openrouter-pack,plugins/saas-packs/openrouter-pack/.claude-plugin/plugin.json,saas-packs,1,1,0,0,0,0,1,245
281,plugins/saas-packs/perplexity-pack,plugins/saas-packs/perplexity-pack/.claude-plugin/plugin.json,saas-packs,1,1,0,0,0,0,1,35
282,plugins/saas-packs/posthog-pack,plugins/saas-packs/posthog-pack/.claude-plugin/plugin.json,saas-packs,1,1,0,0,0,0,1,30
283,plugins/saas-packs/replit-pack,plugins/saas-packs/replit-pack/.claude-plugin/plugin.json,saas-packs,1,1,0,0,0,0,1,34
284,plugins/saas-packs/retellai-pack,plugins/saas-packs/retellai-pack/.claude-plugin/plugin.json,saas-packs,1,1,0,0,0,0,1,58
285,plugins/saas-packs/sentry-pack,plugins/saas-packs/sentry-pack/.claude-plugin/plugin.json,saas-packs,1,1,0,0,0,0,1,179
286,plugins/saas-packs/skill-databases/windsurf,plugins/saas-packs/skill-databases/windsurf/.claude-plugin/plugin.json,saas-packs,1,0,0,0,0,0,1,152
287,plugins/saas-packs/speak-pack,plugins/saas-packs/speak-pack/.claude-plugin/plugin.json,saas-packs,1,1,0,0,0,0,1,54
288,plugins/saas-packs/supabase-pack,plugins/saas-packs/supabase-pack/.claude-plugin/plugin.json,saas-packs,1,1,0,0,0,0,1,126
289,plugins/saas-packs/twinmind-pack,plugins/saas-packs/twinmind-pack/.claude-plugin/plugin.json,saas-packs,1,1,0,0,0,0,1,43
290,plugins/saas-packs/vastai-pack,plugins/saas-packs/vastai-pack/.claude-plugin/plugin.json,saas-packs,1,1,0,0,0,0,1,28
291,plugins/saas-packs/vercel-pack,plugins/saas-packs/vercel-pack/.claude-plugin/plugin.json,saas-packs,1,1,0,0,0,0,1,126
292,plugins/saas-packs/windsurf-pack,plugins/saas-packs/windsurf-pack/.claude-plugin/plugin.json,saas-packs,1,1,0,0,0,0,1,34
293,plugins/security/access-control-auditor,plugins/security/access-control-auditor/.claude-plugin/plugin.json,security,1,0,0,0,1,0,1,9
294,plugins/security/authentication-validator,plugins/security/authentication-validator/.claude-plugin/plugin.json,security,1,0,0,0,1,0,1,11
295,plugins/security/compliance-report-generator,plugins/security/compliance-report-generator/.claude-plugin/plugin.json,security,1,0,0,0,1,0,1,10
296,plugins/security/cors-policy-validator,plugins/security/cors-policy-validator/.claude-plugin/plugin.json,security,1,0,0,0,1,0,1,10
297,plugins/security/csrf-protection-validator,plugins/security/csrf-protection-validator/.claude-plugin/plugin.json,security,1,0,0,0,1,0,1,9
298,plugins/security/data-privacy-scanner,plugins/security/data-privacy-scanner/.claude-plugin/plugin.json,security,1,0,0,0,1,0,1,8
299,plugins/security/dependency-checker,plugins/security/dependency-checker/.claude-plugin/plugin.json,security,1,0,0,0,1,0,1,12
300,plugins/security/encryption-tool,plugins/security/encryption-tool/.claude-plugin/plugin.json,security,1,0,0,0,1,0,1,9
301,plugins/security/gdpr-compliance-scanner,plugins/security/gdpr-compliance-scanner/.claude-plugin/plugin.json,security,1,0,0,0,1,0,1,9
302,plugins/security/hipaa-compliance-checker,plugins/security/hipaa-compliance-checker/.claude-plugin/plugin.json,security,1,0,0,0,1,0,1,8
303,plugins/security/input-validation-scanner,plugins/security/input-validation-scanner/.claude-plugin/plugin.json,security,1,0,0,0,1,0,1,13
304,plugins/security/owasp-compliance-checker,plugins/security/owasp-compliance-checker/.claude-plugin/plugin.json,security,1,0,0,0,1,0,1,9
305,plugins/security/pci-dss-validator,plugins/security/pci-dss-validator/.claude-plugin/plugin.json,security,1,0,0,0,1,0,1,9
306,plugins/security/penetration-tester,plugins/security/penetration-tester/.claude-plugin/plugin.json,security,1,0,0,0,1,0,1,14
307,plugins/security/secret-scanner,plugins/security/secret-scanner/.claude-plugin/plugin.json,security,1,0,0,0,1,0,1,8
308,plugins/security/security-audit-reporter,plugins/security/security-audit-reporter/.claude-plugin/plugin.json,security,1,0,0,0,1,0,1,11
309,plugins/security/security-headers-analyzer,plugins/security/security-headers-analyzer/.claude-plugin/plugin.json,security,1,0,0,0,1,0,1,13
310,plugins/security/security-incident-responder,plugins/security/security-incident-responder/.claude-plugin/plugin.json,security,1,0,0,0,1,0,1,12
311,plugins/security/security-misconfiguration-finder,plugins/security/security-misconfiguration-finder/.claude-plugin/plugin.json,security,1,0,0,0,1,0,1,11
312,plugins/security/session-security-checker,plugins/security/session-security-checker/.claude-plugin/plugin.json,security,1,0,0,0,1,0,1,12
313,plugins/security/soc2-audit-helper,plugins/security/soc2-audit-helper/.claude-plugin/plugin.json,security,1,0,0,0,1,0,1,13
314,plugins/security/sql-injection-detector,plugins/security/sql-injection-detector/.claude-plugin/plugin.json,security,1,0,0,0,1,0,1,13
315,plugins/security/ssl-certificate-manager,plugins/security/ssl-certificate-manager/.claude-plugin/plugin.json,security,1,0,0,0,1,0,1,8
316,plugins/security/vulnerability-scanner,plugins/security/vulnerability-scanner/.claude-plugin/plugin.json,security,1,0,0,0,1,0,1,9
317,plugins/security/xss-vulnerability-scanner,plugins/security/xss-vulnerability-scanner/.claude-plugin/plugin.json,security,1,0,0,0,1,0,1,8
318,plugins/skill-enhancers/calendar-to-workflow,plugins/skill-enhancers/calendar-to-workflow/.claude-plugin/plugin.json,skill-enhancers,1,0,0,0,0,0,1,17
319,plugins/skill-enhancers/file-to-code,plugins/skill-enhancers/file-to-code/.claude-plugin/plugin.json,skill-enhancers,1,0,0,0,0,0,1,21
320,plugins/skill-enhancers/research-to-deploy,plugins/skill-enhancers/research-to-deploy/.claude-plugin/plugin.json,skill-enhancers,1,0,0,0,0,0,1,16
321,plugins/skill-enhancers/search-to-slack,plugins/skill-enhancers/search-to-slack/.claude-plugin/plugin.json,skill-enhancers,1,0,0,0,0,0,1,17
322,plugins/skill-enhancers/skill-creator,plugins/skill-enhancers/skill-creator/.claude-plugin/plugin.json,skill-enhancers,1,0,0,0,0,0,1,38
323,plugins/skill-enhancers/validate-plugin,plugins/skill-enhancers/validate-plugin/.claude-plugin/plugin.json,skill-enhancers,1,0,0,0,0,0,1,4
324,plugins/skill-enhancers/web-to-github-issue,plugins/skill-enhancers/web-to-github-issue/.claude-plugin/plugin.json,skill-enhancers,1,1,0,1,1,0,1,47
325,plugins/testing/accessibility-test-scanner,plugins/testing/accessibility-test-scanner/.claude-plugin/plugin.json,testing,1,0,0,0,1,0,1,10
326,plugins/testing/api-fuzzer,plugins/testing/api-fuzzer/.claude-plugin/plugin.json,testing,1,0,0,0,1,0,1,10
327,plugins/testing/api-test-automation,plugins/testing/api-test-automation/.claude-plugin/plugin.json,testing,1,0,0,0,0,1,1,12
328,plugins/testing/browser-compatibility-tester,plugins/testing/browser-compatibility-tester/.claude-plugin/plugin.json,testing,1,0,0,0,1,0,1,8
329,plugins/testing/chaos-engineering-toolkit,plugins/testing/chaos-engineering-toolkit/.claude-plugin/plugin.json,testing,1,0,0,0,0,1,1,8
330,plugins/testing/contract-test-validator,plugins/testing/contract-test-validator/.claude-plugin/plugin.json,testing,1,0,0,0,1,0,1,13
331,plugins/testing/database-test-manager,plugins/testing/database-test-manager/.claude-plugin/plugin.json,testing,1,0,0,0,1,0,1,13
332,plugins/testing/e2e-test-framework,plugins/testing/e2e-test-framework/.claude-plugin/plugin.json,testing,1,0,0,0,1,0,1,8
333,plugins/testing/integration-test-runner,plugins/testing/integration-test-runner/.claude-plugin/plugin.json,testing,1,0,0,0,1,0,1,8
334,plugins/testing/load-balancer-tester,plugins/testing/load-balancer-tester/.claude-plugin/plugin.json,testing,1,0,0,0,1,0,1,11
335,plugins/testing/mobile-app-tester,plugins/testing/mobile-app-tester/.claude-plugin/plugin.json,testing,1,0,0,0,1,0,1,8
336,plugins/testing/mutation-test-runner,plugins/testing/mutation-test-runner/.claude-plugin/plugin.json,testing,1,0,0,0,0,1,1,12
337,plugins/testing/performance-test-suite,plugins/testing/performance-test-suite/.claude-plugin/plugin.json,testing,1,0,0,0,0,1,1,14
338,plugins/testing/regression-test-tracker,plugins/testing/regression-test-tracker/.claude-plugin/plugin.json,testing,1,0,0,0,1,0,1,14
339,plugins/testing/security-test-scanner,plugins/testing/security-test-scanner/.claude-plugin/plugin.json,testing,1,0,0,0,0,1,1,11
340,plugins/testing/smoke-test-runner,plugins/testing/smoke-test-runner/.claude-plugin/plugin.json,testing,1,0,0,0,1,0,1,8
341,plugins/testing/snapshot-test-manager,plugins/testing/snapshot-test-manager/.claude-plugin/plugin.json,testing,1,0,0,0,1,0,1,8
342,plugins/testing/test-coverage-analyzer,plugins/testing/test-coverage-analyzer/.claude-plugin/plugin.json,testing,1,0,0,0,1,0,1,13
343,plugins/testing/test-data-generator,plugins/testing/test-data-generator/.claude-plugin/plugin.json,testing,1,0,0,0,0,1,1,9
344,plugins/testing/test-doubles-generator,plugins/testing/test-doubles-generator/.claude-plugin/plugin.json,testing,1,0,0,0,1,0,1,10
345,plugins/testing/test-environment-manager,plugins/testing/test-environment-manager/.claude-plugin/plugin.json,testing,1,0,0,0,1,0,1,13
346,plugins/testing/test-orchestrator,plugins/testing/test-orchestrator/.claude-plugin/plugin.json,testing,1,0,0,0,1,0,1,11
347,plugins/testing/test-report-generator,plugins/testing/test-report-generator/.claude-plugin/plugin.json,testing,1,0,0,0,1,0,1,13
348,plugins/testing/unit-test-generator,plugins/testing/unit-test-generator/.claude-plugin/plugin.json,testing,1,0,0,0,1,0,1,8
349,plugins/testing/visual-regression-tester,plugins/testing/visual-regression-tester/.claude-plugin/plugin.json,testing,1,0,0,0,1,0,1,15
