id,plugin_path,field_name,raw_value
403,plugins/api-development/api-throttling-manager/.claude-plugin/plugin.json,repository,https://github.com/jeremylongshore/claude-code-plugins
404,plugins/api-development/api-throttling-manager/.claude-plugin/plugin.json,license,MIT
405,plugins/api-development/api-throttling-manager/.claude-plugin/plugin.json,keywords,"[""throttling"", ""rate-limiting"", ""quota"", ""traffic-management""]"
406,plugins/api-development/api-versioning-manager/.claude-plugin/plugin.json,name,api-versioning-manager
407,plugins/api-development/api-versioning-manager/.claude-plugin/plugin.json,version,1.0.0
408,plugins/api-development/api-versioning-manager/.claude-plugin/plugin.json,description,Manage API versions with migration strategies and backward compatibility
409,plugins/api-development/api-versioning-manager/.claude-plugin/plugin.json,author,"{""name"": ""Jeremy Longshore"", ""email"": ""[email protected]""}"
410,plugins/api-development/api-versioning-manager/.claude-plugin/plugin.json,repository,https://github.com/jeremylongshore/claude-code-plugins
411,plugins/api-development/api-versioning-manager/.claude-plugin/plugin.json,license,MIT
412,plugins/api-development/api-versioning-manager/.claude-plugin/plugin.json,keywords,"[""api"", ""versioning"", ""migration"", ""backward-compatibility""]"
413,plugins/api-development/graphql-server-builder/.claude-plugin/plugin.json,name,graphql-server-builder
414,plugins/api-development/graphql-server-builder/.claude-plugin/plugin.json,version,1.0.0
415,plugins/api-development/graphql-server-builder/.claude-plugin/plugin.json,description,"Build GraphQL servers with schema-first design, resolvers, and subscriptions"
416,plugins/api-development/graphql-server-builder/.claude-plugin/plugin.json,author,"{""name"": ""Jeremy Longshore"", ""email"": ""[email protected]""}"
417,plugins/api-development/graphql-server-builder/.claude-plugin/plugin.json,repository,https://github.com/jeremylongshore/claude-code-plugins
418,plugins/api-development/graphql-server-builder/.claude-plugin/plugin.json,license,MIT
419,plugins/api-development/graphql-server-builder/.claude-plugin/plugin.json,keywords,"[""graphql"", ""api"", ""server"", ""apollo"", ""schema"", ""resolvers""]"
420,plugins/api-development/grpc-service-generator/.claude-plugin/plugin.json,name,grpc-service-generator
421,plugins/api-development/grpc-service-generator/.claude-plugin/plugin.json,version,1.0.0
422,plugins/api-development/grpc-service-generator/.claude-plugin/plugin.json,description,Generate gRPC services with Protocol Buffers and streaming support
423,plugins/api-development/grpc-service-generator/.claude-plugin/plugin.json,author,"{""name"": ""Jeremy Longshore"", ""email"": ""[email protected]""}"
424,plugins/api-development/grpc-service-generator/.claude-plugin/plugin.json,repository,https://github.com/jeremylongshore/claude-code-plugins
425,plugins/api-development/grpc-service-generator/.claude-plugin/plugin.json,license,MIT
426,plugins/api-development/grpc-service-generator/.claude-plugin/plugin.json,keywords,"[""grpc"", ""protobuf"", ""microservices"", ""streaming""]"
427,plugins/api-development/rest-api-generator/.claude-plugin/plugin.json,name,rest-api-generator
428,plugins/api-development/rest-api-generator/.claude-plugin/plugin.json,version,1.0.0
429,plugins/api-development/rest-api-generator/.claude-plugin/plugin.json,description,"Generate RESTful APIs from schemas with proper routing, validation, and documentation"
430,plugins/api-development/rest-api-generator/.claude-plugin/plugin.json,author,"{""name"": ""Jeremy Longshore"", ""email"": ""[email protected]""}"
431,plugins/api-development/rest-api-generator/.claude-plugin/plugin.json,repository,https://github.com/jeremylongshore/claude-code-plugins
432,plugins/api-development/rest-api-generator/.claude-plugin/plugin.json,license,MIT
433,plugins/api-development/rest-api-generator/.claude-plugin/plugin.json,keywords,"[""api"", ""rest"", ""generator"", ""openapi"", ""swagger"", ""backend""]"
434,plugins/api-development/webhook-handler-creator/.claude-plugin/plugin.json,name,webhook-handler-creator
435,plugins/api-development/webhook-handler-creator/.claude-plugin/plugin.json,version,1.0.0
436,plugins/api-development/webhook-handler-creator/.claude-plugin/plugin.json,description,Create secure webhook endpoints with signature verification and retry logic
437,plugins/api-development/webhook-handler-creator/.claude-plugin/plugin.json,author,"{""name"": ""Jeremy Longshore"", ""email"": ""[email protected]""}"
438,plugins/api-development/webhook-handler-creator/.claude-plugin/plugin.json,repository,https://github.com/jeremylongshore/claude-code-plugins
439,plugins/api-development/webhook-handler-creator/.claude-plugin/plugin.json,license,MIT
440,plugins/api-development/webhook-handler-creator/.claude-plugin/plugin.json,keywords,"[""webhook"", ""events"", ""signature"", ""security""]"
441,plugins/api-development/websocket-server-builder/.claude-plugin/plugin.json,name,websocket-server-builder
442,plugins/api-development/websocket-server-builder/.claude-plugin/plugin.json,version,1.0.0
443,plugins/api-development/websocket-server-builder/.claude-plugin/plugin.json,description,Build WebSocket servers for real-time bidirectional communication
444,plugins/api-development/websocket-server-builder/.claude-plugin/plugin.json,author,"{""name"": ""Jeremy Longshore"", ""email"": ""[email protected]""}"
445,plugins/api-development/websocket-server-builder/.claude-plugin/plugin.json,repository,https://github.com/jeremylongshore/claude-code-plugins
446,plugins/api-development/websocket-server-builder/.claude-plugin/plugin.json,license,MIT
447,plugins/api-development/websocket-server-builder/.claude-plugin/plugin.json,keywords,"[""websocket"", ""real-time"", ""socket.io"", ""ws""]"
448,plugins/automation/mattyp-changelog/.claude-plugin/plugin.json,name,mattyp-changelog
449,plugins/automation/mattyp-changelog/.claude-plugin/plugin.json,version,0.1.0
450,plugins/automation/mattyp-changelog/.claude-plugin/plugin.json,description,"Automate changelog generation: fetch recent changes, synthesize release notes, run quality gates, and prepare a PR."
451,plugins/automation/mattyp-changelog/.claude-plugin/plugin.json,author,"{""name"": ""Mattyp"", ""email"": ""mattyp@claudecodeplugins.io""}"
452,plugins/automation/mattyp-changelog/.claude-plugin/plugin.json,repository,https://github.com/jeremylongshore/claude-code-plugins-plus-skills
453,plugins/automation/mattyp-changelog/.claude-plugin/plugin.json,license,MIT
454,plugins/automation/mattyp-changelog/.claude-plugin/plugin.json,keywords,"[""changelog"", ""release-notes"", ""automation"", ""documentation"", ""github"", ""slack""]"
455,plugins/business-tools/brand-strategy-framework/.claude-plugin/plugin.json,name,brand-strategy-framework
456,plugins/business-tools/brand-strategy-framework/.claude-plugin/plugin.json,version,1.0.0
457,plugins/business-tools/brand-strategy-framework/.claude-plugin/plugin.json,description,A 7-part brand strategy framework for building comprehensive brand foundations - the same methodology top agencies use with Fortune 500 clients.
458,plugins/business-tools/brand-strategy-framework/.claude-plugin/plugin.json,author,Rowan Brooks (@rowanbrooks100)
459,plugins/business-tools/brand-strategy-framework/.claude-plugin/plugin.json,license,MIT
460,plugins/business-tools/brand-strategy-framework/.claude-plugin/plugin.json,homepage,https://github.com/jeremylongshore/claude-code-plugins-plus-skills
461,plugins/business-tools/brand-strategy-framework/.claude-plugin/plugin.json,keywords,"[""brand-strategy"", ""marketing"", ""branding"", ""positioning"", ""messaging"", ""brand-guidelines""]"
462,plugins/business-tools/excel-analyst-pro/.claude-plugin/plugin.json,name,excel-analyst-pro
463,plugins/business-tools/excel-analyst-pro/.claude-plugin/plugin.json,version,1.0.0
464,plugins/business-tools/excel-analyst-pro/.claude-plugin/plugin.json,description,"Professional financial modeling toolkit for Claude Code with auto-invoked Skills and Excel MCP integration. Build DCF models, LBO analysis, variance reports, and pivot tables using natural language."
465,plugins/business-tools/excel-analyst-pro/.claude-plugin/plugin.json,author,"{""name"": ""ClaudeCodePlugins"", ""email"": ""plugins@claudecodeplugins.io"", ""url"": ""https://claudecodeplugins.io""}"
466,plugins/business-tools/excel-analyst-pro/.claude-plugin/plugin.json,license,MIT
467,plugins/business-tools/excel-analyst-pro/.claude-plugin/plugin.json,repository,https://github.com/jeremylongshore/claude-code-plugins/tree/main/plugins/excel-analyst-pro
468,plugins/business-tools/excel-analyst-pro/.claude-plugin/plugin.json,keywords,"[""excel"", ""financial-modeling"", ""dcf"", ""lbo"", ""valuation"", ""variance-analysis"", ""pivot-tables"", ""investment-banking"", ""private-equity"", ""financial-analysis""]"
469,plugins/business-tools/executive-assistant-skills/.claude-plugin/plugin.json,name,executive-assistant-skills
470,plugins/business-tools/executive-assistant-skills/.claude-plugin/plugin.json,version,1.0.0
471,plugins/business-tools/executive-assistant-skills/.claude-plugin/plugin.json,description,"AI-powered executive assistant skills that fully replace a human EA. Research meeting attendees, draft emails, create meeting briefs, and manage action items."
472,plugins/business-tools/executive-assistant-skills/.claude-plugin/plugin.json,author,"{""name"": ""Martin Gontovnikas"", ""email"": ""gonto@hypergrowthpartners.com""}"
473,plugins/business-tools/executive-assistant-skills/.claude-plugin/plugin.json,repository,https://github.com/mgonto/executive-assistant-skills
474,plugins/business-tools/executive-assistant-skills/.claude-plugin/plugin.json,homepage,https://github.com/mgonto/executive-assistant-skills
475,plugins/business-tools/executive-assistant-skills/.claude-plugin/plugin.json,license,MIT
476,plugins/business-tools/executive-assistant-skills/.claude-plugin/plugin.json,keywords,"[""executive-assistant"", ""meeting-prep"", ""email"", ""productivity"", ""automation"", ""todoist""]"
477,plugins/business-tools/wondelai-blue-ocean-strategy/.claude-plugin/plugin.json,name,wondelai-blue-ocean-strategy
478,plugins/business-tools/wondelai-blue-ocean-strategy/.claude-plugin/plugin.json,version,1.0.0
479,plugins/business-tools/wondelai-blue-ocean-strategy/.claude-plugin/plugin.json,description,Blue Ocean Strategy framework for creating uncontested market space
480,plugins/business-tools/wondelai-blue-ocean-strategy/.claude-plugin/plugin.json,author,Wondel.ai
481,plugins/business-tools/wondelai-blue-ocean-strategy/.claude-plugin/plugin.json,license,MIT
482,plugins/business-tools/wondelai-blue-ocean-strategy/.claude-plugin/plugin.json,repository,https://github.com/wondelai/skills
483,plugins/business-tools/wondelai-blue-ocean-strategy/.claude-plugin/plugin.json,keywords,"[""business-tools"", ""wondelai"", ""skills""]"
484,plugins/business-tools/wondelai-contagious/.claude-plugin/plugin.json,name,wondelai-contagious
485,plugins/business-tools/wondelai-contagious/.claude-plugin/plugin.json,version,1.0.0
486,plugins/business-tools/wondelai-contagious/.claude-plugin/plugin.json,description,Word-of-mouth and virality framework using the STEPPS model
487,plugins/business-tools/wondelai-contagious/.claude-plugin/plugin.json,author,Wondel.ai
488,plugins/business-tools/wondelai-contagious/.claude-plugin/plugin.json,license,MIT
489,plugins/business-tools/wondelai-contagious/.claude-plugin/plugin.json,repository,https://github.com/wondelai/skills
490,plugins/business-tools/wondelai-contagious/.claude-plugin/plugin.json,keywords,"[""business-tools"", ""wondelai"", ""skills""]"
491,plugins/business-tools/wondelai-cro-methodology/.claude-plugin/plugin.json,name,wondelai-cro-methodology
492,plugins/business-tools/wondelai-cro-methodology/.claude-plugin/plugin.json,version,1.0.0
493,plugins/business-tools/wondelai-cro-methodology/.claude-plugin/plugin.json,description,Customer-centric conversion rate optimization methodology
494,plugins/business-tools/wondelai-cro-methodology/.claude-plugin/plugin.json,author,Wondel.ai
495,plugins/business-tools/wondelai-cro-methodology/.claude-plugin/plugin.json,license,MIT
496,plugins/business-tools/wondelai-cro-methodology/.claude-plugin/plugin.json,repository,https://github.com/wondelai/skills
497,plugins/business-tools/wondelai-cro-methodology/.claude-plugin/plugin.json,keywords,"[""business-tools"", ""wondelai"", ""skills""]"
498,plugins/business-tools/wondelai-crossing-the-chasm/.claude-plugin/plugin.json,name,wondelai-crossing-the-chasm
499,plugins/business-tools/wondelai-crossing-the-chasm/.claude-plugin/plugin.json,version,1.0.0
500,plugins/business-tools/wondelai-crossing-the-chasm/.claude-plugin/plugin.json,description,Technology adoption and go-to-market strategy for mainstream markets
501,plugins/business-tools/wondelai-crossing-the-chasm/.claude-plugin/plugin.json,author,Wondel.ai
502,plugins/business-tools/wondelai-crossing-the-chasm/.claude-plugin/plugin.json,license,MIT
503,plugins/business-tools/wondelai-crossing-the-chasm/.claude-plugin/plugin.json,repository,https://github.com/wondelai/skills
504,plugins/business-tools/wondelai-crossing-the-chasm/.claude-plugin/plugin.json,keywords,"[""business-tools"", ""wondelai"", ""skills""]"
505,plugins/business-tools/wondelai-drive-motivation/.claude-plugin/plugin.json,name,wondelai-drive-motivation
506,plugins/business-tools/wondelai-drive-motivation/.claude-plugin/plugin.json,version,1.0.0
507,plugins/business-tools/wondelai-drive-motivation/.claude-plugin/plugin.json,description,"Intrinsic motivation science framework (Autonomy, Mastery, Purpose)"
508,plugins/business-tools/wondelai-drive-motivation/.claude-plugin/plugin.json,author,Wondel.ai
509,plugins/business-tools/wondelai-drive-motivation/.claude-plugin/plugin.json,license,MIT
510,plugins/business-tools/wondelai-drive-motivation/.claude-plugin/plugin.json,repository,https://github.com/wondelai/skills
511,plugins/business-tools/wondelai-drive-motivation/.claude-plugin/plugin.json,keywords,"[""business-tools"", ""wondelai"", ""skills""]"
512,plugins/business-tools/wondelai-hundred-million-offers/.claude-plugin/plugin.json,name,wondelai-hundred-million-offers
513,plugins/business-tools/wondelai-hundred-million-offers/.claude-plugin/plugin.json,version,1.0.0
514,plugins/business-tools/wondelai-hundred-million-offers/.claude-plugin/plugin.json,description,Grand Slam Offer creation framework for irresistible pricing
515,plugins/business-tools/wondelai-hundred-million-offers/.claude-plugin/plugin.json,author,Wondel.ai
516,plugins/business-tools/wondelai-hundred-million-offers/.claude-plugin/plugin.json,license,MIT
517,plugins/business-tools/wondelai-hundred-million-offers/.claude-plugin/plugin.json,repository,https://github.com/wondelai/skills
518,plugins/business-tools/wondelai-hundred-million-offers/.claude-plugin/plugin.json,keywords,"[""business-tools"", ""wondelai"", ""skills""]"
519,plugins/business-tools/wondelai-influence-psychology/.claude-plugin/plugin.json,name,wondelai-influence-psychology
520,plugins/business-tools/wondelai-influence-psychology/.claude-plugin/plugin.json,version,1.0.0
521,plugins/business-tools/wondelai-influence-psychology/.claude-plugin/plugin.json,description,Persuasion science framework based on Cialdini's six principles
522,plugins/business-tools/wondelai-influence-psychology/.claude-plugin/plugin.json,author,Wondel.ai
523,plugins/business-tools/wondelai-influence-psychology/.claude-plugin/plugin.json,license,MIT
524,plugins/business-tools/wondelai-influence-psychology/.claude-plugin/plugin.json,repository,https://github.com/wondelai/skills
525,plugins/business-tools/wondelai-influence-psychology/.claude-plugin/plugin.json,keywords,"[""business-tools"", ""wondelai"", ""skills""]"
526,plugins/business-tools/wondelai-jobs-to-be-done/.claude-plugin/plugin.json,name,wondelai-jobs-to-be-done
527,plugins/business-tools/wondelai-jobs-to-be-done/.claude-plugin/plugin.json,version,1.0.0
528,plugins/business-tools/wondelai-jobs-to-be-done/.claude-plugin/plugin.json,description,Strategic product innovation framework using JTBD theory
529,plugins/business-tools/wondelai-jobs-to-be-done/.claude-plugin/plugin.json,author,Wondel.ai
530,plugins/business-tools/wondelai-jobs-to-be-done/.claude-plugin/plugin.json,license,MIT
531,plugins/business-tools/wondelai-jobs-to-be-done/.claude-plugin/plugin.json,repository,https://github.com/wondelai/skills
532,plugins/business-tools/wondelai-jobs-to-be-done/.claude-plugin/plugin.json,keywords,"[""business-tools"", ""wondelai"", ""skills""]"
533,plugins/business-tools/wondelai-made-to-stick/.claude-plugin/plugin.json,name,wondelai-made-to-stick
534,plugins/business-tools/wondelai-made-to-stick/.claude-plugin/plugin.json,version,1.0.0
535,plugins/business-tools/wondelai-made-to-stick/.claude-plugin/plugin.json,description,Sticky messaging framework using the SUCCESs model
536,plugins/business-tools/wondelai-made-to-stick/.claude-plugin/plugin.json,author,Wondel.ai
537,plugins/business-tools/wondelai-made-to-stick/.claude-plugin/plugin.json,license,MIT
538,plugins/business-tools/wondelai-made-to-stick/.claude-plugin/plugin.json,repository,https://github.com/wondelai/skills
539,plugins/business-tools/wondelai-made-to-stick/.claude-plugin/plugin.json,keywords,"[""business-tools"", ""wondelai"", ""skills""]"
540,plugins/business-tools/wondelai-negotiation/.claude-plugin/plugin.json,name,wondelai-negotiation
541,plugins/business-tools/wondelai-negotiation/.claude-plugin/plugin.json,version,1.0.0
542,plugins/business-tools/wondelai-negotiation/.claude-plugin/plugin.json,description,Tactical negotiation framework based on Chris Voss's techniques
543,plugins/business-tools/wondelai-negotiation/.claude-plugin/plugin.json,author,Wondel.ai
544,plugins/business-tools/wondelai-negotiation/.claude-plugin/plugin.json,license,MIT
545,plugins/business-tools/wondelai-negotiation/.claude-plugin/plugin.json,repository,https://github.com/wondelai/skills
546,plugins/business-tools/wondelai-negotiation/.claude-plugin/plugin.json,keywords,"[""business-tools"", ""wondelai"", ""skills""]"
547,plugins/business-tools/wondelai-obviously-awesome/.claude-plugin/plugin.json,name,wondelai-obviously-awesome
548,plugins/business-tools/wondelai-obviously-awesome/.claude-plugin/plugin.json,version,1.0.0
549,plugins/business-tools/wondelai-obviously-awesome/.claude-plugin/plugin.json,description,Product positioning framework for competitive differentiation
550,plugins/business-tools/wondelai-obviously-awesome/.claude-plugin/plugin.json,author,Wondel.ai
551,plugins/business-tools/wondelai-obviously-awesome/.claude-plugin/plugin.json,license,MIT
552,plugins/business-tools/wondelai-obviously-awesome/.claude-plugin/plugin.json,repository,https://github.com/wondelai/skills
553,plugins/business-tools/wondelai-obviously-awesome/.claude-plugin/plugin.json,keywords,"[""business-tools"", ""wondelai"", ""skills""]"
554,plugins/business-tools/wondelai-one-page-marketing/.claude-plugin/plugin.json,name,wondelai-one-page-marketing
555,plugins/business-tools/wondelai-one-page-marketing/.claude-plugin/plugin.json,version,1.0.0
556,plugins/business-tools/wondelai-one-page-marketing/.claude-plugin/plugin.json,description,End-to-end marketing plan framework in a single page
557,plugins/business-tools/wondelai-one-page-marketing/.claude-plugin/plugin.json,author,Wondel.ai
558,plugins/business-tools/wondelai-one-page-marketing/.claude-plugin/plugin.json,license,MIT
559,plugins/business-tools/wondelai-one-page-marketing/.claude-plugin/plugin.json,repository,https://github.com/wondelai/skills
560,plugins/business-tools/wondelai-one-page-marketing/.claude-plugin/plugin.json,keywords,"[""business-tools"", ""wondelai"", ""skills""]"
561,plugins/business-tools/wondelai-predictable-revenue/.claude-plugin/plugin.json,name,wondelai-predictable-revenue
562,plugins/business-tools/wondelai-predictable-revenue/.claude-plugin/plugin.json,version,1.0.0
563,plugins/business-tools/wondelai-predictable-revenue/.claude-plugin/plugin.json,description,Outbound sales methodology for scalable B2B pipeline
564,plugins/business-tools/wondelai-predictable-revenue/.claude-plugin/plugin.json,author,Wondel.ai
565,plugins/business-tools/wondelai-predictable-revenue/.claude-plugin/plugin.json,license,MIT
566,plugins/business-tools/wondelai-predictable-revenue/.claude-plugin/plugin.json,repository,https://github.com/wondelai/skills
567,plugins/business-tools/wondelai-predictable-revenue/.claude-plugin/plugin.json,keywords,"[""business-tools"", ""wondelai"", ""skills""]"
568,plugins/business-tools/wondelai-scorecard-marketing/.claude-plugin/plugin.json,name,wondelai-scorecard-marketing
569,plugins/business-tools/wondelai-scorecard-marketing/.claude-plugin/plugin.json,version,1.0.0
570,plugins/business-tools/wondelai-scorecard-marketing/.claude-plugin/plugin.json,description,Lead generation framework using quiz and assessment funnels
571,plugins/business-tools/wondelai-scorecard-marketing/.claude-plugin/plugin.json,author,Wondel.ai
572,plugins/business-tools/wondelai-scorecard-marketing/.claude-plugin/plugin.json,license,MIT
573,plugins/business-tools/wondelai-scorecard-marketing/.claude-plugin/plugin.json,repository,https://github.com/wondelai/skills
574,plugins/business-tools/wondelai-scorecard-marketing/.claude-plugin/plugin.json,keywords,"[""business-tools"", ""wondelai"", ""skills""]"
575,plugins/business-tools/wondelai-storybrand-messaging/.claude-plugin/plugin.json,name,wondelai-storybrand-messaging
576,plugins/business-tools/wondelai-storybrand-messaging/.claude-plugin/plugin.json,version,1.0.0
577,plugins/business-tools/wondelai-storybrand-messaging/.claude-plugin/plugin.json,description,StoryBrand messaging framework that positions customer as hero
578,plugins/business-tools/wondelai-storybrand-messaging/.claude-plugin/plugin.json,author,Wondel.ai
579,plugins/business-tools/wondelai-storybrand-messaging/.claude-plugin/plugin.json,license,MIT
580,plugins/business-tools/wondelai-storybrand-messaging/.claude-plugin/plugin.json,repository,https://github.com/wondelai/skills
581,plugins/business-tools/wondelai-storybrand-messaging/.claude-plugin/plugin.json,keywords,"[""business-tools"", ""wondelai"", ""skills""]"
582,plugins/business-tools/wondelai-traction-eos/.claude-plugin/plugin.json,name,wondelai-traction-eos
583,plugins/business-tools/wondelai-traction-eos/.claude-plugin/plugin.json,version,1.0.0
584,plugins/business-tools/wondelai-traction-eos/.claude-plugin/plugin.json,description,Entrepreneurial Operating System for business execution
585,plugins/business-tools/wondelai-traction-eos/.claude-plugin/plugin.json,author,Wondel.ai
586,plugins/business-tools/wondelai-traction-eos/.claude-plugin/plugin.json,license,MIT
587,plugins/business-tools/wondelai-traction-eos/.claude-plugin/plugin.json,repository,https://github.com/wondelai/skills
588,plugins/business-tools/wondelai-traction-eos/.claude-plugin/plugin.json,keywords,"[""business-tools"", ""wondelai"", ""skills""]"
589,plugins/community/b12-claude-plugin/.claude-plugin/plugin.json,name,b12-claude-plugin
590,plugins/community/b12-claude-plugin/.claude-plugin/plugin.json,version,1.0.0
591,plugins/community/b12-claude-plugin/.claude-plugin/plugin.json,description,"B12 Website Generator plugin allows you to create a professional, engaging, and user-friendly website in seconds using AI. To create a website, you need to provide a name for your project/business, along with a description of the project/business (goals, structure, etc.)."
592,plugins/community/b12-claude-plugin/.claude-plugin/plugin.json,author,"{""name"": ""B12.io"", ""url"": ""https://github.com/b12io""}"
593,plugins/community/b12-claude-plugin/.claude-plugin/plugin.json,repository,https://github.com/b12io/b12-claude-plugin
594,plugins/community/b12-claude-plugin/.claude-plugin/plugin.json,homepage,https://www.b12.io
595,plugins/community/b12-claude-plugin/.claude-plugin/plugin.json,license,Apache-2.0
596,plugins/community/b12-claude-plugin/.claude-plugin/plugin.json,keywords,"[""website"", ""b12"", ""hosting"", ""web-design""]"
597,plugins/community/claude-never-forgets/.claude-plugin/plugin.json,name,claude-never-forgets
598,plugins/community/claude-never-forgets/.claude-plugin/plugin.json,version,1.0.0
599,plugins/community/claude-never-forgets/.claude-plugin/plugin.json,description,"Persistent memory across sessions. Learns preferences, conventions, and corrections automatically."
600,plugins/community/claude-never-forgets/.claude-plugin/plugin.json,author,"{""name"": ""yldrmahmet"", ""url"": ""https://github.com/yldrmahmet""}"
601,plugins/community/claude-never-forgets/.claude-plugin/plugin.json,repository,https://github.com/yldrmahmet/claude-never-forgets
602,plugins/community/claude-never-forgets/.claude-plugin/plugin.json,license,MIT
603,plugins/community/claude-never-forgets/.claude-plugin/plugin.json,keywords,"[""memory"", ""persistence"", ""learning"", ""context""]"
604,plugins/community/claude-reflect/.claude-plugin/plugin.json,name,claude-reflect
605,plugins/community/claude-reflect/.claude-plugin/plugin.json,version,1.4.1
606,plugins/community/claude-reflect/.claude-plugin/plugin.json,description,Self-learning system for Claude Code that captures corrections and updates CLAUDE.md automatically
607,plugins/community/claude-reflect/.claude-plugin/plugin.json,author,"{""name"": ""Bayram Annakov"", ""url"": ""https://github.com/bayramannakov""}"
608,plugins/community/claude-reflect/.claude-plugin/plugin.json,repository,https://github.com/bayramannakov/claude-reflect
609,plugins/community/claude-reflect/.claude-plugin/plugin.json,license,MIT
610,plugins/community/claude-reflect/.claude-plugin/plugin.json,keywords,"[""claude-code"", ""self-learning"", ""corrections"", ""CLAUDE.md"", ""memory"", ""learnings""]"
611,plugins/community/fairdb-ops-manager/.claude-plugin/plugin.json,name,fairdb-ops-manager
612,plugins/community/fairdb-ops-manager/.claude-plugin/plugin.json,version,1.0.0
613,plugins/community/fairdb-ops-manager/.claude-plugin/plugin.json,description,"Comprehensive operations manager for FairDB managed PostgreSQL service - SOPs, incident response, monitoring, and automation"
614,plugins/community/fairdb-ops-manager/.claude-plugin/plugin.json,author,"{""name"": ""Intent Solutions IO"", ""email"": ""jeremy@intentsolutions.io""}"
615,plugins/community/fairdb-ops-manager/.claude-plugin/plugin.json,repository,https://github.com/jeremylongshore/claude-code-plugins
616,plugins/community/fairdb-ops-manager/.claude-plugin/plugin.json,license,MIT
617,plugins/community/fairdb-ops-manager/.claude-plugin/plugin.json,keywords,"[""database"", ""postgresql"", ""devops"", ""operations"", ""monitoring"", ""backup"", ""incident-response"", ""sop"", ""managed-services""]"
618,plugins/community/gastown/.claude-plugin/plugin.json,name,gastown
619,plugins/community/gastown/.claude-plugin/plugin.json,version,1.0.0
620,plugins/community/gastown/.claude-plugin/plugin.json,description,"Multi-agent orchestrator for Claude Code. Track work with convoys, sling to polecats. The Cognition Engine for AI-powered software factories."
621,plugins/community/gastown/.claude-plugin/plugin.json,author,"{""name"": ""Numman Ali"", ""email"": ""numman.ali@gmail.com"", ""url"": ""https://github.com/numman-ali""}"
622,plugins/community/gastown/.claude-plugin/plugin.json,repository,https://github.com/numman-ali/n-skills
623,plugins/community/gastown/.claude-plugin/plugin.json,homepage,https://github.com/steveyegge/gastown
624,plugins/community/gastown/.claude-plugin/plugin.json,license,Apache-2.0
625,plugins/community/gastown/.claude-plugin/plugin.json,keywords,"[""multi-agent"", ""orchestration"", ""automation"", ""polecats"", ""convoys"", ""beads"", ""work-tracking"", ""ai-factory"", ""gastown"", ""claude-code""]"
626,plugins/community/geepers-agents/.claude-plugin/plugin.json,name,geepers
627,plugins/community/geepers-agents/.claude-plugin/plugin.json,version,1.0.0
628,plugins/community/geepers-agents/.claude-plugin/plugin.json,description,"Multi-agent orchestration system with MCP tools and Claude Code plugin agents. 51 specialized agents for development workflows, code quality, deployment, research, and more."
629,plugins/community/geepers-agents/.claude-plugin/plugin.json,author,"{""name"": ""Luke Steuber""}"
630,plugins/community/geepers-agents/.claude-plugin/plugin.json,license,MIT
631,plugins/community/geepers-agents/.claude-plugin/plugin.json,homepage,https://dr.eamer.dev/geepers/
632,plugins/community/geepers-agents/.claude-plugin/plugin.json,repository,"{""type"": ""git"", ""url"": ""https://github.com/lukeslp/geepers""}"
633,plugins/community/geepers-agents/.claude-plugin/plugin.json,keywords,"[""mcp"", ""orchestration"", ""multi-agent"", ""development-workflow"", ""code-quality"", ""deployment"", ""geepers"", ""claude-code""]"
634,plugins/community/jeremy-firebase/.claude-plugin/plugin.json,name,jeremy-firebase
635,plugins/community/jeremy-firebase/.claude-plugin/plugin.json,version,2.0.0
636,plugins/community/jeremy-firebase/.claude-plugin/plugin.json,description,"Firebase platform expert for Firestore, Auth, Functions, and Vertex AI integration"
637,plugins/community/jeremy-firebase/.claude-plugin/plugin.json,author,"{""name"": ""Jeremy Longshore"", ""email"": ""[email protected]"", ""url"": ""https://intentsolutions.io""}"
638,plugins/community/jeremy-firebase/.claude-plugin/plugin.json,repository,https://github.com/jeremylongshore/claude-code-plugins
639,plugins/community/jeremy-firebase/.claude-plugin/plugin.json,license,MIT
640,plugins/community/jeremy-firebase/.claude-plugin/plugin.json,keywords,"[""firebase"", ""vertex-ai"", ""gemini"", ""authentication"", ""storage"", ""hosting"", ""cloud-functions"", ""analytics"", ""ai-integration"", ""google-cloud"", ""embeddings"", ""model-deployment"", ""ai-powered"", ""production-ready""]"
641,plugins/community/jeremy-firestore/.claude-plugin/plugin.json,name,jeremy-firestore
642,plugins/community/jeremy-firestore/.claude-plugin/plugin.json,version,2.0.0
643,plugins/community/jeremy-firestore/.claude-plugin/plugin.json,description,"Firestore database specialist for schema design, queries, and real-time sync"
644,plugins/community/jeremy-firestore/.claude-plugin/plugin.json,author,"{""name"": ""Jeremy Longshore"", ""email"": ""[email protected]"", ""url"": ""https://intentsolutions.io""}"
645,plugins/community/jeremy-firestore/.claude-plugin/plugin.json,repository,https://github.com/jeremylongshore/claude-code-plugins
646,plugins/community/jeremy-firestore/.claude-plugin/plugin.json,license,MIT
647,plugins/community/jeremy-firestore/.claude-plugin/plugin.json,keywords,"[""firebase"", ""firestore"", ""database"", ""crud"", ""security-rules"", ""cloud-functions"", ""batch-operations"", ""data-migration"", ""performance"", ""cost-optimization"", ""nosql"", ""google-cloud""]"
648,plugins/community/sprint/.claude-plugin/plugin.json,name,sprint
649,plugins/community/sprint/.claude-plugin/plugin.json,version,1.0.0
