id,skill_path,field_name,raw_value
1709,plugins/productivity/pm-ai-partner/skills/writer/SKILL.md,version,1.0.0
1710,plugins/productivity/pm-ai-partner/skills/writer/SKILL.md,author,Ahmed Khaled Mohamed <ahmd.khaled.a.mohamed@gmail.com>
1711,plugins/productivity/pm-ai-partner/skills/writer/SKILL.md,license,MIT
1712,plugins/productivity/pm-ai-partner/skills/writer/SKILL.md,allowed-tools,"Read, Glob, Grep"
1713,plugins/productivity/pm-ai-partner/skills/writer/SKILL.md,argument-hint,"[""document type or topic""]"
1714,plugins/productivity/wondelai-design-sprint/skills/design-sprint/SKILL.md,name,design-sprint
1715,plugins/productivity/wondelai-design-sprint/skills/design-sprint/SKILL.md,description,"Run a structured 5-day process to prototype, test, and validate product ideas with real users. Use when the user mentions ""design sprint"", ""validate in a week"", ""rapid prototype"", ""test with users"", or ""de-risk before building"". Covers mapping, sketching, deciding, prototyping, and testing. For ongoing experimentation, see lean-startup. For customer job analysis, see jobs-to-be-done. Trigger with 'design', 'sprint'.
"
1716,plugins/productivity/wondelai-design-sprint/skills/design-sprint/SKILL.md,allowed-tools,"Read, Glob, Grep"
1717,plugins/productivity/wondelai-design-sprint/skills/design-sprint/SKILL.md,license,MIT
1718,plugins/productivity/wondelai-design-sprint/skills/design-sprint/SKILL.md,author,Wondelai <hello@wondelai.com>
1719,plugins/productivity/wondelai-design-sprint/skills/design-sprint/SKILL.md,version,1.0.1
1720,plugins/productivity/wondelai-design-sprint/skills/design-sprint/SKILL.md,compatible-with,"claude-code, codex, openclaw"
1721,plugins/productivity/wondelai-lean-startup/skills/lean-startup/SKILL.md,name,lean-startup
1722,plugins/productivity/wondelai-lean-startup/skills/lean-startup/SKILL.md,description,"Design MVPs, validated learning experiments, and pivot-or-persevere decisions using Build-Measure-Learn. Use when the user mentions ""MVP scope"", ""validated learning"", ""pivot or persevere"", ""vanity metrics"", or ""test assumptions"". Covers innovation accounting and actionable metrics. For 5-day prototype testing, see design-sprint. For customer motivation analysis, see jobs-to-be-done. Trigger with 'lean', 'startup'.
"
1723,plugins/productivity/wondelai-lean-startup/skills/lean-startup/SKILL.md,allowed-tools,"Read, Glob, Grep"
1724,plugins/productivity/wondelai-lean-startup/skills/lean-startup/SKILL.md,license,MIT
1725,plugins/productivity/wondelai-lean-startup/skills/lean-startup/SKILL.md,author,Wondelai <hello@wondelai.com>
1726,plugins/productivity/wondelai-lean-startup/skills/lean-startup/SKILL.md,version,1.0.1
1727,plugins/productivity/wondelai-lean-startup/skills/lean-startup/SKILL.md,compatible-with,"claude-code, codex, openclaw"
1728,plugins/productivity/youtube-strategy/skills/yt-brief/SKILL.md,name,yt-brief
1729,plugins/productivity/youtube-strategy/skills/yt-brief/SKILL.md,description,"Refine a YouTube video idea into a structured production brief with angle, key points, value proposition,
CTA asset, and audience segment. Use this skill whenever the user says ""create a brief"", ""brief this idea"",
""develop this idea"", ""write a video brief"", ""production brief"", or has selected a video idea from ideation
and wants to define the angle and structure before packaging and outlining. Use when working with yt brief. Trigger with 'yt', 'brief'.
"
1730,plugins/productivity/youtube-strategy/skills/yt-brief/SKILL.md,allowed-tools,"WebSearch, Read, Write"
1731,plugins/productivity/youtube-strategy/skills/yt-brief/SKILL.md,version,1.0.0
1732,plugins/productivity/youtube-strategy/skills/yt-brief/SKILL.md,author,Claude Code Plugins <plugins@claudecodeplugins.io>
1733,plugins/productivity/youtube-strategy/skills/yt-brief/SKILL.md,license,MIT
1734,plugins/productivity/youtube-strategy/skills/yt-brief/SKILL.md,compatible-with,"claude-code, codex, openclaw"
1735,plugins/productivity/youtube-strategy/skills/yt-ideation/SKILL.md,name,yt-ideation
1736,plugins/productivity/youtube-strategy/skills/yt-ideation/SKILL.md,description,"Generate and validate YouTube video ideas aligned with content pillars, audience strategy,
and priority tiers. Use this skill whenever the user says ""generate ideas"", ""brainstorm videos"",
""what should I make next"", ""video ideas"", ""content ideas"", ""ideation"", ""what topics should I cover"",
or wants to come up with new video concepts. Use when working with yt ideation. Trigger with 'yt', 'ideation'.
"
1737,plugins/productivity/youtube-strategy/skills/yt-ideation/SKILL.md,allowed-tools,"WebSearch, Read, Write, Task"
1738,plugins/productivity/youtube-strategy/skills/yt-ideation/SKILL.md,version,1.0.0
1739,plugins/productivity/youtube-strategy/skills/yt-ideation/SKILL.md,author,Claude Code Plugins <plugins@claudecodeplugins.io>
1740,plugins/productivity/youtube-strategy/skills/yt-ideation/SKILL.md,license,MIT
1741,plugins/productivity/youtube-strategy/skills/yt-ideation/SKILL.md,compatible-with,"claude-code, codex, openclaw"
1742,plugins/productivity/youtube-strategy/skills/yt-outline/SKILL.md,name,yt-outline
1743,plugins/productivity/youtube-strategy/skills/yt-outline/SKILL.md,description,"Build detailed step-by-step YouTube video outlines with demo prep, screen-share sequences, and visual
planning. Use this skill whenever the user says ""create an outline"", ""outline this video"", ""video outline"",
""build the outline"", ""production outline"", or has an approved brief and packaging and needs the final
pre-production document before demo prep and filming. Use when working with yt outline. Trigger with 'yt', 'outline'.
"
1744,plugins/productivity/youtube-strategy/skills/yt-outline/SKILL.md,allowed-tools,"WebSearch, Read, Write"
1745,plugins/productivity/youtube-strategy/skills/yt-outline/SKILL.md,version,1.0.0
1746,plugins/productivity/youtube-strategy/skills/yt-outline/SKILL.md,author,Claude Code Plugins <plugins@claudecodeplugins.io>
1747,plugins/productivity/youtube-strategy/skills/yt-outline/SKILL.md,license,MIT
1748,plugins/productivity/youtube-strategy/skills/yt-outline/SKILL.md,compatible-with,"claude-code, codex, openclaw"
1749,plugins/productivity/youtube-strategy/skills/yt-packaging/SKILL.md,name,yt-packaging
1750,plugins/productivity/youtube-strategy/skills/yt-packaging/SKILL.md,description,"Create optimized YouTube titles and thumbnail concepts for maximum CTR. Use this skill whenever the user
says ""title ideas"", ""thumbnail concepts"", ""package this video"", ""CTR optimization"", ""title options"", ""packaging"",
or has an approved brief and needs to finalize the title and thumbnail direction before outlining. Packaging
determines whether viewers click. Use when working with yt packaging. Trigger with 'yt', 'packaging'.
"
1751,plugins/productivity/youtube-strategy/skills/yt-packaging/SKILL.md,allowed-tools,"WebSearch, Read, Write"
1752,plugins/productivity/youtube-strategy/skills/yt-packaging/SKILL.md,version,1.0.0
1753,plugins/productivity/youtube-strategy/skills/yt-packaging/SKILL.md,author,Claude Code Plugins <plugins@claudecodeplugins.io>
1754,plugins/productivity/youtube-strategy/skills/yt-packaging/SKILL.md,license,MIT
1755,plugins/productivity/youtube-strategy/skills/yt-packaging/SKILL.md,compatible-with,"claude-code, codex, openclaw"
1756,plugins/productivity/youtube-strategy/skills/yt-research/SKILL.md,name,yt-research
1757,plugins/productivity/youtube-strategy/skills/yt-research/SKILL.md,description,"Research competitor YouTube channels, niches, and trending topics for your content strategy.
Use this skill whenever the user says ""research channels"", ""analyze competitors"", ""find trending topics"",
""niche analysis"", ""competitive research"", ""what are other creators doing"", ""scrape YouTube channels"",
or wants to understand the competitive landscape for a specific tool or topic area. Use when working with yt research. Trigger with 'yt', 'research'.
"
1758,plugins/productivity/youtube-strategy/skills/yt-research/SKILL.md,allowed-tools,"WebSearch, Read, Write, Task"
1759,plugins/productivity/youtube-strategy/skills/yt-research/SKILL.md,version,1.0.0
1760,plugins/productivity/youtube-strategy/skills/yt-research/SKILL.md,author,Claude Code Plugins <plugins@claudecodeplugins.io>
1761,plugins/productivity/youtube-strategy/skills/yt-research/SKILL.md,license,MIT
1762,plugins/productivity/youtube-strategy/skills/yt-research/SKILL.md,compatible-with,"claude-code, codex, openclaw"
1763,plugins/saas-packs/apollo-pack/skills/apollo-ci-integration/SKILL.md,name,apollo-ci-integration
1764,plugins/saas-packs/apollo-pack/skills/apollo-ci-integration/SKILL.md,description,"Configure Apollo.io CI/CD integration.
Use when setting up automated testing, continuous integration,
or deployment pipelines for Apollo integrations.
Trigger with phrases like ""apollo ci"", ""apollo github actions"",
""apollo pipeline"", ""apollo ci/cd"", ""apollo automated tests"".
"
1765,plugins/saas-packs/apollo-pack/skills/apollo-ci-integration/SKILL.md,allowed-tools,"Read, Write, Edit, Bash(gh:*), Bash(curl:*)"
1766,plugins/saas-packs/apollo-pack/skills/apollo-ci-integration/SKILL.md,version,1.0.0
1767,plugins/saas-packs/apollo-pack/skills/apollo-ci-integration/SKILL.md,license,MIT
1768,plugins/saas-packs/apollo-pack/skills/apollo-ci-integration/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
1769,plugins/saas-packs/apollo-pack/skills/apollo-ci-integration/SKILL.md,compatible-with,"claude-code, codex, openclaw"
1770,plugins/saas-packs/apollo-pack/skills/apollo-common-errors/SKILL.md,name,apollo-common-errors
1771,plugins/saas-packs/apollo-pack/skills/apollo-common-errors/SKILL.md,description,"Diagnose and fix common Apollo.io API errors.
Use when encountering Apollo API errors, debugging integration issues,
or troubleshooting failed requests.
Trigger with phrases like ""apollo error"", ""apollo api error"",
""debug apollo"", ""apollo 401"", ""apollo 429"", ""apollo troubleshoot"".
"
1772,plugins/saas-packs/apollo-pack/skills/apollo-common-errors/SKILL.md,allowed-tools,"Read, Grep, Bash(curl:*)"
1773,plugins/saas-packs/apollo-pack/skills/apollo-common-errors/SKILL.md,version,1.0.0
1774,plugins/saas-packs/apollo-pack/skills/apollo-common-errors/SKILL.md,license,MIT
1775,plugins/saas-packs/apollo-pack/skills/apollo-common-errors/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
1776,plugins/saas-packs/apollo-pack/skills/apollo-common-errors/SKILL.md,compatible-with,"claude-code, codex, openclaw"
1777,plugins/saas-packs/apollo-pack/skills/apollo-core-workflow-a/SKILL.md,name,apollo-core-workflow-a
1778,plugins/saas-packs/apollo-pack/skills/apollo-core-workflow-a/SKILL.md,description,"Implement Apollo.io lead search and enrichment workflow.
Use when building lead generation features, searching for contacts,
or enriching prospect data from Apollo.
Trigger with phrases like ""apollo lead search"", ""search apollo contacts"",
""find leads in apollo"", ""apollo people search"", ""enrich contacts apollo"".
"
1779,plugins/saas-packs/apollo-pack/skills/apollo-core-workflow-a/SKILL.md,allowed-tools,"Read, Write, Edit, Bash(npm:*), Bash(pip:*), Grep"
1780,plugins/saas-packs/apollo-pack/skills/apollo-core-workflow-a/SKILL.md,version,1.0.0
1781,plugins/saas-packs/apollo-pack/skills/apollo-core-workflow-a/SKILL.md,license,MIT
1782,plugins/saas-packs/apollo-pack/skills/apollo-core-workflow-a/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
1783,plugins/saas-packs/apollo-pack/skills/apollo-core-workflow-a/SKILL.md,compatible-with,"claude-code, codex, openclaw"
1784,plugins/saas-packs/apollo-pack/skills/apollo-core-workflow-b/SKILL.md,name,apollo-core-workflow-b
1785,plugins/saas-packs/apollo-pack/skills/apollo-core-workflow-b/SKILL.md,description,"Implement Apollo.io email sequences and outreach workflow.
Use when building automated email campaigns, creating sequences,
or managing outreach through Apollo.
Trigger with phrases like ""apollo email sequence"", ""apollo outreach"",
""apollo campaign"", ""apollo sequences"", ""apollo automated emails"".
"
1786,plugins/saas-packs/apollo-pack/skills/apollo-core-workflow-b/SKILL.md,allowed-tools,"Read, Write, Edit, Bash(npm:*), Bash(pip:*), Grep"
1787,plugins/saas-packs/apollo-pack/skills/apollo-core-workflow-b/SKILL.md,version,1.0.0
1788,plugins/saas-packs/apollo-pack/skills/apollo-core-workflow-b/SKILL.md,license,MIT
1789,plugins/saas-packs/apollo-pack/skills/apollo-core-workflow-b/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
1790,plugins/saas-packs/apollo-pack/skills/apollo-core-workflow-b/SKILL.md,compatible-with,"claude-code, codex, openclaw"
1791,plugins/saas-packs/apollo-pack/skills/apollo-cost-tuning/SKILL.md,name,apollo-cost-tuning
1792,plugins/saas-packs/apollo-pack/skills/apollo-cost-tuning/SKILL.md,description,"Optimize Apollo.io costs and credit usage.
Use when managing Apollo credits, reducing API costs,
or optimizing subscription usage.
Trigger with phrases like ""apollo cost"", ""apollo credits"",
""apollo billing"", ""reduce apollo costs"", ""apollo usage"".
"
1793,plugins/saas-packs/apollo-pack/skills/apollo-cost-tuning/SKILL.md,allowed-tools,"Read, Write, Edit, Bash(gh:*), Bash(curl:*)"
1794,plugins/saas-packs/apollo-pack/skills/apollo-cost-tuning/SKILL.md,version,1.0.0
1795,plugins/saas-packs/apollo-pack/skills/apollo-cost-tuning/SKILL.md,license,MIT
1796,plugins/saas-packs/apollo-pack/skills/apollo-cost-tuning/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
1797,plugins/saas-packs/apollo-pack/skills/apollo-cost-tuning/SKILL.md,compatible-with,"claude-code, codex, openclaw"
1798,plugins/saas-packs/apollo-pack/skills/apollo-data-handling/SKILL.md,name,apollo-data-handling
1799,plugins/saas-packs/apollo-pack/skills/apollo-data-handling/SKILL.md,description,"Apollo.io data management and compliance.
Use when handling contact data, implementing GDPR compliance,
or managing data exports and retention.
Trigger with phrases like ""apollo data"", ""apollo gdpr"", ""apollo compliance"",
""apollo data export"", ""apollo data retention"", ""apollo pii"".
"
1800,plugins/saas-packs/apollo-pack/skills/apollo-data-handling/SKILL.md,allowed-tools,"Read, Write, Edit, Bash(kubectl:*), Bash(curl:*)"
1801,plugins/saas-packs/apollo-pack/skills/apollo-data-handling/SKILL.md,version,1.0.0
1802,plugins/saas-packs/apollo-pack/skills/apollo-data-handling/SKILL.md,license,MIT
1803,plugins/saas-packs/apollo-pack/skills/apollo-data-handling/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
1804,plugins/saas-packs/apollo-pack/skills/apollo-data-handling/SKILL.md,compatible-with,"claude-code, codex, openclaw"
1805,plugins/saas-packs/apollo-pack/skills/apollo-debug-bundle/SKILL.md,name,apollo-debug-bundle
1806,plugins/saas-packs/apollo-pack/skills/apollo-debug-bundle/SKILL.md,description,"Collect Apollo.io debug evidence for support.
Use when preparing support tickets, documenting issues,
or gathering diagnostic information for Apollo problems.
Trigger with phrases like ""apollo debug"", ""apollo support bundle"",
""collect apollo diagnostics"", ""apollo troubleshooting info"".
"
1807,plugins/saas-packs/apollo-pack/skills/apollo-debug-bundle/SKILL.md,allowed-tools,"Read, Grep, Bash(curl:*)"
1808,plugins/saas-packs/apollo-pack/skills/apollo-debug-bundle/SKILL.md,version,1.0.0
1809,plugins/saas-packs/apollo-pack/skills/apollo-debug-bundle/SKILL.md,license,MIT
1810,plugins/saas-packs/apollo-pack/skills/apollo-debug-bundle/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
1811,plugins/saas-packs/apollo-pack/skills/apollo-debug-bundle/SKILL.md,compatible-with,"claude-code, codex, openclaw"
1812,plugins/saas-packs/apollo-pack/skills/apollo-deploy-integration/SKILL.md,name,apollo-deploy-integration
1813,plugins/saas-packs/apollo-pack/skills/apollo-deploy-integration/SKILL.md,description,"Deploy Apollo.io integrations to production.
Use when deploying Apollo integrations, configuring production environments,
or setting up deployment pipelines.
Trigger with phrases like ""deploy apollo"", ""apollo production deploy"",
""apollo deployment pipeline"", ""apollo to production"".
"
1814,plugins/saas-packs/apollo-pack/skills/apollo-deploy-integration/SKILL.md,allowed-tools,"Read, Write, Edit, Bash(gh:*), Bash(curl:*)"
1815,plugins/saas-packs/apollo-pack/skills/apollo-deploy-integration/SKILL.md,version,1.0.0
1816,plugins/saas-packs/apollo-pack/skills/apollo-deploy-integration/SKILL.md,license,MIT
1817,plugins/saas-packs/apollo-pack/skills/apollo-deploy-integration/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
1818,plugins/saas-packs/apollo-pack/skills/apollo-deploy-integration/SKILL.md,compatible-with,"claude-code, codex, openclaw"
1819,plugins/saas-packs/apollo-pack/skills/apollo-enterprise-rbac/SKILL.md,name,apollo-enterprise-rbac
1820,plugins/saas-packs/apollo-pack/skills/apollo-enterprise-rbac/SKILL.md,description,"Enterprise role-based access control for Apollo.io.
Use when implementing team permissions, restricting data access,
or setting up enterprise security controls.
Trigger with phrases like ""apollo rbac"", ""apollo permissions"",
""apollo roles"", ""apollo team access"", ""apollo enterprise security"".
"
1821,plugins/saas-packs/apollo-pack/skills/apollo-enterprise-rbac/SKILL.md,allowed-tools,"Read, Write, Edit, Bash(kubectl:*), Bash(curl:*)"
1822,plugins/saas-packs/apollo-pack/skills/apollo-enterprise-rbac/SKILL.md,version,1.0.0
1823,plugins/saas-packs/apollo-pack/skills/apollo-enterprise-rbac/SKILL.md,license,MIT
1824,plugins/saas-packs/apollo-pack/skills/apollo-enterprise-rbac/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
1825,plugins/saas-packs/apollo-pack/skills/apollo-enterprise-rbac/SKILL.md,compatible-with,"claude-code, codex, openclaw"
1826,plugins/saas-packs/apollo-pack/skills/apollo-hello-world/SKILL.md,name,apollo-hello-world
1827,plugins/saas-packs/apollo-pack/skills/apollo-hello-world/SKILL.md,description,"Create a minimal working Apollo.io example.
Use when starting a new Apollo integration, testing your setup,
or learning basic Apollo API patterns.
Trigger with phrases like ""apollo hello world"", ""apollo example"",
""apollo quick start"", ""simple apollo code"", ""test apollo api"".
"
1828,plugins/saas-packs/apollo-pack/skills/apollo-hello-world/SKILL.md,allowed-tools,"Read, Write, Edit"
1829,plugins/saas-packs/apollo-pack/skills/apollo-hello-world/SKILL.md,version,1.0.0
1830,plugins/saas-packs/apollo-pack/skills/apollo-hello-world/SKILL.md,license,MIT
1831,plugins/saas-packs/apollo-pack/skills/apollo-hello-world/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
1832,plugins/saas-packs/apollo-pack/skills/apollo-hello-world/SKILL.md,compatible-with,"claude-code, codex, openclaw"
1833,plugins/saas-packs/apollo-pack/skills/apollo-incident-runbook/SKILL.md,name,apollo-incident-runbook
1834,plugins/saas-packs/apollo-pack/skills/apollo-incident-runbook/SKILL.md,description,"Apollo.io incident response procedures.
Use when handling Apollo outages, debugging production issues,
or responding to integration failures.
Trigger with phrases like ""apollo incident"", ""apollo outage"",
""apollo down"", ""apollo production issue"", ""apollo emergency"".
"
1835,plugins/saas-packs/apollo-pack/skills/apollo-incident-runbook/SKILL.md,allowed-tools,"Read, Write, Edit, Bash(kubectl:*), Bash(curl:*)"
1836,plugins/saas-packs/apollo-pack/skills/apollo-incident-runbook/SKILL.md,version,1.0.0
1837,plugins/saas-packs/apollo-pack/skills/apollo-incident-runbook/SKILL.md,license,MIT
1838,plugins/saas-packs/apollo-pack/skills/apollo-incident-runbook/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
1839,plugins/saas-packs/apollo-pack/skills/apollo-incident-runbook/SKILL.md,compatible-with,"claude-code, codex, openclaw"
1840,plugins/saas-packs/apollo-pack/skills/apollo-install-auth/SKILL.md,name,apollo-install-auth
1841,plugins/saas-packs/apollo-pack/skills/apollo-install-auth/SKILL.md,description,"Install and configure Apollo.io API authentication.
Use when setting up a new Apollo integration, configuring API keys,
or initializing Apollo client in your project.
Trigger with phrases like ""install apollo"", ""setup apollo api"",
""apollo authentication"", ""configure apollo api key"".
"
1842,plugins/saas-packs/apollo-pack/skills/apollo-install-auth/SKILL.md,allowed-tools,"Read, Write, Edit, Bash(npm:*), Bash(pip:*), Grep"
1843,plugins/saas-packs/apollo-pack/skills/apollo-install-auth/SKILL.md,version,1.0.0
1844,plugins/saas-packs/apollo-pack/skills/apollo-install-auth/SKILL.md,license,MIT
1845,plugins/saas-packs/apollo-pack/skills/apollo-install-auth/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
1846,plugins/saas-packs/apollo-pack/skills/apollo-install-auth/SKILL.md,compatible-with,"claude-code, codex, openclaw"
1847,plugins/saas-packs/apollo-pack/skills/apollo-local-dev-loop/SKILL.md,name,apollo-local-dev-loop
1848,plugins/saas-packs/apollo-pack/skills/apollo-local-dev-loop/SKILL.md,description,"Configure Apollo.io local development workflow.
Use when setting up development environment, testing API calls locally,
or establishing team development practices.
Trigger with phrases like ""apollo local dev"", ""apollo development setup"",
""apollo dev environment"", ""apollo testing locally"".
"
1849,plugins/saas-packs/apollo-pack/skills/apollo-local-dev-loop/SKILL.md,allowed-tools,"Read, Write, Edit, Bash(npm:*), Bash(pip:*), Grep"
1850,plugins/saas-packs/apollo-pack/skills/apollo-local-dev-loop/SKILL.md,version,1.0.0
1851,plugins/saas-packs/apollo-pack/skills/apollo-local-dev-loop/SKILL.md,license,MIT
1852,plugins/saas-packs/apollo-pack/skills/apollo-local-dev-loop/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
1853,plugins/saas-packs/apollo-pack/skills/apollo-local-dev-loop/SKILL.md,compatible-with,"claude-code, codex, openclaw"
1854,plugins/saas-packs/apollo-pack/skills/apollo-migration-deep-dive/SKILL.md,name,apollo-migration-deep-dive
1855,plugins/saas-packs/apollo-pack/skills/apollo-migration-deep-dive/SKILL.md,description,"Comprehensive Apollo.io migration strategies.
Use when migrating from other CRMs to Apollo, consolidating data sources,
or executing large-scale data migrations.
Trigger with phrases like ""apollo migration"", ""migrate to apollo"",
""apollo data import"", ""crm to apollo"", ""apollo migration strategy"".
"
1856,plugins/saas-packs/apollo-pack/skills/apollo-migration-deep-dive/SKILL.md,allowed-tools,"Read, Write, Edit, Bash(kubectl:*), Bash(curl:*)"
1857,plugins/saas-packs/apollo-pack/skills/apollo-migration-deep-dive/SKILL.md,version,1.0.0
1858,plugins/saas-packs/apollo-pack/skills/apollo-migration-deep-dive/SKILL.md,license,MIT
1859,plugins/saas-packs/apollo-pack/skills/apollo-migration-deep-dive/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
1860,plugins/saas-packs/apollo-pack/skills/apollo-migration-deep-dive/SKILL.md,compatible-with,"claude-code, codex, openclaw"
1861,plugins/saas-packs/apollo-pack/skills/apollo-multi-env-setup/SKILL.md,name,apollo-multi-env-setup
1862,plugins/saas-packs/apollo-pack/skills/apollo-multi-env-setup/SKILL.md,description,"Configure Apollo.io multi-environment setup.
Use when setting up development, staging, and production environments,
or managing multiple Apollo configurations.
Trigger with phrases like ""apollo environments"", ""apollo staging"",
""apollo dev prod"", ""apollo multi-tenant"", ""apollo env config"".
"
1863,plugins/saas-packs/apollo-pack/skills/apollo-multi-env-setup/SKILL.md,allowed-tools,"Read, Write, Edit, Bash(kubectl:*), Bash(curl:*)"
1864,plugins/saas-packs/apollo-pack/skills/apollo-multi-env-setup/SKILL.md,version,1.0.0
1865,plugins/saas-packs/apollo-pack/skills/apollo-multi-env-setup/SKILL.md,license,MIT
1866,plugins/saas-packs/apollo-pack/skills/apollo-multi-env-setup/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
1867,plugins/saas-packs/apollo-pack/skills/apollo-multi-env-setup/SKILL.md,compatible-with,"claude-code, codex, openclaw"
1868,plugins/saas-packs/apollo-pack/skills/apollo-observability/SKILL.md,name,apollo-observability
1869,plugins/saas-packs/apollo-pack/skills/apollo-observability/SKILL.md,description,"Set up Apollo.io monitoring and observability.
Use when implementing logging, metrics, tracing, and alerting
for Apollo integrations.
Trigger with phrases like ""apollo monitoring"", ""apollo metrics"",
""apollo observability"", ""apollo logging"", ""apollo alerts"".
"
1870,plugins/saas-packs/apollo-pack/skills/apollo-observability/SKILL.md,allowed-tools,"Read, Write, Edit, Bash(kubectl:*), Bash(curl:*)"
1871,plugins/saas-packs/apollo-pack/skills/apollo-observability/SKILL.md,version,1.0.0
1872,plugins/saas-packs/apollo-pack/skills/apollo-observability/SKILL.md,license,MIT
1873,plugins/saas-packs/apollo-pack/skills/apollo-observability/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
1874,plugins/saas-packs/apollo-pack/skills/apollo-observability/SKILL.md,compatible-with,"claude-code, codex, openclaw"
1875,plugins/saas-packs/apollo-pack/skills/apollo-performance-tuning/SKILL.md,name,apollo-performance-tuning
1876,plugins/saas-packs/apollo-pack/skills/apollo-performance-tuning/SKILL.md,description,"Optimize Apollo.io API performance.
Use when improving API response times, reducing latency,
or optimizing bulk operations.
Trigger with phrases like ""apollo performance"", ""optimize apollo"",
""apollo slow"", ""apollo latency"", ""speed up apollo"".
"
1877,plugins/saas-packs/apollo-pack/skills/apollo-performance-tuning/SKILL.md,allowed-tools,"Read, Write, Edit, Bash(gh:*), Bash(curl:*)"
1878,plugins/saas-packs/apollo-pack/skills/apollo-performance-tuning/SKILL.md,version,1.0.0
1879,plugins/saas-packs/apollo-pack/skills/apollo-performance-tuning/SKILL.md,license,MIT
1880,plugins/saas-packs/apollo-pack/skills/apollo-performance-tuning/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
1881,plugins/saas-packs/apollo-pack/skills/apollo-performance-tuning/SKILL.md,compatible-with,"claude-code, codex, openclaw"
1882,plugins/saas-packs/apollo-pack/skills/apollo-prod-checklist/SKILL.md,name,apollo-prod-checklist
1883,plugins/saas-packs/apollo-pack/skills/apollo-prod-checklist/SKILL.md,description,"Execute Apollo.io production deployment checklist.
Use when preparing to deploy Apollo integrations to production,
doing pre-launch verification, or auditing production readiness.
Trigger with phrases like ""apollo production checklist"", ""deploy apollo"",
""apollo go-live"", ""apollo production ready"", ""apollo launch checklist"".
"
1884,plugins/saas-packs/apollo-pack/skills/apollo-prod-checklist/SKILL.md,allowed-tools,"Read, Grep, Bash(curl:*)"
1885,plugins/saas-packs/apollo-pack/skills/apollo-prod-checklist/SKILL.md,version,1.0.0
1886,plugins/saas-packs/apollo-pack/skills/apollo-prod-checklist/SKILL.md,license,MIT
1887,plugins/saas-packs/apollo-pack/skills/apollo-prod-checklist/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
1888,plugins/saas-packs/apollo-pack/skills/apollo-prod-checklist/SKILL.md,compatible-with,"claude-code, codex, openclaw"
1889,plugins/saas-packs/apollo-pack/skills/apollo-rate-limits/SKILL.md,name,apollo-rate-limits
1890,plugins/saas-packs/apollo-pack/skills/apollo-rate-limits/SKILL.md,description,"Implement Apollo.io rate limiting and backoff.
Use when handling rate limits, implementing retry logic,
or optimizing API request throughput.
Trigger with phrases like ""apollo rate limit"", ""apollo 429"",
""apollo throttling"", ""apollo backoff"", ""apollo request limits"".
"
1891,plugins/saas-packs/apollo-pack/skills/apollo-rate-limits/SKILL.md,allowed-tools,"Read, Grep, Bash(curl:*)"
1892,plugins/saas-packs/apollo-pack/skills/apollo-rate-limits/SKILL.md,version,1.0.0
1893,plugins/saas-packs/apollo-pack/skills/apollo-rate-limits/SKILL.md,license,MIT
1894,plugins/saas-packs/apollo-pack/skills/apollo-rate-limits/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
1895,plugins/saas-packs/apollo-pack/skills/apollo-rate-limits/SKILL.md,compatible-with,"claude-code, codex, openclaw"
1896,plugins/saas-packs/apollo-pack/skills/apollo-reference-architecture/SKILL.md,name,apollo-reference-architecture
1897,plugins/saas-packs/apollo-pack/skills/apollo-reference-architecture/SKILL.md,description,"Implement Apollo.io reference architecture.
Use when designing Apollo integrations, establishing patterns,
or building production-grade sales intelligence systems.
Trigger with phrases like ""apollo architecture"", ""apollo system design"",
""apollo integration patterns"", ""apollo best practices architecture"".
"
1898,plugins/saas-packs/apollo-pack/skills/apollo-reference-architecture/SKILL.md,allowed-tools,"Read, Write, Edit, Bash(gh:*), Bash(curl:*)"
1899,plugins/saas-packs/apollo-pack/skills/apollo-reference-architecture/SKILL.md,version,1.0.0
1900,plugins/saas-packs/apollo-pack/skills/apollo-reference-architecture/SKILL.md,license,MIT
1901,plugins/saas-packs/apollo-pack/skills/apollo-reference-architecture/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
