id,name,path,pack_name,has_readme,has_package_json,plugin_json_shape,file_count
241,neurodivergent-visual-org,plugins/productivity/neurodivergent-visual-org,productivity,1,0,"author,description,homepage,keywords,license,name,repository,version",4
242,overnight-dev,plugins/productivity/overnight-dev,productivity,1,0,"author,description,keywords,license,name,repository,version",19
243,pm-ai-partner,plugins/productivity/pm-ai-partner,productivity,1,0,"author,description,homepage,keywords,license,name,repository,version",25
244,prettier-markdown-hook,plugins/productivity/prettier-markdown-hook,productivity,1,0,"author,description,keywords,license,name,repository,version",6
245,travel-assistant,plugins/productivity/travel-assistant,productivity,1,0,"author,description,keywords,license,name,repository,version",27
246,vibe-guide,plugins/productivity/vibe-guide,productivity,1,0,"author,description,keywords,name,version",15
247,wondelai-design-sprint,plugins/productivity/wondelai-design-sprint,productivity,1,0,"author,description,keywords,license,name,repository,version",13
248,wondelai-lean-startup,plugins/productivity/wondelai-lean-startup,productivity,1,0,"author,description,keywords,license,name,repository,version",15
249,youtube-strategy,plugins/productivity/youtube-strategy,productivity,1,0,"author,description,keywords,license,name,version",17
250,apollo-pack,plugins/saas-packs/apollo-pack,saas-packs,1,1,"author,description,keywords,license,name,version",51
251,clay-pack,plugins/saas-packs/clay-pack,saas-packs,1,1,"author,description,keywords,license,name,version",50
252,clerk-pack,plugins/saas-packs/clerk-pack,saas-packs,1,1,"author,description,keywords,license,name,version",50
253,coderabbit-pack,plugins/saas-packs/coderabbit-pack,saas-packs,1,1,"author,description,keywords,license,name,version",28
254,cursor-pack,plugins/saas-packs/cursor-pack,saas-packs,1,1,"author,description,name,version",218
255,customerio-pack,plugins/saas-packs/customerio-pack,saas-packs,1,1,"author,description,keywords,license,name,version",63
256,databricks-pack,plugins/saas-packs/databricks-pack,saas-packs,1,0,"author,description,keywords,license,name,version",35
257,deepgram-pack,plugins/saas-packs/deepgram-pack,saas-packs,1,1,"author,description,keywords,license,name,version",51
258,documenso-pack,plugins/saas-packs/documenso-pack,saas-packs,1,1,"author,description,keywords,license,name,version",53
259,evernote-pack,plugins/saas-packs/evernote-pack,saas-packs,1,1,"author,description,keywords,license,name,version",51
260,exa-pack,plugins/saas-packs/exa-pack,saas-packs,1,1,"author,description,keywords,license,name,version",34
261,firecrawl-pack,plugins/saas-packs/firecrawl-pack,saas-packs,1,1,"author,description,keywords,license,name,version",34
262,fireflies-pack,plugins/saas-packs/fireflies-pack,saas-packs,1,1,"author,description,keywords,license,name,version",28
263,gamma-pack,plugins/saas-packs/gamma-pack,saas-packs,1,1,"author,description,keywords,license,name,version",37
264,granola-pack,plugins/saas-packs/granola-pack,saas-packs,1,1,"author,description,keywords,license,name,version",45
265,groq-pack,plugins/saas-packs/groq-pack,saas-packs,1,1,"author,description,keywords,license,name,version",28
266,guidewire-pack,plugins/saas-packs/guidewire-pack,saas-packs,1,1,"author,description,keywords,license,name,version",52
267,ideogram-pack,plugins/saas-packs/ideogram-pack,saas-packs,1,1,"author,description,keywords,license,name,version",28
268,instantly-pack,plugins/saas-packs/instantly-pack,saas-packs,1,1,"author,description,keywords,license,name,version",28
269,juicebox-pack,plugins/saas-packs/juicebox-pack,saas-packs,1,1,"author,description,keywords,license,name,version",48
270,klingai-pack,plugins/saas-packs/klingai-pack,saas-packs,1,1,"author,description,keywords,license,name,version",178
271,langchain-pack,plugins/saas-packs/langchain-pack,saas-packs,1,1,"author,description,keywords,license,name,version",36
272,langfuse-pack,plugins/saas-packs/langfuse-pack,saas-packs,1,0,"author,description,keywords,license,name,repository,version",37
273,lindy-pack,plugins/saas-packs/lindy-pack,saas-packs,1,1,"author,description,keywords,license,name,version",62
274,linear-pack,plugins/saas-packs/linear-pack,saas-packs,1,1,"author,description,keywords,license,name,version",49
275,lokalise-pack,plugins/saas-packs/lokalise-pack,saas-packs,1,1,"author,description,keywords,license,name,version",49
276,maintainx-pack,plugins/saas-packs/maintainx-pack,saas-packs,1,1,"author,description,keywords,license,name,version",51
277,mistral-pack,plugins/saas-packs/mistral-pack,saas-packs,1,1,"author,description,keywords,license,name,version",31
278,obsidian-pack,plugins/saas-packs/obsidian-pack,saas-packs,1,0,"author,description,keywords,license,name,version",50
279,openevidence-pack,plugins/saas-packs/openevidence-pack,saas-packs,1,1,"author,description,keywords,license,name,version",42
280,openrouter-pack,plugins/saas-packs/openrouter-pack,saas-packs,1,1,"author,description,name,version",245
281,perplexity-pack,plugins/saas-packs/perplexity-pack,saas-packs,1,1,"author,description,keywords,license,name,version",35
282,posthog-pack,plugins/saas-packs/posthog-pack,saas-packs,1,1,"author,description,keywords,license,name,version",30
283,replit-pack,plugins/saas-packs/replit-pack,saas-packs,1,1,"author,description,keywords,license,name,version",34
284,retellai-pack,plugins/saas-packs/retellai-pack,saas-packs,1,1,"author,description,keywords,license,name,version",58
285,sentry-pack,plugins/saas-packs/sentry-pack,saas-packs,1,1,"author,description,keywords,license,name,version",179
286,windsurf,plugins/saas-packs/skill-databases/windsurf,saas-packs,1,0,"author,description,keywords,license,name,version",152
287,speak-pack,plugins/saas-packs/speak-pack,saas-packs,1,1,"author,description,keywords,license,name,version",54
288,supabase-pack,plugins/saas-packs/supabase-pack,saas-packs,1,1,"author,description,keywords,license,name,version",126
289,twinmind-pack,plugins/saas-packs/twinmind-pack,saas-packs,1,1,"author,description,keywords,license,name,version",43
290,vastai-pack,plugins/saas-packs/vastai-pack,saas-packs,1,1,"author,description,keywords,license,name,version",28
291,vercel-pack,plugins/saas-packs/vercel-pack,saas-packs,1,1,"author,description,keywords,license,name,version",126
292,windsurf-pack,plugins/saas-packs/windsurf-pack,saas-packs,1,1,"author,description,keywords,license,name,version",34
293,access-control-auditor,plugins/security/access-control-auditor,security,1,0,"author,description,keywords,license,name,repository,version",9
294,authentication-validator,plugins/security/authentication-validator,security,1,0,"author,description,keywords,license,name,repository,version",11
295,compliance-report-generator,plugins/security/compliance-report-generator,security,1,0,"author,description,keywords,license,name,repository,version",10
296,cors-policy-validator,plugins/security/cors-policy-validator,security,1,0,"author,description,keywords,license,name,repository,version",10
297,csrf-protection-validator,plugins/security/csrf-protection-validator,security,1,0,"author,description,keywords,license,name,repository,version",9
298,data-privacy-scanner,plugins/security/data-privacy-scanner,security,1,0,"author,description,keywords,license,name,repository,version",8
299,dependency-checker,plugins/security/dependency-checker,security,1,0,"author,description,keywords,license,name,repository,version",12
300,encryption-tool,plugins/security/encryption-tool,security,1,0,"author,description,keywords,license,name,repository,version",9
301,gdpr-compliance-scanner,plugins/security/gdpr-compliance-scanner,security,1,0,"author,description,keywords,license,name,repository,version",9
302,hipaa-compliance-checker,plugins/security/hipaa-compliance-checker,security,1,0,"author,description,keywords,license,name,repository,version",8
303,input-validation-scanner,plugins/security/input-validation-scanner,security,1,0,"author,description,keywords,license,name,repository,version",13
304,owasp-compliance-checker,plugins/security/owasp-compliance-checker,security,1,0,"author,description,keywords,license,name,repository,version",9
305,pci-dss-validator,plugins/security/pci-dss-validator,security,1,0,"author,description,keywords,license,name,repository,version",9
306,penetration-tester,plugins/security/penetration-tester,security,1,0,"author,description,keywords,license,name,repository,version",14
307,secret-scanner,plugins/security/secret-scanner,security,1,0,"author,description,keywords,license,name,repository,version",8
308,security-audit-reporter,plugins/security/security-audit-reporter,security,1,0,"author,description,keywords,license,name,repository,version",11
309,security-headers-analyzer,plugins/security/security-headers-analyzer,security,1,0,"author,description,keywords,license,name,repository,version",13
310,security-incident-responder,plugins/security/security-incident-responder,security,1,0,"author,description,keywords,license,name,repository,version",12
311,security-misconfiguration-finder,plugins/security/security-misconfiguration-finder,security,1,0,"author,description,keywords,license,name,repository,version",11
312,session-security-checker,plugins/security/session-security-checker,security,1,0,"author,description,keywords,license,name,repository,version",12
313,soc2-audit-helper,plugins/security/soc2-audit-helper,security,1,0,"author,description,keywords,license,name,repository,version",13
314,sql-injection-detector,plugins/security/sql-injection-detector,security,1,0,"author,description,keywords,license,name,repository,version",13
315,ssl-certificate-manager,plugins/security/ssl-certificate-manager,security,1,0,"author,description,keywords,license,name,repository,version",8
316,vulnerability-scanner,plugins/security/vulnerability-scanner,security,1,0,"author,description,keywords,license,name,repository,version",9
317,xss-vulnerability-scanner,plugins/security/xss-vulnerability-scanner,security,1,0,"author,description,keywords,license,name,repository,version",8
318,calendar-to-workflow,plugins/skill-enhancers/calendar-to-workflow,skill-enhancers,1,0,"author,description,keywords,license,name,repository,version",17
319,file-to-code,plugins/skill-enhancers/file-to-code,skill-enhancers,1,0,"author,description,keywords,license,name,repository,version",21
320,research-to-deploy,plugins/skill-enhancers/research-to-deploy,skill-enhancers,1,0,"author,description,keywords,license,name,repository,version",16
321,search-to-slack,plugins/skill-enhancers/search-to-slack,skill-enhancers,1,0,"author,description,keywords,license,name,repository,version",17
322,skill-creator,plugins/skill-enhancers/skill-creator,skill-enhancers,1,0,"author,description,keywords,license,name,repository,version",38
323,validate-plugin,plugins/skill-enhancers/validate-plugin,skill-enhancers,1,0,"author,description,keywords,license,name,repository,version",4
324,web-to-github-issue,plugins/skill-enhancers/web-to-github-issue,skill-enhancers,1,1,"author,description,keywords,license,name,repository,version",47
325,accessibility-test-scanner,plugins/testing/accessibility-test-scanner,testing,1,0,"author,description,keywords,license,name,repository,version",10
326,api-fuzzer,plugins/testing/api-fuzzer,testing,1,0,"author,description,keywords,license,name,repository,version",10
327,api-test-automation,plugins/testing/api-test-automation,testing,1,0,"author,description,keywords,license,name,repository,version",12
328,browser-compatibility-tester,plugins/testing/browser-compatibility-tester,testing,1,0,"author,description,keywords,license,name,repository,version",8
329,chaos-engineering-toolkit,plugins/testing/chaos-engineering-toolkit,testing,1,0,"author,description,keywords,license,name,repository,version",8
330,contract-test-validator,plugins/testing/contract-test-validator,testing,1,0,"author,description,keywords,license,name,repository,version",13
331,database-test-manager,plugins/testing/database-test-manager,testing,1,0,"author,description,keywords,license,name,repository,version",13
332,e2e-test-framework,plugins/testing/e2e-test-framework,testing,1,0,"author,description,keywords,license,name,repository,version",8
333,integration-test-runner,plugins/testing/integration-test-runner,testing,1,0,"author,description,keywords,license,name,repository,version",8
334,load-balancer-tester,plugins/testing/load-balancer-tester,testing,1,0,"author,description,keywords,license,name,repository,version",11
335,mobile-app-tester,plugins/testing/mobile-app-tester,testing,1,0,"author,description,keywords,license,name,repository,version",8
336,mutation-test-runner,plugins/testing/mutation-test-runner,testing,1,0,"author,description,keywords,license,name,repository,version",12
337,performance-test-suite,plugins/testing/performance-test-suite,testing,1,0,"author,description,keywords,license,name,repository,version",14
338,regression-test-tracker,plugins/testing/regression-test-tracker,testing,1,0,"author,description,keywords,license,name,repository,version",14
339,security-test-scanner,plugins/testing/security-test-scanner,testing,1,0,"author,description,keywords,license,name,repository,version",11
340,smoke-test-runner,plugins/testing/smoke-test-runner,testing,1,0,"author,description,keywords,license,name,repository,version",8
341,snapshot-test-manager,plugins/testing/snapshot-test-manager,testing,1,0,"author,description,keywords,license,name,repository,version",8
342,test-coverage-analyzer,plugins/testing/test-coverage-analyzer,testing,1,0,"author,description,keywords,license,name,repository,version",13
343,test-data-generator,plugins/testing/test-data-generator,testing,1,0,"author,description,keywords,license,name,repository,version",9
344,test-doubles-generator,plugins/testing/test-doubles-generator,testing,1,0,"author,description,keywords,license,name,repository,version",10
345,test-environment-manager,plugins/testing/test-environment-manager,testing,1,0,"author,description,keywords,license,name,repository,version",13
346,test-orchestrator,plugins/testing/test-orchestrator,testing,1,0,"author,description,keywords,license,name,repository,version",11
347,test-report-generator,plugins/testing/test-report-generator,testing,1,0,"author,description,keywords,license,name,repository,version",13
348,unit-test-generator,plugins/testing/unit-test-generator,testing,1,0,"author,description,keywords,license,name,repository,version",8
349,visual-regression-tester,plugins/testing/visual-regression-tester,testing,1,0,"author,description,keywords,license,name,repository,version",15
