id,path,doc_type,apparent_subject,subject_type,line_count,word_count
2086,backups/skill-structure-cleanup-20251108-073936/plugins/ai-agency/sow-generator/skills/skill-adapter/assets/README.md,README,repository,repo,8,43
2087,backups/skill-structure-cleanup-20251108-073936/plugins/ai-agency/sow-generator/skills/skill-adapter/references/README.md,README,repository,repo,8,47
2088,backups/skill-structure-cleanup-20251108-073936/plugins/ai-agency/sow-generator/skills/skill-adapter/scripts/README.md,README,repository,repo,8,48
2089,backups/skill-structure-cleanup-20251108-073936/plugins/ai-agency/zapier-zap-builder/LICENSE,LICENSE,repository,repo,22,171
2090,backups/skill-structure-cleanup-20251108-073936/plugins/ai-agency/zapier-zap-builder/README.md,README,repository,repo,92,309
2091,backups/skill-structure-cleanup-20251108-073936/plugins/ai-agency/zapier-zap-builder/commands/zap.md,other,repository,repo,326,1208
2092,backups/skill-structure-cleanup-20251108-073936/plugins/ai-agency/zapier-zap-builder/skills/skill-adapter/assets/README.md,README,repository,repo,7,39
2093,backups/skill-structure-cleanup-20251108-073936/plugins/ai-agency/zapier-zap-builder/skills/skill-adapter/references/README.md,README,repository,repo,8,52
2094,backups/skill-structure-cleanup-20251108-073936/plugins/ai-agency/zapier-zap-builder/skills/skill-adapter/scripts/README.md,README,repository,repo,8,62
2095,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/README.md,README,repository,repo,62,252
2096,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/ai-ethics-validator/LICENSE,LICENSE,repository,repo,22,170
2097,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/ai-ethics-validator/README.md,README,repository,repo,32,49
2098,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/ai-ethics-validator/commands/validate-ethics.md,other,repository,repo,16,64
2099,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/ai-ethics-validator/skills/ai-ethics-validator/assets/README.md,README,repository,repo,8,39
2100,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/ai-ethics-validator/skills/ai-ethics-validator/references/README.md,README,repository,repo,9,68
2101,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/ai-ethics-validator/skills/ai-ethics-validator/scripts/README.md,README,repository,repo,8,63
2102,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/ai-sdk-agents/LICENSE,LICENSE,repository,repo,22,169
2103,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/ai-sdk-agents/README.md,README,repository,repo,650,1947
2104,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/ai-sdk-agents/agents/multi-agent-orchestrator.md,other,repository,repo,363,1538
2105,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/ai-sdk-agents/commands/ai-agent-create.md,other,repository,repo,503,1575
2106,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/ai-sdk-agents/commands/ai-agents-setup.md,AGENTS.md,repository,repo,431,1269
2107,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/ai-sdk-agents/commands/ai-agents-test.md,AGENTS.md,repository,repo,531,1542
2108,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/ai-sdk-agents/skills/ai-sdk-agents/assets/README.md,README,repository,repo,8,45
2109,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/ai-sdk-agents/skills/ai-sdk-agents/references/README.md,README,repository,repo,8,56
2110,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/ai-sdk-agents/skills/ai-sdk-agents/scripts/README.md,README,repository,repo,8,50
2111,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/anomaly-detection-system/LICENSE,LICENSE,repository,repo,22,170
2112,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/anomaly-detection-system/README.md,README,repository,repo,32,50
2113,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/anomaly-detection-system/commands/detect-anomaly.md,other,repository,repo,16,64
2114,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/anomaly-detection-system/skills/anomaly-detection-system/assets/README.md,README,repository,repo,8,51
2115,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/anomaly-detection-system/skills/anomaly-detection-system/references/README.md,README,repository,repo,9,83
2116,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/anomaly-detection-system/skills/anomaly-detection-system/scripts/README.md,README,repository,repo,9,74
2117,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/automl-pipeline-builder/LICENSE,LICENSE,repository,repo,22,170
2118,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/automl-pipeline-builder/README.md,README,repository,repo,32,47
2119,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/automl-pipeline-builder/commands/build-automl.md,other,repository,repo,16,64
2120,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/automl-pipeline-builder/skills/automl-pipeline-builder/assets/README.md,README,repository,repo,8,51
2121,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/automl-pipeline-builder/skills/automl-pipeline-builder/references/README.md,README,repository,repo,8,73
2122,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/automl-pipeline-builder/skills/automl-pipeline-builder/scripts/README.md,README,repository,repo,8,62
2123,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/classification-model-builder/LICENSE,LICENSE,repository,repo,22,170
2124,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/classification-model-builder/README.md,README,repository,repo,32,47
2125,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/classification-model-builder/commands/build-classifier.md,other,repository,repo,16,64
2126,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/classification-model-builder/skills/classification-model-builder/assets/README.md,README,repository,repo,8,55
2127,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/classification-model-builder/skills/classification-model-builder/references/README.md,README,repository,repo,9,81
2128,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/classification-model-builder/skills/classification-model-builder/scripts/README.md,README,repository,repo,8,69
2129,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/clustering-algorithm-runner/LICENSE,LICENSE,repository,repo,22,170
2130,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/clustering-algorithm-runner/README.md,README,repository,repo,32,49
2131,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/clustering-algorithm-runner/commands/run-clustering.md,other,repository,repo,16,64
2132,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/clustering-algorithm-runner/skills/clustering-algorithm-runner/assets/README.md,README,repository,repo,8,46
2133,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/clustering-algorithm-runner/skills/clustering-algorithm-runner/references/README.md,README,repository,repo,10,84
2134,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/clustering-algorithm-runner/skills/clustering-algorithm-runner/scripts/README.md,README,repository,repo,10,72
2135,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/computer-vision-processor/LICENSE,LICENSE,repository,repo,22,170
2136,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/computer-vision-processor/README.md,README,repository,repo,32,50
2137,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/computer-vision-processor/commands/process-vision.md,other,repository,repo,16,64
2138,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/computer-vision-processor/skills/computer-vision-processor/assets/README.md,README,repository,repo,8,47
2139,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/computer-vision-processor/skills/computer-vision-processor/references/README.md,README,repository,repo,8,51
2140,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/computer-vision-processor/skills/computer-vision-processor/scripts/README.md,README,repository,repo,8,67
2141,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/data-preprocessing-pipeline/LICENSE,LICENSE,repository,repo,22,170
2142,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/data-preprocessing-pipeline/README.md,README,repository,repo,32,50
2143,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/data-preprocessing-pipeline/commands/preprocess.md,other,repository,repo,16,64
2144,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/data-preprocessing-pipeline/skills/data-preprocessing-pipeline/assets/README.md,README,repository,repo,8,42
2145,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/data-preprocessing-pipeline/skills/data-preprocessing-pipeline/references/README.md,README,repository,repo,9,53
2146,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/data-preprocessing-pipeline/skills/data-preprocessing-pipeline/scripts/README.md,README,repository,repo,9,60
2147,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/data-visualization-creator/LICENSE,LICENSE,repository,repo,22,170
2148,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/data-visualization-creator/README.md,README,repository,repo,32,49
2149,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/data-visualization-creator/commands/viz-data.md,other,repository,repo,16,64
2150,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/data-visualization-creator/skills/data-visualization-creator/assets/README.md,README,repository,repo,8,62
2151,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/data-visualization-creator/skills/data-visualization-creator/references/README.md,README,repository,repo,10,84
2152,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/data-visualization-creator/skills/data-visualization-creator/scripts/README.md,README,repository,repo,8,63
2153,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/dataset-splitter/LICENSE,LICENSE,repository,repo,22,170
2154,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/dataset-splitter/README.md,README,repository,repo,32,50
2155,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/dataset-splitter/commands/split-data.md,other,repository,repo,16,64
2156,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/dataset-splitter/skills/dataset-splitter/assets/README.md,README,repository,repo,8,40
2157,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/dataset-splitter/skills/dataset-splitter/references/README.md,README,repository,repo,8,62
2158,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/dataset-splitter/skills/dataset-splitter/scripts/README.md,README,repository,repo,7,45
2159,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/deep-learning-optimizer/LICENSE,LICENSE,repository,repo,22,170
2160,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/deep-learning-optimizer/README.md,README,repository,repo,32,48
2161,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/deep-learning-optimizer/commands/optimize-dl.md,other,repository,repo,16,64
2162,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/deep-learning-optimizer/skills/deep-learning-optimizer/assets/README.md,README,repository,repo,8,44
2163,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/deep-learning-optimizer/skills/deep-learning-optimizer/references/README.md,README,repository,repo,9,59
2164,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/deep-learning-optimizer/skills/deep-learning-optimizer/scripts/README.md,README,repository,repo,9,68
2165,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/experiment-tracking-setup/LICENSE,LICENSE,repository,repo,22,170
2166,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/experiment-tracking-setup/README.md,README,repository,repo,32,49
2167,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/experiment-tracking-setup/commands/track-experiments.md,other,repository,repo,16,64
2168,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/experiment-tracking-setup/skills/experiment-tracking-setup/assets/README.md,README,repository,repo,9,60
2169,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/experiment-tracking-setup/skills/experiment-tracking-setup/references/README.md,README,repository,repo,9,77
2170,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/experiment-tracking-setup/skills/experiment-tracking-setup/scripts/README.md,README,repository,repo,10,104
2171,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/feature-engineering-toolkit/LICENSE,LICENSE,repository,repo,22,170
2172,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/feature-engineering-toolkit/README.md,README,repository,repo,32,50
2173,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/feature-engineering-toolkit/commands/feature-eng.md,other,repository,repo,16,64
2174,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/feature-engineering-toolkit/skills/feature-engineering-toolkit/assets/README.md,README,repository,repo,8,63
2175,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/feature-engineering-toolkit/skills/feature-engineering-toolkit/references/README.md,README,repository,repo,9,94
2176,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/feature-engineering-toolkit/skills/feature-engineering-toolkit/scripts/README.md,README,repository,repo,9,92
2177,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/hyperparameter-tuner/LICENSE,LICENSE,repository,repo,22,170
2178,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/hyperparameter-tuner/README.md,README,repository,repo,32,48
2179,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/hyperparameter-tuner/commands/tune-hyper.md,other,repository,repo,16,64
2180,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/hyperparameter-tuner/skills/hyperparameter-tuner/assets/README.md,README,repository,repo,8,39
2181,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/hyperparameter-tuner/skills/hyperparameter-tuner/references/README.md,README,repository,repo,12,76
2182,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/hyperparameter-tuner/skills/hyperparameter-tuner/scripts/README.md,README,repository,repo,13,94
2183,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/ml-model-trainer/LICENSE,LICENSE,repository,repo,22,170
2184,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/ml-model-trainer/README.md,README,repository,repo,33,55
2185,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/ml-model-trainer/commands/train.md,other,repository,repo,24,91
2186,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/ml-model-trainer/skills/ml-model-trainer/assets/README.md,README,repository,repo,9,56
2187,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/ml-model-trainer/skills/ml-model-trainer/references/README.md,README,repository,repo,10,73
2188,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/ml-model-trainer/skills/ml-model-trainer/scripts/README.md,README,repository,repo,10,83
2189,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/model-deployment-helper/LICENSE,LICENSE,repository,repo,22,170
2190,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/model-deployment-helper/README.md,README,repository,repo,32,49
2191,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/model-deployment-helper/commands/deploy-model.md,other,repository,repo,16,64
2192,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/model-deployment-helper/skills/model-deployment-helper/assets/README.md,README,repository,repo,8,55
2193,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/model-deployment-helper/skills/model-deployment-helper/references/README.md,README,repository,repo,10,111
2194,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/model-deployment-helper/skills/model-deployment-helper/scripts/README.md,README,repository,repo,9,91
2195,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/model-evaluation-suite/LICENSE,LICENSE,repository,repo,22,170
2196,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/model-evaluation-suite/README.md,README,repository,repo,32,50
2197,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/model-evaluation-suite/commands/eval-model.md,other,repository,repo,16,64
2198,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/model-evaluation-suite/skills/model-evaluation-suite/assets/README.md,README,repository,repo,8,45
2199,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/model-evaluation-suite/skills/model-evaluation-suite/references/README.md,README,repository,repo,8,49
2200,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/model-evaluation-suite/skills/model-evaluation-suite/scripts/README.md,README,repository,repo,8,49
2201,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/model-explainability-tool/LICENSE,LICENSE,repository,repo,22,170
2202,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/model-explainability-tool/README.md,README,repository,repo,32,48
2203,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/model-explainability-tool/commands/explain-model.md,other,repository,repo,16,64
2204,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/model-explainability-tool/skills/model-explainability-tool/assets/README.md,README,repository,repo,8,47
2205,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/model-explainability-tool/skills/model-explainability-tool/references/README.md,README,repository,repo,9,70
2206,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/model-explainability-tool/skills/model-explainability-tool/scripts/README.md,README,repository,repo,8,49
2207,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/model-versioning-tracker/LICENSE,LICENSE,repository,repo,22,170
2208,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/model-versioning-tracker/README.md,README,repository,repo,32,49
2209,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/model-versioning-tracker/commands/track-versions.md,other,repository,repo,16,64
2210,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/model-versioning-tracker/skills/model-versioning-tracker/assets/README.md,README,repository,repo,8,46
2211,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/model-versioning-tracker/skills/model-versioning-tracker/references/README.md,README,repository,repo,8,57
2212,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/model-versioning-tracker/skills/model-versioning-tracker/scripts/README.md,README,repository,repo,8,65
2213,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/neural-network-builder/LICENSE,LICENSE,repository,repo,22,170
2214,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/neural-network-builder/README.md,README,repository,repo,32,50
2215,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/neural-network-builder/commands/build-nn.md,other,repository,repo,16,64
2216,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/neural-network-builder/skills/neural-network-builder/assets/README.md,README,repository,repo,8,49
2217,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/neural-network-builder/skills/neural-network-builder/references/README.md,README,repository,repo,9,70
2218,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/neural-network-builder/skills/neural-network-builder/scripts/README.md,README,repository,repo,9,66
2219,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/nlp-text-analyzer/LICENSE,LICENSE,repository,repo,22,170
2220,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/nlp-text-analyzer/README.md,README,repository,repo,32,50
2221,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/nlp-text-analyzer/commands/analyze-text.md,other,repository,repo,16,64
2222,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/nlp-text-analyzer/skills/nlp-text-analyzer/assets/README.md,README,repository,repo,8,63
2223,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/nlp-text-analyzer/skills/nlp-text-analyzer/references/README.md,README,repository,repo,9,69
2224,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/nlp-text-analyzer/skills/nlp-text-analyzer/scripts/README.md,README,repository,repo,8,58
2225,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/recommendation-engine/LICENSE,LICENSE,repository,repo,22,170
2226,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/recommendation-engine/README.md,README,repository,repo,32,48
2227,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/recommendation-engine/commands/build-recommender.md,other,repository,repo,16,64
2228,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/recommendation-engine/skills/recommendation-engine/assets/README.md,README,repository,repo,9,52
2229,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/recommendation-engine/skills/recommendation-engine/references/README.md,README,repository,repo,9,50
2230,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/recommendation-engine/skills/recommendation-engine/scripts/README.md,README,repository,repo,9,62
2231,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/regression-analysis-tool/LICENSE,LICENSE,repository,repo,22,170
2232,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/regression-analysis-tool/README.md,README,repository,repo,32,48
2233,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/regression-analysis-tool/commands/run-regression.md,other,repository,repo,16,64
2234,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/regression-analysis-tool/skills/regression-analysis-tool/assets/README.md,README,repository,repo,7,33
2235,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/regression-analysis-tool/skills/regression-analysis-tool/references/README.md,README,repository,repo,8,61
2236,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/regression-analysis-tool/skills/regression-analysis-tool/scripts/README.md,README,repository,repo,8,72
2237,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/sentiment-analysis-tool/LICENSE,LICENSE,repository,repo,22,170
2238,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/sentiment-analysis-tool/README.md,README,repository,repo,32,49
2239,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/sentiment-analysis-tool/commands/analyze-sentiment.md,other,repository,repo,16,64
2240,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/sentiment-analysis-tool/skills/sentiment-analysis-tool/assets/README.md,README,repository,repo,7,46
2241,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/sentiment-analysis-tool/skills/sentiment-analysis-tool/references/README.md,README,repository,repo,8,73
2242,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/sentiment-analysis-tool/skills/sentiment-analysis-tool/scripts/README.md,README,repository,repo,7,51
2243,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/time-series-forecaster/LICENSE,LICENSE,repository,repo,22,170
2244,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/time-series-forecaster/README.md,README,repository,repo,32,49
2245,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/time-series-forecaster/commands/forecast-ts.md,other,repository,repo,16,64
2246,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/time-series-forecaster/skills/time-series-forecaster/assets/README.md,README,repository,repo,8,47
2247,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/time-series-forecaster/skills/time-series-forecaster/references/README.md,README,repository,repo,9,75
2248,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/time-series-forecaster/skills/time-series-forecaster/scripts/README.md,README,repository,repo,8,60
2249,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/transfer-learning-adapter/LICENSE,LICENSE,repository,repo,22,170
2250,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/transfer-learning-adapter/README.md,README,repository,repo,32,47
2251,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/transfer-learning-adapter/commands/adapt-transfer.md,other,repository,repo,16,64
2252,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/transfer-learning-adapter/skills/transfer-learning-adapter/assets/README.md,README,repository,repo,8,61
2253,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/transfer-learning-adapter/skills/transfer-learning-adapter/references/README.md,README,repository,repo,8,65
2254,backups/skill-structure-cleanup-20251108-073936/plugins/ai-ml/transfer-learning-adapter/skills/transfer-learning-adapter/scripts/README.md,README,repository,repo,8,69
2255,backups/skill-structure-cleanup-20251108-073936/plugins/api-development/README.md,README,repository,repo,302,970
2256,backups/skill-structure-cleanup-20251108-073936/plugins/api-development/api-authentication-builder/README.md,README,repository,repo,20,30
2257,backups/skill-structure-cleanup-20251108-073936/plugins/api-development/api-authentication-builder/commands/build-auth-system.md,other,repository,repo,681,2018
2258,backups/skill-structure-cleanup-20251108-073936/plugins/api-development/api-authentication-builder/skills/skill-adapter/assets/README.md,README,repository,repo,9,43
2259,backups/skill-structure-cleanup-20251108-073936/plugins/api-development/api-authentication-builder/skills/skill-adapter/references/README.md,README,repository,repo,10,66
2260,backups/skill-structure-cleanup-20251108-073936/plugins/api-development/api-authentication-builder/skills/skill-adapter/scripts/README.md,README,repository,repo,9,57
2261,backups/skill-structure-cleanup-20251108-073936/plugins/api-development/api-batch-processor/README.md,README,repository,repo,20,30
2262,backups/skill-structure-cleanup-20251108-073936/plugins/api-development/api-batch-processor/commands/implement-batch-processing.md,other,repository,repo,665,2079
2263,backups/skill-structure-cleanup-20251108-073936/plugins/api-development/api-batch-processor/skills/skill-adapter/assets/README.md,README,repository,repo,8,48
2264,backups/skill-structure-cleanup-20251108-073936/plugins/api-development/api-batch-processor/skills/skill-adapter/references/README.md,README,repository,repo,8,63
2265,backups/skill-structure-cleanup-20251108-073936/plugins/api-development/api-batch-processor/skills/skill-adapter/scripts/README.md,README,repository,repo,8,50
2266,backups/skill-structure-cleanup-20251108-073936/plugins/api-development/api-cache-manager/README.md,README,repository,repo,20,30
2267,backups/skill-structure-cleanup-20251108-073936/plugins/api-development/api-cache-manager/commands/implement-caching.md,other,repository,repo,532,1898
2268,backups/skill-structure-cleanup-20251108-073936/plugins/api-development/api-cache-manager/skills/skill-adapter/assets/README.md,README,repository,repo,8,34
2269,backups/skill-structure-cleanup-20251108-073936/plugins/api-development/api-cache-manager/skills/skill-adapter/references/README.md,README,repository,repo,8,54
2270,backups/skill-structure-cleanup-20251108-073936/plugins/api-development/api-cache-manager/skills/skill-adapter/scripts/README.md,README,repository,repo,8,53
2271,backups/skill-structure-cleanup-20251108-073936/plugins/api-development/api-contract-generator/README.md,README,repository,repo,20,29
2272,backups/skill-structure-cleanup-20251108-073936/plugins/api-development/api-contract-generator/commands/generate-contract.md,other,repository,repo,600,1776
2273,backups/skill-structure-cleanup-20251108-073936/plugins/api-development/api-contract-generator/skills/skill-adapter/assets/README.md,README,repository,repo,7,35
2274,backups/skill-structure-cleanup-20251108-073936/plugins/api-development/api-contract-generator/skills/skill-adapter/references/README.md,README,repository,repo,8,52
2275,backups/skill-structure-cleanup-20251108-073936/plugins/api-development/api-contract-generator/skills/skill-adapter/scripts/README.md,README,repository,repo,7,43
2276,backups/skill-structure-cleanup-20251108-073936/plugins/api-development/api-documentation-generator/README.md,README,repository,repo,31,59
2277,backups/skill-structure-cleanup-20251108-073936/plugins/api-development/api-documentation-generator/commands/generate-api-docs.md,other,repository,repo,1761,4748
2278,backups/skill-structure-cleanup-20251108-073936/plugins/api-development/api-documentation-generator/skills/skill-adapter/assets/README.md,README,repository,repo,8,42
2279,backups/skill-structure-cleanup-20251108-073936/plugins/api-development/api-documentation-generator/skills/skill-adapter/references/README.md,README,repository,repo,8,50
2280,backups/skill-structure-cleanup-20251108-073936/plugins/api-development/api-documentation-generator/skills/skill-adapter/scripts/README.md,README,repository,repo,8,55
2281,backups/skill-structure-cleanup-20251108-073936/plugins/api-development/api-error-handler/README.md,README,repository,repo,20,32
2282,backups/skill-structure-cleanup-20251108-073936/plugins/api-development/api-error-handler/commands/implement-error-handling.md,other,repository,repo,551,1940
2283,backups/skill-structure-cleanup-20251108-073936/plugins/api-development/api-error-handler/skills/skill-adapter/assets/README.md,README,repository,repo,7,34
2284,backups/skill-structure-cleanup-20251108-073936/plugins/api-development/api-error-handler/skills/skill-adapter/references/README.md,README,repository,repo,8,50
2285,backups/skill-structure-cleanup-20251108-073936/plugins/api-development/api-error-handler/skills/skill-adapter/scripts/README.md,README,repository,repo,8,48
2286,backups/skill-structure-cleanup-20251108-073936/plugins/api-development/api-event-emitter/README.md,README,repository,repo,20,29
