id,name,path,pack_name,plugin_name,structure_shape,file_count,has_references,has_scripts,has_assets
282,clay-core-workflow-a,plugins/saas-packs/clay-pack/skills/clay-core-workflow-a,saas-packs,clay-pack,SKILL.md,1,0,0,0
283,clay-core-workflow-b,plugins/saas-packs/clay-pack/skills/clay-core-workflow-b,saas-packs,clay-pack,SKILL.md,1,0,0,0
284,clay-cost-tuning,plugins/saas-packs/clay-pack/skills/clay-cost-tuning,saas-packs,clay-pack,SKILL.md,1,0,0,0
285,clay-data-handling,plugins/saas-packs/clay-pack/skills/clay-data-handling,saas-packs,clay-pack,SKILL.md + references/,3,1,0,0
286,clay-debug-bundle,plugins/saas-packs/clay-pack/skills/clay-debug-bundle,saas-packs,clay-pack,SKILL.md,1,0,0,0
287,clay-deploy-integration,plugins/saas-packs/clay-pack/skills/clay-deploy-integration,saas-packs,clay-pack,SKILL.md,1,0,0,0
288,clay-enterprise-rbac,plugins/saas-packs/clay-pack/skills/clay-enterprise-rbac,saas-packs,clay-pack,SKILL.md,1,0,0,0
289,clay-hello-world,plugins/saas-packs/clay-pack/skills/clay-hello-world,saas-packs,clay-pack,SKILL.md,1,0,0,0
290,clay-incident-runbook,plugins/saas-packs/clay-pack/skills/clay-incident-runbook,saas-packs,clay-pack,SKILL.md + references/,2,1,0,0
291,clay-install-auth,plugins/saas-packs/clay-pack/skills/clay-install-auth,saas-packs,clay-pack,SKILL.md,1,0,0,0
292,clay-known-pitfalls,plugins/saas-packs/clay-pack/skills/clay-known-pitfalls,saas-packs,clay-pack,SKILL.md + references/,3,1,0,0
293,clay-load-scale,plugins/saas-packs/clay-pack/skills/clay-load-scale,saas-packs,clay-pack,SKILL.md + references/,2,1,0,0
294,clay-local-dev-loop,plugins/saas-packs/clay-pack/skills/clay-local-dev-loop,saas-packs,clay-pack,SKILL.md,1,0,0,0
295,clay-migration-deep-dive,plugins/saas-packs/clay-pack/skills/clay-migration-deep-dive,saas-packs,clay-pack,SKILL.md + references/,2,1,0,0
296,clay-multi-env-setup,plugins/saas-packs/clay-pack/skills/clay-multi-env-setup,saas-packs,clay-pack,SKILL.md + references/,3,1,0,0
297,clay-observability,plugins/saas-packs/clay-pack/skills/clay-observability,saas-packs,clay-pack,SKILL.md,1,0,0,0
298,clay-performance-tuning,plugins/saas-packs/clay-pack/skills/clay-performance-tuning,saas-packs,clay-pack,SKILL.md,1,0,0,0
299,clay-policy-guardrails,plugins/saas-packs/clay-pack/skills/clay-policy-guardrails,saas-packs,clay-pack,SKILL.md,1,0,0,0
300,clay-prod-checklist,plugins/saas-packs/clay-pack/skills/clay-prod-checklist,saas-packs,clay-pack,SKILL.md,1,0,0,0
301,clay-rate-limits,plugins/saas-packs/clay-pack/skills/clay-rate-limits,saas-packs,clay-pack,SKILL.md,1,0,0,0
302,clay-reference-architecture,plugins/saas-packs/clay-pack/skills/clay-reference-architecture,saas-packs,clay-pack,SKILL.md + references/,3,1,0,0
303,clay-reliability-patterns,plugins/saas-packs/clay-pack/skills/clay-reliability-patterns,saas-packs,clay-pack,SKILL.md + references/,3,1,0,0
304,clay-sdk-patterns,plugins/saas-packs/clay-pack/skills/clay-sdk-patterns,saas-packs,clay-pack,SKILL.md,1,0,0,0
305,clay-security-basics,plugins/saas-packs/clay-pack/skills/clay-security-basics,saas-packs,clay-pack,SKILL.md,1,0,0,0
306,clay-upgrade-migration,plugins/saas-packs/clay-pack/skills/clay-upgrade-migration,saas-packs,clay-pack,SKILL.md,1,0,0,0
307,clay-webhooks-events,plugins/saas-packs/clay-pack/skills/clay-webhooks-events,saas-packs,clay-pack,SKILL.md + references/,3,1,0,0
308,clerk-ci-integration,plugins/saas-packs/clerk-pack/skills/clerk-ci-integration,saas-packs,clerk-pack,SKILL.md + references/,2,1,0,0
309,clerk-common-errors,plugins/saas-packs/clerk-pack/skills/clerk-common-errors,saas-packs,clerk-pack,SKILL.md + references/,2,1,0,0
310,clerk-core-workflow-a,plugins/saas-packs/clerk-pack/skills/clerk-core-workflow-a,saas-packs,clerk-pack,SKILL.md + references/,2,1,0,0
311,clerk-core-workflow-b,plugins/saas-packs/clerk-pack/skills/clerk-core-workflow-b,saas-packs,clerk-pack,SKILL.md + references/,2,1,0,0
312,clerk-cost-tuning,plugins/saas-packs/clerk-pack/skills/clerk-cost-tuning,saas-packs,clerk-pack,SKILL.md + references/,2,1,0,0
313,clerk-data-handling,plugins/saas-packs/clerk-pack/skills/clerk-data-handling,saas-packs,clerk-pack,SKILL.md + references/,2,1,0,0
314,clerk-debug-bundle,plugins/saas-packs/clerk-pack/skills/clerk-debug-bundle,saas-packs,clerk-pack,SKILL.md + references/,2,1,0,0
315,clerk-deploy-integration,plugins/saas-packs/clerk-pack/skills/clerk-deploy-integration,saas-packs,clerk-pack,SKILL.md + references/,2,1,0,0
316,clerk-enterprise-rbac,plugins/saas-packs/clerk-pack/skills/clerk-enterprise-rbac,saas-packs,clerk-pack,SKILL.md + references/,2,1,0,0
317,clerk-hello-world,plugins/saas-packs/clerk-pack/skills/clerk-hello-world,saas-packs,clerk-pack,SKILL.md,1,0,0,0
318,clerk-incident-runbook,plugins/saas-packs/clerk-pack/skills/clerk-incident-runbook,saas-packs,clerk-pack,SKILL.md + references/,2,1,0,0
319,clerk-install-auth,plugins/saas-packs/clerk-pack/skills/clerk-install-auth,saas-packs,clerk-pack,SKILL.md,1,0,0,0
320,clerk-local-dev-loop,plugins/saas-packs/clerk-pack/skills/clerk-local-dev-loop,saas-packs,clerk-pack,SKILL.md + references/,2,1,0,0
321,clerk-migration-deep-dive,plugins/saas-packs/clerk-pack/skills/clerk-migration-deep-dive,saas-packs,clerk-pack,SKILL.md + references/,2,1,0,0
322,clerk-multi-env-setup,plugins/saas-packs/clerk-pack/skills/clerk-multi-env-setup,saas-packs,clerk-pack,SKILL.md + references/,2,1,0,0
323,clerk-observability,plugins/saas-packs/clerk-pack/skills/clerk-observability,saas-packs,clerk-pack,SKILL.md + references/,2,1,0,0
324,clerk-performance-tuning,plugins/saas-packs/clerk-pack/skills/clerk-performance-tuning,saas-packs,clerk-pack,SKILL.md + references/,2,1,0,0
325,clerk-prod-checklist,plugins/saas-packs/clerk-pack/skills/clerk-prod-checklist,saas-packs,clerk-pack,SKILL.md + references/,2,1,0,0
326,clerk-rate-limits,plugins/saas-packs/clerk-pack/skills/clerk-rate-limits,saas-packs,clerk-pack,SKILL.md + references/,2,1,0,0
327,clerk-reference-architecture,plugins/saas-packs/clerk-pack/skills/clerk-reference-architecture,saas-packs,clerk-pack,SKILL.md + references/,2,1,0,0
328,clerk-sdk-patterns,plugins/saas-packs/clerk-pack/skills/clerk-sdk-patterns,saas-packs,clerk-pack,SKILL.md + references/,2,1,0,0
329,clerk-security-basics,plugins/saas-packs/clerk-pack/skills/clerk-security-basics,saas-packs,clerk-pack,SKILL.md + references/,2,1,0,0
330,clerk-upgrade-migration,plugins/saas-packs/clerk-pack/skills/clerk-upgrade-migration,saas-packs,clerk-pack,SKILL.md + references/,2,1,0,0
331,clerk-webhooks-events,plugins/saas-packs/clerk-pack/skills/clerk-webhooks-events,saas-packs,clerk-pack,SKILL.md + references/,2,1,0,0
332,coderabbit-ci-integration,plugins/saas-packs/coderabbit-pack/skills/coderabbit-ci-integration,saas-packs,coderabbit-pack,SKILL.md,1,0,0,0
333,coderabbit-common-errors,plugins/saas-packs/coderabbit-pack/skills/coderabbit-common-errors,saas-packs,coderabbit-pack,SKILL.md,1,0,0,0
334,coderabbit-core-workflow-a,plugins/saas-packs/coderabbit-pack/skills/coderabbit-core-workflow-a,saas-packs,coderabbit-pack,SKILL.md,1,0,0,0
335,coderabbit-core-workflow-b,plugins/saas-packs/coderabbit-pack/skills/coderabbit-core-workflow-b,saas-packs,coderabbit-pack,SKILL.md,1,0,0,0
336,coderabbit-cost-tuning,plugins/saas-packs/coderabbit-pack/skills/coderabbit-cost-tuning,saas-packs,coderabbit-pack,SKILL.md,1,0,0,0
337,coderabbit-data-handling,plugins/saas-packs/coderabbit-pack/skills/coderabbit-data-handling,saas-packs,coderabbit-pack,SKILL.md,1,0,0,0
338,coderabbit-debug-bundle,plugins/saas-packs/coderabbit-pack/skills/coderabbit-debug-bundle,saas-packs,coderabbit-pack,SKILL.md,1,0,0,0
339,coderabbit-deploy-integration,plugins/saas-packs/coderabbit-pack/skills/coderabbit-deploy-integration,saas-packs,coderabbit-pack,SKILL.md,1,0,0,0
340,coderabbit-enterprise-rbac,plugins/saas-packs/coderabbit-pack/skills/coderabbit-enterprise-rbac,saas-packs,coderabbit-pack,SKILL.md,1,0,0,0
341,coderabbit-hello-world,plugins/saas-packs/coderabbit-pack/skills/coderabbit-hello-world,saas-packs,coderabbit-pack,SKILL.md,1,0,0,0
342,coderabbit-incident-runbook,plugins/saas-packs/coderabbit-pack/skills/coderabbit-incident-runbook,saas-packs,coderabbit-pack,SKILL.md,1,0,0,0
343,coderabbit-install-auth,plugins/saas-packs/coderabbit-pack/skills/coderabbit-install-auth,saas-packs,coderabbit-pack,SKILL.md,1,0,0,0
344,coderabbit-local-dev-loop,plugins/saas-packs/coderabbit-pack/skills/coderabbit-local-dev-loop,saas-packs,coderabbit-pack,SKILL.md,1,0,0,0
345,coderabbit-migration-deep-dive,plugins/saas-packs/coderabbit-pack/skills/coderabbit-migration-deep-dive,saas-packs,coderabbit-pack,SKILL.md,1,0,0,0
346,coderabbit-multi-env-setup,plugins/saas-packs/coderabbit-pack/skills/coderabbit-multi-env-setup,saas-packs,coderabbit-pack,SKILL.md,1,0,0,0
347,coderabbit-observability,plugins/saas-packs/coderabbit-pack/skills/coderabbit-observability,saas-packs,coderabbit-pack,SKILL.md,1,0,0,0
348,coderabbit-performance-tuning,plugins/saas-packs/coderabbit-pack/skills/coderabbit-performance-tuning,saas-packs,coderabbit-pack,SKILL.md,1,0,0,0
349,coderabbit-prod-checklist,plugins/saas-packs/coderabbit-pack/skills/coderabbit-prod-checklist,saas-packs,coderabbit-pack,SKILL.md,1,0,0,0
350,coderabbit-rate-limits,plugins/saas-packs/coderabbit-pack/skills/coderabbit-rate-limits,saas-packs,coderabbit-pack,SKILL.md,1,0,0,0
351,coderabbit-reference-architecture,plugins/saas-packs/coderabbit-pack/skills/coderabbit-reference-architecture,saas-packs,coderabbit-pack,SKILL.md,1,0,0,0
352,coderabbit-sdk-patterns,plugins/saas-packs/coderabbit-pack/skills/coderabbit-sdk-patterns,saas-packs,coderabbit-pack,SKILL.md,1,0,0,0
353,coderabbit-security-basics,plugins/saas-packs/coderabbit-pack/skills/coderabbit-security-basics,saas-packs,coderabbit-pack,SKILL.md,1,0,0,0
354,coderabbit-upgrade-migration,plugins/saas-packs/coderabbit-pack/skills/coderabbit-upgrade-migration,saas-packs,coderabbit-pack,SKILL.md,1,0,0,0
355,coderabbit-webhooks-events,plugins/saas-packs/coderabbit-pack/skills/coderabbit-webhooks-events,saas-packs,coderabbit-pack,SKILL.md,1,0,0,0
356,cursor-advanced-composer,plugins/saas-packs/cursor-pack/skills/cursor-advanced-composer,saas-packs,cursor-pack,SKILL.md + references/,8,1,0,0
357,cursor-ai-chat,plugins/saas-packs/cursor-pack/skills/cursor-ai-chat,saas-packs,cursor-pack,SKILL.md + references/,4,1,0,0
358,cursor-api-key-management,plugins/saas-packs/cursor-pack/skills/cursor-api-key-management,saas-packs,cursor-pack,SKILL.md + references/,10,1,0,0
359,cursor-codebase-indexing,plugins/saas-packs/cursor-pack/skills/cursor-codebase-indexing,saas-packs,cursor-pack,SKILL.md + references/,9,1,0,0
360,cursor-common-errors,plugins/saas-packs/cursor-pack/skills/cursor-common-errors,saas-packs,cursor-pack,SKILL.md + references/,6,1,0,0
361,cursor-compliance-audit,plugins/saas-packs/cursor-pack/skills/cursor-compliance-audit,saas-packs,cursor-pack,SKILL.md + references/,8,1,0,0
362,cursor-composer-workflows,plugins/saas-packs/cursor-pack/skills/cursor-composer-workflows,saas-packs,cursor-pack,SKILL.md + references/,7,1,0,0
363,cursor-context-management,plugins/saas-packs/cursor-pack/skills/cursor-context-management,saas-packs,cursor-pack,SKILL.md + references/,8,1,0,0
364,cursor-custom-prompts,plugins/saas-packs/cursor-pack/skills/cursor-custom-prompts,saas-packs,cursor-pack,SKILL.md + references/,9,1,0,0
365,cursor-debug-bundle,plugins/saas-packs/cursor-pack/skills/cursor-debug-bundle,saas-packs,cursor-pack,SKILL.md + references/,5,1,0,0
366,cursor-extension-integration,plugins/saas-packs/cursor-pack/skills/cursor-extension-integration,saas-packs,cursor-pack,SKILL.md + references/,9,1,0,0
367,cursor-git-integration,plugins/saas-packs/cursor-pack/skills/cursor-git-integration,saas-packs,cursor-pack,SKILL.md + references/,9,1,0,0
368,cursor-hello-world,plugins/saas-packs/cursor-pack/skills/cursor-hello-world,saas-packs,cursor-pack,SKILL.md + references/,4,1,0,0
369,cursor-indexing-issues,plugins/saas-packs/cursor-pack/skills/cursor-indexing-issues,saas-packs,cursor-pack,SKILL.md + references/,6,1,0,0
370,cursor-install-auth,plugins/saas-packs/cursor-pack/skills/cursor-install-auth,saas-packs,cursor-pack,SKILL.md + references/,3,1,0,0
371,cursor-keybindings,plugins/saas-packs/cursor-pack/skills/cursor-keybindings,saas-packs,cursor-pack,SKILL.md + references/,5,1,0,0
372,cursor-known-pitfalls,plugins/saas-packs/cursor-pack/skills/cursor-known-pitfalls,saas-packs,cursor-pack,SKILL.md + references/,11,1,0,0
373,cursor-local-dev-loop,plugins/saas-packs/cursor-pack/skills/cursor-local-dev-loop,saas-packs,cursor-pack,SKILL.md + references/,4,1,0,0
374,cursor-model-selection,plugins/saas-packs/cursor-pack/skills/cursor-model-selection,saas-packs,cursor-pack,SKILL.md + references/,6,1,0,0
375,cursor-multi-repo,plugins/saas-packs/cursor-pack/skills/cursor-multi-repo,saas-packs,cursor-pack,SKILL.md + references/,6,1,0,0
376,cursor-performance-tuning,plugins/saas-packs/cursor-pack/skills/cursor-performance-tuning,saas-packs,cursor-pack,SKILL.md + references/,11,1,0,0
377,cursor-privacy-settings,plugins/saas-packs/cursor-pack/skills/cursor-privacy-settings,saas-packs,cursor-pack,SKILL.md + references/,8,1,0,0
378,cursor-prod-checklist,plugins/saas-packs/cursor-pack/skills/cursor-prod-checklist,saas-packs,cursor-pack,SKILL.md + references/,5,1,0,0
379,cursor-reference-architecture,plugins/saas-packs/cursor-pack/skills/cursor-reference-architecture,saas-packs,cursor-pack,SKILL.md + references/,8,1,0,0
380,cursor-rules-config,plugins/saas-packs/cursor-pack/skills/cursor-rules-config,saas-packs,cursor-pack,SKILL.md + references/,7,1,0,0
381,cursor-sso-integration,plugins/saas-packs/cursor-pack/skills/cursor-sso-integration,saas-packs,cursor-pack,SKILL.md + references/,7,1,0,0
382,cursor-tab-completion,plugins/saas-packs/cursor-pack/skills/cursor-tab-completion,saas-packs,cursor-pack,SKILL.md + references/,5,1,0,0
383,cursor-team-setup,plugins/saas-packs/cursor-pack/skills/cursor-team-setup,saas-packs,cursor-pack,SKILL.md + references/,7,1,0,0
384,cursor-upgrade-migration,plugins/saas-packs/cursor-pack/skills/cursor-upgrade-migration,saas-packs,cursor-pack,SKILL.md + references/,8,1,0,0
385,cursor-usage-analytics,plugins/saas-packs/cursor-pack/skills/cursor-usage-analytics,saas-packs,cursor-pack,SKILL.md + references/,11,1,0,0
386,customerio-advanced-troubleshooting,plugins/saas-packs/customerio-pack/skills/customerio-advanced-troubleshooting,saas-packs,customerio-pack,SKILL.md + references/,3,1,0,0
387,customerio-ci-integration,plugins/saas-packs/customerio-pack/skills/customerio-ci-integration,saas-packs,customerio-pack,SKILL.md + references/,2,1,0,0
388,customerio-common-errors,plugins/saas-packs/customerio-pack/skills/customerio-common-errors,saas-packs,customerio-pack,SKILL.md + references/,3,1,0,0
389,customerio-core-feature,plugins/saas-packs/customerio-pack/skills/customerio-core-feature,saas-packs,customerio-pack,SKILL.md + references/,2,1,0,0
390,customerio-cost-tuning,plugins/saas-packs/customerio-pack/skills/customerio-cost-tuning,saas-packs,customerio-pack,SKILL.md + references/,3,1,0,0
391,customerio-debug-bundle,plugins/saas-packs/customerio-pack/skills/customerio-debug-bundle,saas-packs,customerio-pack,SKILL.md + references/,2,1,0,0
392,customerio-deploy-pipeline,plugins/saas-packs/customerio-pack/skills/customerio-deploy-pipeline,saas-packs,customerio-pack,SKILL.md + references/,2,1,0,0
393,customerio-hello-world,plugins/saas-packs/customerio-pack/skills/customerio-hello-world,saas-packs,customerio-pack,SKILL.md + references/,2,1,0,0
394,customerio-install-auth,plugins/saas-packs/customerio-pack/skills/customerio-install-auth,saas-packs,customerio-pack,SKILL.md + references/,2,1,0,0
395,customerio-known-pitfalls,plugins/saas-packs/customerio-pack/skills/customerio-known-pitfalls,saas-packs,customerio-pack,SKILL.md + references/,3,1,0,0
396,customerio-load-scale,plugins/saas-packs/customerio-pack/skills/customerio-load-scale,saas-packs,customerio-pack,SKILL.md + references/,2,1,0,0
397,customerio-local-dev-loop,plugins/saas-packs/customerio-pack/skills/customerio-local-dev-loop,saas-packs,customerio-pack,SKILL.md + references/,2,1,0,0
398,customerio-multi-env-setup,plugins/saas-packs/customerio-pack/skills/customerio-multi-env-setup,saas-packs,customerio-pack,SKILL.md + references/,2,1,0,0
399,customerio-observability,plugins/saas-packs/customerio-pack/skills/customerio-observability,saas-packs,customerio-pack,SKILL.md + references/,3,1,0,0
400,customerio-performance-tuning,plugins/saas-packs/customerio-pack/skills/customerio-performance-tuning,saas-packs,customerio-pack,SKILL.md + references/,3,1,0,0
401,customerio-primary-workflow,plugins/saas-packs/customerio-pack/skills/customerio-primary-workflow,saas-packs,customerio-pack,SKILL.md + references/,2,1,0,0
402,customerio-prod-checklist,plugins/saas-packs/customerio-pack/skills/customerio-prod-checklist,saas-packs,customerio-pack,SKILL.md + references/,3,1,0,0
403,customerio-rate-limits,plugins/saas-packs/customerio-pack/skills/customerio-rate-limits,saas-packs,customerio-pack,SKILL.md + references/,3,1,0,0
404,customerio-reference-architecture,plugins/saas-packs/customerio-pack/skills/customerio-reference-architecture,saas-packs,customerio-pack,SKILL.md + references/,2,1,0,0
405,customerio-reliability-patterns,plugins/saas-packs/customerio-pack/skills/customerio-reliability-patterns,saas-packs,customerio-pack,SKILL.md + references/,3,1,0,0
406,customerio-sdk-patterns,plugins/saas-packs/customerio-pack/skills/customerio-sdk-patterns,saas-packs,customerio-pack,SKILL.md + references/,2,1,0,0
407,customerio-security-basics,plugins/saas-packs/customerio-pack/skills/customerio-security-basics,saas-packs,customerio-pack,SKILL.md + references/,3,1,0,0
408,customerio-upgrade-migration,plugins/saas-packs/customerio-pack/skills/customerio-upgrade-migration,saas-packs,customerio-pack,SKILL.md + references/,3,1,0,0
409,customerio-webhooks-events,plugins/saas-packs/customerio-pack/skills/customerio-webhooks-events,saas-packs,customerio-pack,SKILL.md + references/,2,1,0,0
410,databricks-ci-integration,plugins/saas-packs/databricks-pack/skills/databricks-ci-integration,saas-packs,databricks-pack,SKILL.md,1,0,0,0
411,databricks-common-errors,plugins/saas-packs/databricks-pack/skills/databricks-common-errors,saas-packs,databricks-pack,SKILL.md,1,0,0,0
412,databricks-core-workflow-a,plugins/saas-packs/databricks-pack/skills/databricks-core-workflow-a,saas-packs,databricks-pack,SKILL.md + references/,2,1,0,0
413,databricks-core-workflow-b,plugins/saas-packs/databricks-pack/skills/databricks-core-workflow-b,saas-packs,databricks-pack,SKILL.md + references/,2,1,0,0
414,databricks-cost-tuning,plugins/saas-packs/databricks-pack/skills/databricks-cost-tuning,saas-packs,databricks-pack,SKILL.md,1,0,0,0
415,databricks-data-handling,plugins/saas-packs/databricks-pack/skills/databricks-data-handling,saas-packs,databricks-pack,SKILL.md + references/,2,1,0,0
416,databricks-debug-bundle,plugins/saas-packs/databricks-pack/skills/databricks-debug-bundle,saas-packs,databricks-pack,SKILL.md,1,0,0,0
417,databricks-deploy-integration,plugins/saas-packs/databricks-pack/skills/databricks-deploy-integration,saas-packs,databricks-pack,SKILL.md,1,0,0,0
418,databricks-enterprise-rbac,plugins/saas-packs/databricks-pack/skills/databricks-enterprise-rbac,saas-packs,databricks-pack,SKILL.md,1,0,0,0
419,databricks-hello-world,plugins/saas-packs/databricks-pack/skills/databricks-hello-world,saas-packs,databricks-pack,SKILL.md,1,0,0,0
420,databricks-incident-runbook,plugins/saas-packs/databricks-pack/skills/databricks-incident-runbook,saas-packs,databricks-pack,SKILL.md,1,0,0,0
421,databricks-install-auth,plugins/saas-packs/databricks-pack/skills/databricks-install-auth,saas-packs,databricks-pack,SKILL.md,1,0,0,0
422,databricks-local-dev-loop,plugins/saas-packs/databricks-pack/skills/databricks-local-dev-loop,saas-packs,databricks-pack,SKILL.md,1,0,0,0
423,databricks-migration-deep-dive,plugins/saas-packs/databricks-pack/skills/databricks-migration-deep-dive,saas-packs,databricks-pack,SKILL.md + references/,2,1,0,0
424,databricks-multi-env-setup,plugins/saas-packs/databricks-pack/skills/databricks-multi-env-setup,saas-packs,databricks-pack,SKILL.md,1,0,0,0
425,databricks-observability,plugins/saas-packs/databricks-pack/skills/databricks-observability,saas-packs,databricks-pack,SKILL.md,1,0,0,0
426,databricks-performance-tuning,plugins/saas-packs/databricks-pack/skills/databricks-performance-tuning,saas-packs,databricks-pack,SKILL.md + references/,2,1,0,0
427,databricks-prod-checklist,plugins/saas-packs/databricks-pack/skills/databricks-prod-checklist,saas-packs,databricks-pack,SKILL.md,1,0,0,0
428,databricks-rate-limits,plugins/saas-packs/databricks-pack/skills/databricks-rate-limits,saas-packs,databricks-pack,SKILL.md + references/,2,1,0,0
429,databricks-reference-architecture,plugins/saas-packs/databricks-pack/skills/databricks-reference-architecture,saas-packs,databricks-pack,SKILL.md,1,0,0,0
430,databricks-sdk-patterns,plugins/saas-packs/databricks-pack/skills/databricks-sdk-patterns,saas-packs,databricks-pack,SKILL.md + references/,2,1,0,0
431,databricks-security-basics,plugins/saas-packs/databricks-pack/skills/databricks-security-basics,saas-packs,databricks-pack,SKILL.md,1,0,0,0
432,databricks-upgrade-migration,plugins/saas-packs/databricks-pack/skills/databricks-upgrade-migration,saas-packs,databricks-pack,SKILL.md + references/,2,1,0,0
433,databricks-webhooks-events,plugins/saas-packs/databricks-pack/skills/databricks-webhooks-events,saas-packs,databricks-pack,SKILL.md + references/,2,1,0,0
434,deepgram-ci-integration,plugins/saas-packs/deepgram-pack/skills/deepgram-ci-integration,saas-packs,deepgram-pack,SKILL.md + references/,2,1,0,0
435,deepgram-common-errors,plugins/saas-packs/deepgram-pack/skills/deepgram-common-errors,saas-packs,deepgram-pack,SKILL.md + references/,2,1,0,0
436,deepgram-core-workflow-a,plugins/saas-packs/deepgram-pack/skills/deepgram-core-workflow-a,saas-packs,deepgram-pack,SKILL.md + references/,2,1,0,0
437,deepgram-core-workflow-b,plugins/saas-packs/deepgram-pack/skills/deepgram-core-workflow-b,saas-packs,deepgram-pack,SKILL.md + references/,2,1,0,0
438,deepgram-cost-tuning,plugins/saas-packs/deepgram-pack/skills/deepgram-cost-tuning,saas-packs,deepgram-pack,SKILL.md + references/,2,1,0,0
439,deepgram-data-handling,plugins/saas-packs/deepgram-pack/skills/deepgram-data-handling,saas-packs,deepgram-pack,SKILL.md + references/,2,1,0,0
440,deepgram-debug-bundle,plugins/saas-packs/deepgram-pack/skills/deepgram-debug-bundle,saas-packs,deepgram-pack,SKILL.md + references/,2,1,0,0
441,deepgram-deploy-integration,plugins/saas-packs/deepgram-pack/skills/deepgram-deploy-integration,saas-packs,deepgram-pack,SKILL.md + references/,2,1,0,0
442,deepgram-enterprise-rbac,plugins/saas-packs/deepgram-pack/skills/deepgram-enterprise-rbac,saas-packs,deepgram-pack,SKILL.md + references/,2,1,0,0
443,deepgram-hello-world,plugins/saas-packs/deepgram-pack/skills/deepgram-hello-world,saas-packs,deepgram-pack,SKILL.md + references/,2,1,0,0
444,deepgram-incident-runbook,plugins/saas-packs/deepgram-pack/skills/deepgram-incident-runbook,saas-packs,deepgram-pack,SKILL.md + references/,2,1,0,0
445,deepgram-install-auth,plugins/saas-packs/deepgram-pack/skills/deepgram-install-auth,saas-packs,deepgram-pack,SKILL.md,1,0,0,0
446,deepgram-local-dev-loop,plugins/saas-packs/deepgram-pack/skills/deepgram-local-dev-loop,saas-packs,deepgram-pack,SKILL.md + references/,2,1,0,0
447,deepgram-migration-deep-dive,plugins/saas-packs/deepgram-pack/skills/deepgram-migration-deep-dive,saas-packs,deepgram-pack,SKILL.md + references/,2,1,0,0
448,deepgram-multi-env-setup,plugins/saas-packs/deepgram-pack/skills/deepgram-multi-env-setup,saas-packs,deepgram-pack,SKILL.md + references/,2,1,0,0
449,deepgram-observability,plugins/saas-packs/deepgram-pack/skills/deepgram-observability,saas-packs,deepgram-pack,SKILL.md + references/,2,1,0,0
450,deepgram-performance-tuning,plugins/saas-packs/deepgram-pack/skills/deepgram-performance-tuning,saas-packs,deepgram-pack,SKILL.md + references/,2,1,0,0
451,deepgram-prod-checklist,plugins/saas-packs/deepgram-pack/skills/deepgram-prod-checklist,saas-packs,deepgram-pack,SKILL.md + references/,2,1,0,0
452,deepgram-rate-limits,plugins/saas-packs/deepgram-pack/skills/deepgram-rate-limits,saas-packs,deepgram-pack,SKILL.md + references/,2,1,0,0
453,deepgram-reference-architecture,plugins/saas-packs/deepgram-pack/skills/deepgram-reference-architecture,saas-packs,deepgram-pack,SKILL.md + references/,2,1,0,0
454,deepgram-sdk-patterns,plugins/saas-packs/deepgram-pack/skills/deepgram-sdk-patterns,saas-packs,deepgram-pack,SKILL.md + references/,2,1,0,0
455,deepgram-security-basics,plugins/saas-packs/deepgram-pack/skills/deepgram-security-basics,saas-packs,deepgram-pack,SKILL.md + references/,2,1,0,0
456,deepgram-upgrade-migration,plugins/saas-packs/deepgram-pack/skills/deepgram-upgrade-migration,saas-packs,deepgram-pack,SKILL.md + references/,2,1,0,0
457,deepgram-webhooks-events,plugins/saas-packs/deepgram-pack/skills/deepgram-webhooks-events,saas-packs,deepgram-pack,SKILL.md + references/,2,1,0,0
458,documenso-ci-integration,plugins/saas-packs/documenso-pack/skills/documenso-ci-integration,saas-packs,documenso-pack,SKILL.md + references/,2,1,0,0
459,documenso-common-errors,plugins/saas-packs/documenso-pack/skills/documenso-common-errors,saas-packs,documenso-pack,SKILL.md + references/,2,1,0,0
460,documenso-core-workflow-a,plugins/saas-packs/documenso-pack/skills/documenso-core-workflow-a,saas-packs,documenso-pack,SKILL.md + references/,2,1,0,0
461,documenso-core-workflow-b,plugins/saas-packs/documenso-pack/skills/documenso-core-workflow-b,saas-packs,documenso-pack,SKILL.md + references/,2,1,0,0
462,documenso-cost-tuning,plugins/saas-packs/documenso-pack/skills/documenso-cost-tuning,saas-packs,documenso-pack,SKILL.md + references/,2,1,0,0
463,documenso-data-handling,plugins/saas-packs/documenso-pack/skills/documenso-data-handling,saas-packs,documenso-pack,SKILL.md + references/,2,1,0,0
464,documenso-debug-bundle,plugins/saas-packs/documenso-pack/skills/documenso-debug-bundle,saas-packs,documenso-pack,SKILL.md + references/,2,1,0,0
465,documenso-deploy-integration,plugins/saas-packs/documenso-pack/skills/documenso-deploy-integration,saas-packs,documenso-pack,SKILL.md + references/,2,1,0,0
466,documenso-enterprise-rbac,plugins/saas-packs/documenso-pack/skills/documenso-enterprise-rbac,saas-packs,documenso-pack,SKILL.md + references/,2,1,0,0
467,documenso-hello-world,plugins/saas-packs/documenso-pack/skills/documenso-hello-world,saas-packs,documenso-pack,SKILL.md + references/,2,1,0,0
468,documenso-incident-runbook,plugins/saas-packs/documenso-pack/skills/documenso-incident-runbook,saas-packs,documenso-pack,SKILL.md + references/,2,1,0,0
